Topic,"Response",TestVersion,TestId,TotalTime,UserName,"Prompt",PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam
INSTRUCTIONS,"<p>¡Hola!</p><p>En mi clase de español^ nececito cocinar una comida de Cuba. ¿Hay una comida de Cuba que tú te gusta? ¿Que es? ¿Porque te gusta? ¿Hay otras comidas que tú te gustan? ¿Que son las recetas? En mi paiz^ hay comidas que son por un día especial^ como un cumpleaños. ¿Cuando te cocinas las comidas de Cuba? ¿Hay razones como mitologia que tu te cocinas las comidas? ¿Que comidas cocinas por desserto? ¿Que comidas cocinas por el cine? ¿Que hacen los ingredientes en la comida?</p><p>¡Gracias!</p>",B1,3749464,53,H4797914,"You have to make a traditional food or meal from Cuba for a project in your Spanish class. You decide to ask your penpal for help.  Write an email to your penpal in which you ask him many questions to learn how to prepare a dish and why it is important in his culture. ",I,1,I5,,3400,,,,Private tutoring,Other,2021-08-03
SCHOOL,"<p>¡Hola! Tengo algunos preguntas de su escuela.</p><p>Estoy muy excitado para nuestra Escuela en Lima. Mi pregunta primero es cuando la escuela empeiza? Tambien cuando termina? No me gusta las mañanas y me esperar que me duermo mas tarde. Necesito saber cuanto dura una clase^ y cuantos clases tenemos. Me preferia clases mas prequeno porque clases mas grande son muy aburrido. Me tema favorito es historia^ tienes historia en su escuela? No lo se donde esta mi casa en Lima esta. Necesito aprender donde la escuela esta y la distancia a mi casa.  Como es la comida para almuerzo? Me espero la comida es mejor que la comida en mi Escuela en los Estados unidos. Gracias por la ayuda^ y no puedo esperar a verte!</p><p>-Brendan</p>",A2,3749095,61,N4796361,"Your school is offering a study abroad trip to a school in Lima^ where your penpal lives. You decide to contact her to ask her some questions about her school before your visit.  Write an email to your friend telling her why you are writing.  Ask her many questions about her school in Lima. Find out as much information as you can about her school. ",I,1,I4,I-MF,3888,,,,Traditional classroom,Foreign Language,2021-08-03
TECHNOLOGY,"<p>¡Hola!<br></p><p>Me uso muchos diferentes tipos de tecnologia en escuela y mi casa. Yo fue a dos escuelas^ y los dos usan diferente tecnologia. Mi primero escuela^ Wellesley Middle school^ los estudiantes tienen iPads y hacer mas de nos trabjaos en nuestra iPads. En mi opinion^ los Ipads eran muy beneficio para muchos estudiantes^ y muy bueno para escuela. En mi otro escuela^ Hopedale^ no tengo mucho tecnologia. Las profesoras tienen Smartboards y los estudiantes no tienen tecnologia. Todos de nuestra trabjao eran hacer en lapiz y papel. La escuela tiene computadoras^ pero un poco y muy viejo. Esperaba que Hopedale tuvieron mas tecnologia. En mi casa mi familia y yo tenemos mucho tecnologia diferentes. Mi hermano^ padre^ y yo tenemos Playstations para video juegos. Tambien^ todos personas en mi casa tienen un computadora y un movil. Tecnologia es muy bueno para trabajos y divirterse^ y me espero que puedas recibir muchos tipos de tecnologia.</p>",A2,3749095,61,N4796361,"Your penpal is really interested in technology. He wants to know what kinds of technologies you and your classmates use at school and at home.  Write an email message to your penpal. Tell him how you and your friends use different kinds of technology at school and at home. Give as much information as possible. ",N,1,I4,,3888,,,,Traditional classroom,Foreign Language,2021-08-03
TECHNOLOGY,"<p>¡Hola!<br></p><p style=|text-align: left;|>Mi familia y yo celebramos el fiestas normales en los Estados Unidos. Uno fiesta es Halloween en octobre^ y la fiesta es de dulces y trajes. Losniños se ponen sus trajes y caminar a otros casas para dulces. Para las personas mayores la fiesta es muy aburrido. Despues de halloween es Thanksgiving en noviembre. La fiesta de Thanksgiving se trata de Familia y a veces amigos. Personas visitan a sus familias y comer cena muy grande. Más de la cenas tienen un Pavo y patatas y muchos otros comidas tradicionales. Muchos americanos celebran Navidad en diciembre^ y mucho de el mundo. Los Estados Unidos tiene otros fiestas mas pequeno que halloween^ thanksgiving^ y navidad. por ejemplo Valentines Dia en febrero^ y Easter en abril. Muchos fiestas en los Esatdos Unidos tienen regalos y familia. Tambien muchos meses de annuncios de fiestas. Me gustaria aprender mas que su tradicionales y fiestas!<br></p><p style=|text-align: left;|>-Brendan</p>",A2,3749095,61,N4796361,"Your penpal wrote to you because he wants to learn more about your culture. He wants to learn about the different customs and traditions where you are.  Write an email to your penpal. Describe an activity related to a national holiday^ a local event^ or a family tradition. Tell your penpal as much as you can about it.  ",I,1,I4,I-MF,3888,,,,Traditional classroom,Foreign Language,2021-08-03
TECHNOLOGY,"<p>En mi escuela^ todo las clases usan computadoras y electronicos para aprender y hacer la tarea. Ahora^ electronicos son importantes para escuela. Pero^ tambien hay personas que no usan las computadoras para cosas de la escuela cuando estan en la escuela. No hacen mucho^ pero si hay mas electronicos en el día^ hay estudiantes que no voy a usar los electronicos correctos. </p><p>Cuando estudantes traen electronicos de su casa a la escuela^ los electronicos son mas por juegos y no por la escuela. A mi me gusta los electronicos en la escuela^ si no hay mucho tiempo cuando estudiantes son en electronicos. Tambien nececitan electronicos que son de la escuela^ porque estudiantes pueden usar electronicos de sus casas para juegos. </p>",B1,3749464,53,H4797914,"In your Spanish class^ you read an article about how teens use technology at school. Your teacher asked you to write a short essay giving your opinions about technology and education.  Write a short essay giving your opinions and experience about using technology at school. Write two well-developed^ organized paragraphs^ in which you address the following:   	What are the pros and cons of using different kinds of technology and personal devices at school? Explain in detail the advantages and disadvantages of using technology in the classroom.  	Describe how you think changes in technology will affect schools in the future. How will new technologies change how students learn in school and do homework?  ",A,1,I5,A-SE,3400,,,,Private tutoring,Other,2021-08-03
CITY_TOWN,"<p>hola senor estoy feliz que vas a viejar a elsalvador ay muchos lugares aqui divertidos como el parque bicentenario donde estan plantas muy lindos. el airopuerto es muy grande asi que es facil a perder se^ tener quidado. A si y puedes tratar los pupusas son muy ricos y es un bien almuerso. estoy muy feliz que vas a viejar a elsalvador tener un bien vacation.-peter</p>",A1,3749669,28,N4799416,"A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town.   Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town.  ",N,1,I2,,3389,,,,Other,Unknown,2021-08-03
TECHNOLOGY,"<p>Computadores soy bien en classes porque estudiantes [research] en classes^ porque el maestra es [buisy]^ y nessesitan ayuda.<br></p><p>Pero mi no me gusta computadores o [tecnology]^ porque no es natural. Yo pienso humanos nessesitan para con [plastic and a hundred other things]^ o ustedes (that's 'we'^ right?) [will destroy] el planeta. No es [fair] para los otros animales. Yo peinso los humanos no quiero eso [either].</p><p>Yo [know] muchos personas quiero [Artificial Intelligence]^ pero y peinso ustedes [should save] los [already alive] animales primero.</p>",B1,3749460,53,P4797910,"In your Spanish class^ you read an article about how teens use technology at school. Your teacher asked you to write a short essay giving your opinions about technology and education.  Write a short essay giving your opinions and experience about using technology at school. Write two well-developed^ organized paragraphs^ in which you address the following:   	What are the pros and cons of using different kinds of technology and personal devices at school? Explain in detail the advantages and disadvantages of using technology in the classroom.  	Describe how you think changes in technology will affect schools in the future. How will new technologies change how students learn in school and do homework?  ",A,1,N4,A-NE,3534,,,,Private tutoring,Other,2021-08-03
TRAVEL,"<p>Hola^</p><p>yo no se que otros personas quiera^ para mi me gusta mirar los animales en (?) los vacaciones^ porque son bonitos. Tambien me gusta visita mis relativos^ porque amor.</p>",B1,3749460,53,P4797910,"Your favorite Spanish blogger posted the following question to her readers: “People go to all kinds of different places for vacation^ from big cities to tropical beaches. What are some popular vacation destinations for people where you live?|  Write a reply in Spanish on her blog describing popular vacation destinations. Explain where people like to go and what they do there. Give as much information as you can. ",I,1,N4,I-SE,3534,,,,Private tutoring,Other,2021-08-03
TRAVEL,"<p>En mi ciudad^ hay muchas cosas para hacer. En el centro del ciudad^ hay muchas tipas de restaurantes y museos. Mi favorita es la de la historia de Texas. Tambien hay museos de niños^ donde puedo jugar y aprender. Tres horas de montando en el carro debajo de mi ciudad^ hay playas. Mi favorito parte de mi ciudad es el parque de Mickinney Falls. Es un bósque muy bonita que está cerca del aeropuerto.  Puedes caminar en el bósque o ver los pajarós. <br></p><p>¡Mi ciudad tiene muchas cosas que puedes hacer o ver!</p>",B1,3749464,53,H4797914,"Your favorite Spanish blogger posted the following question to her readers: “People go to all kinds of different places for vacation^ from big cities to tropical beaches. What are some popular vacation destinations for people where you live?|  Write a reply in Spanish on her blog describing popular vacation destinations. Explain where people like to go and what they do there. Give as much information as you can. ",I,1,I5,,3400,,,,Private tutoring,Other,2021-08-03
ANIMALS,"<p>¡Hola^ Gloria!  Deberías conseguir un gato de tú refugio animal local. Yo tengo dos gatos; ¡y^ las amo a las dos mucho! Sus nombres son Gom y Fork^ y ambos son muy diferente en personalidad. Respectivamente^ Gom es muy tímido y energético^ mientras tanto Fork es muy saliente pero perezoso. Gatos pueden ser indecisios y extraños; sin embargo^ los harán te aman siempre. Algunos pueden ser agresivoss o violentos^ o incluso feliz y amable. Ellos fácil para cuidar de. ¡Gloria^ los gatos son asombrosos^ y deberías conseguir uno!  Saludos cordiales^ Aubrey</p>",A2,3749631,41,Z4799365,"Your pen pal wants to get a new pet and has asked for your suggestions.   Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet.  ",I,1,I4,I-MF,3389,,,,Traditional classroom,Foreign Language,2021-08-03
ANIMALS,"<p>!Hola Carla! !Estoy muy feliz que me estas diciendo que quieres una mascota! Aunque nunca me ha tenido una mascota^ tengo unas ideas sobre que te vas a gustar. Pienso que a ti de verdad podrias gustar tener un gato. En el siguiente voy a escribir los cosas buenas y malas de tener un gato.</p><p>LOS BUENOS:<br></p><p>Los gatos estan muy faciles para quedar feliz^ saven a donde ir al bano y no necesitas traer a los gatos para caminar. Los gatos son muy limpios y se pueden amar a ti. Mis amigos tienen gatos y siempre me dicen que los gatos son los mejores mascotas del mundo. Estaba diciendo que tengo muchos amigos que tienen gato y uno de los mejores partes es que todos los gatos tienene un personalidad differente.</p><p>LOS MALOS:</p><p>Los gatos tambien tienen malas partes. Los gatos se pueden ser muy caras y pueden escapar de su casa. Los gatos tambien se pueden tener peleas con otras animales y perder sus ojos. Tambien los lugares en que los gatos van al bano uelle muy mal. Y cada dia necesitas cambiar el lugar a dondo los gatos van al bano.<br></p><p>Eso era todo^ espero que me dices que mascota vas a comprar^ su amigo^ Henry</p>",A1,3749665,39,B4799412,"Your pen pal wants to get a new pet and has asked for your suggestions.   Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet.  ",I,1,I4,I-MF,3400,,,,Other,Unknown,2021-08-03
ANIMALS,"<p>Mi tipo favorito de mascota es un perro. Perros son muy amables y divertido para jugar. Muchos perros son activos y les gusta a caminar. Pero tambien pueden ensuciar^ ruidosos y necesitar entrenamiento. Pero si está dispuesto a esforzarte^ perros pueden ser mascotas muy útiles.</p>",A2,3748152,18,Q4793748,"Your pen pal wants to get a new pet and has asked for your suggestions.   Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet.  ",I,1,I3,I-MM,3400,,,,Traditional classroom,Foreign Language,2021-08-03
ANIMALS,"<p>Debes tener un pero porque son muy bonitos y pueden jugar con tigo mucho. O puedes tener un gato gatos no  juegan mucho pero son bonitos^ yo tengo 3 tortugas  asi que tortugas es un bien option  son lento pero son divertido. pero mi favorito animal es el pero son muy lindos y pueden jugar muho con tigo y si queres puedes adoptar uno.-peter</p>",A1,3749669,28,N4799416,"Your pen pal wants to get a new pet and has asked for your suggestions.   Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet.  ",I,1,I2,I-MF,3389,,,,Other,Unknown,2021-08-03
ANIMALS,"<p>¿Hola^ que tal?<br></p><p><br></p><p>Quieres tener una mascota nueva? Tengo muchas reccomendaciones para ti! Para empezar^ yo reccomiendo un o unos pez/peces para ti! Peces son muy facíles para tener^ y solo necesitas dar ellos comida cada día^ es todo! Por otro lado^ peces son muy abburidos a veces y no puedes jugar con ellos^ solo mirar ellos. También^ yo creo que un gato es un opcion muy bueno para ti. Puedes jugar con gatos^ y ellos son muy lindos. Aunque^ necesitas dar comida cada día también. Pero^ ellos pueden ir al bano solo^ por eso no necesitas enseñar ellos como a ir al bano comos^ por ejemplo los perros. </p><p>En conclusion^ yo reccomiendo que tu tengas un gato porque los advanzadas!</p><p>¡Adios^ hablar contigo pronto!</p>",A2,3749818,56,V4799850,"Your pen pal wants to get a new pet and has asked for your suggestions.   Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet.  ",I,1,I4,I-MF,3400,,,,Traditional classroom,Foreign Language,2021-08-03
CAREERS,"<p>Hola! Es fantastico que tu le gusta escuela y ayudar personas. Tambien^ es muy interestante que tu quieres enseñar español. ¿Quien quieres enseñar? ¿Niños en la escuela^ adultas^ o personas viejas? Yo quiero ser un cantante. Quiero estar en frente de mil personas y cantar muy bien. He estado cantando desde que tenía cuatro años. Mi madre le gusta musica mucho y quiere que yo canto. Entonces^ ella tomó mi a un maestra de cantando y yo empecé cantando musica de carnatico^ un tipo de musica en India. Ahora^ me gusta musica mas que mi madre porque es un gran parte de mi vida. Deseo que canto por mucho tiempo.</p>",B2,3749212,31,V4797179,"Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.  Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can. ",I,1,I5,,3534,,,,Traditional classroom,Foreign Language,2021-08-03
CAREERS,"<p>El trabajo de mis sueños es un médico. Quiero ser un médico porque me gusta para ayudar gente y hablar con gente. Es muy importante a mi para ayudar el gente en mi comunidad^ en mi país^ y en el mundo. En el futuro^ quiero ayduar gente en otros países con menos médicos y enfermeras. Creo que todo del gente en el mundo debe tener acceso a medicina y si ellos no tienen acceso a medicina en las comunidades entonces quiero ayudar. También^ quiero aprender más español para comunicar con gente que hablar español en el países que necesitan ayudar. Me gustan hablar con gente de partes diferentes del mundo. Muchos gentes tienen cuentos interestantes de sus vida^ trabajo^ y familia. Esto es el trabajo de mis sueños porque es divertido^ interesante^ y un reto.</p>",B2,3749204,53,U4797171,"Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.  Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can. ",I,1,I5,,3400,,,,Traditional classroom,Foreign Language,2021-08-03
CITY_TOWN,"<p>Hola Señor^ Mi nombre es Isaiah. En el valle de San Lorenzo hay algunos lugares populares y áreas para ver. Podría ir a Parque Estado Henry Cowell Redwoods^ es un bueno lugar para hacer senderismo o ver algunos árboles muy altos y viejos. O^ usted podría ver el parque del puente cubierto de Felton y vea el puente cubierto más alto del estado y pueda ir de picnic. Tabien en Felton^ hay un tour de canopy donde podría hacer tirolesa. Yo espero que disfrute su estacia.</p>",A2,3748152,18,Q4793748,"A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town.   Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town.  ",N,1,I3,,3400,,,,Traditional classroom,Foreign Language,2021-08-03
COMMUNICATION,"<p>Son muchos presentationes en la esquela pero unos son bien y unos son malos como el do yo en el steam fest fue terrible pero unos veces son bien  el steam fest es donde  personas acen precen tacios  de qual quir cosa. los precentationes son muy divertidos para hacer pero son no diver tidos para  escribir los y tenemos otros presentationes adios.-peter</p>",A1,3749669,28,N4799416,"A new Spanish exchange student is nervous about giving his first oral presentation in class next week. He wants to know about student presentations  in your school.  Write him an email telling him about the different types of presentations students make in class and what they are like.",I,1,I2,I-MM,3389,,,,Other,Unknown,2021-08-03
CITY_TOWN,"<p>!Buenos dias proffesor! !Tengo mucho alegre que esta veniendo de Guadalajara para visitar mi escueala! Voy a dicir a ti unas cosas que puedemos hacer cerca de la escuela. La primera cosa  es ir a la Embajada de los Estados Unidos^ ahi tienen una pisina^ un cancha de baloncesto^ y un cancha de futbol. Despues puedemos ir a Antiguo Cuscatlan^ tienen muchas tiendas viejas y pupuserias. A veces tienen un mercado en el calle tambien. despues peudemos ir a la plaza madera^ ahi tienen muchas restaurantes para comer y se puede comer afuera. El lugar de afuera es muy grande y la comida esta ricisimo. </p><p>Hasta manana^ Henry.</p>",A1,3749665,39,B4799412,"A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town.   Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town.  ",N,1,I4,,3400,,,,Other,Unknown,2021-08-03
CITY_TOWN,"<p>Hola^ profesor de guadalajara:  Mi nombre es Aubrey^ y soy una estudiante de Adlai E. Stevenson escuela secundaria en Licolnshire^ IL. Sin embargo^ vivo en Buffalo Grove^ IL con mi padre. Ya que acabo de moví^ no lo sé mucho acerca de mi ciudad. La ciudad es muy tranquila en comparación con mi pueblo viejo^ Shorewood^ IL. Woodfield centro comercial es un lugar muy divertido; el domingo^ yo fuí con mi padre y compramos un montón de ropa. ¡Yo recomiendo deberias ir alla mientra que usted está en ciudad por tres días!  Sinceramente^ Aubrey</p>",A2,3749631,41,Z4799365,"A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town.   Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town.  ",N,1,I4,,3389,,,,Traditional classroom,Foreign Language,2021-08-03
