Topic,"Response",TestVersion,TestId,TotalTime,UserName,"Prompt",PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam
ART,"<p>a</p>",B2,3653954,25,A4676984,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,Below N4,I-NE,4443,,,,Traditional classroom,First Language,2021-05-20
ART,"<p>ARQUITECTURA </p><p>LA arquitectura la puedo ver en la cuidad  prefiero la arquitectura porque es de hacer planos</p><p>o hacer casa edificios y proyectar estructuras y espacios .Se enfoca ala creacion ;La mejora de </p><p>restaurantes de espacio fisico</p>",B2,3653958,54,H4676988,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I4,I-MF,4435,,,,Traditional classroom,First Language,2021-05-20
ART,"<p>¡Hola clase!</p><p>Me gustan pinturas porque las pinturas son muy díficiles a crear^ y es un proyecto de mucho tiempo y mucho talento. Mi hermana Alivia es una artista muy joven^ porque se tiene once años^ y ella es una artista muy bien para su edad. Yo he vido las creaciones del arte de mi hermana^ y ella es muy excelente en el subjetivo del arte^ especialmente cuándo ella escribe con su mano. Mi hermana le encanta a escribir con su mano^ y ella crea muchos dibujos bonitos de la pintura y con un bolígrofo. No cosa de arte es díficil para ella a crear. Ella encanta usar marcadores^ lapízes^ pinturas^ y todas de las formes de arte. Mi hermana y muchas otras estudiantes en su escuela tienen regalos de sus abilidades de crear arte^ y tú puedes encontrar el arte magnifico de mi hermana y otras estudiantes en la escuela de Foothill en la ciudad de Orem.  Los talentos de los niños jovenes son muy grandes y magnificos^ y el arte de la escuela de mi hermana es muy bonito.</p><p>Un otro lugar dondé tú puedes encontrar arte magnifico en Orem es la biblioteca de Orem. La biblioteca de Orem tiene una pared con mucho arte. La pared de arte está en el sótano de la biblioteca^ y la pintura es muy grande. Es una pintura del mar^ y tiene muchas tortugas y un tiburón gordo en el medio de la pintura. Yo prefiero arte del mar^ desde yo usaba a vivir cerca de la playa. Yo usaba a vivir en Nueva Jersey^ y muy cerca de La Ciudad de Nueva York. La playa fue muy cerca de mi casa en Nueva Jersey^ e yo recuerdo muchas cosas de mi vida en la playa en Nueva Jersey^ y las pinturas y los dibujos del mar y de la playa crean muchos momentos bonitos para mi en mi corazon^ y me encanta a tener sueños del mar cuándo yo veo las pinturas de la playa.</p><p>¡Hasta luego^ clase!</p>",B2,3614449,55,R4632262,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,A,,3928,,,,Traditional classroom,Foreign Language,2021-05-20
ART,"<p>¡Hola estudientes! Bienvenidos a Orem^ esperamos usetedes tiene un tiepmo muy divertido. Yo prefiero photografias mas de pinturas y otras tipos de arte. Pero^ tenemos muchas galerias y cada tipo de arte. </p>",B2,3614469,28,D4632282,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,N4,I-SE,4443,,,,Traditional classroom,Foreign Language,2021-05-20
ART,"<p>La escuela tiene muchas arte. En la puerte de la clase de ciencias^ esta un pintura de la systema solar. En la calle^ esta un pintura muy grande de la mar. Este pintura tiene muchos pez^ y tiene dos tiburons. Es muy bonita. La ciudad tiene mucho arte tambíen. Por ejemplo^ un nuevo pintura es de un grupo de personas. Es un pintura muy bonita^ y es muy grande. Este pintura está entre de Keaders^ y Nike. En el topíco de Nike^ la puerte de Nike tiene un pintura de zapatos. Un hombre que trabajo en Nike hagó este pintura de zapatos. Este hombre es una bueno persona^ y él siempre es felíz. En todo de la ciudad^ prefiero la arte que es 3D. Es fantastico^ y muchos de la arte que es 3D es muy grande. En el fín^ la ciudad es muy fantastico^ y tiene muchas cosas de arte muy bonita. </p>",B2,3614485,29,W4632298,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I4,I-MF,4141,,,,Traditional classroom,Foreign Language,2021-05-20
ART,"<p>En Orem hay muchas actividades que puedes hacer. Unos lugares que puedes encontar arte son en los galarías de arte^ museos^ o tambíen festivales. Utah tiene muchos maneras en donde puedes alocar arte. Los estudiantes en mi escuela tambíen son muy artisticos y creativos. Apenas tuvimos un show de arte y es muy increíble ver lo que ellos estan capables de hacer. Em mi escuela hay varias formas de arte. ¡Tememos pinturas^ dibujos^ canciones^ biles^ instrumentos y mucho mas! En el cuidad tambien pueded concontrar arte en las paredes. Son muy cheveres y puedes tomar unos fotos muy incredibles.  A mi me gusta todo el arte y me gusta ver todo lo bueno que algien pudede creer. Yo tambíen soy artista^ me gusta pintar^ dibujar^ y creer cosas con plastilina. Me gusta hacer pinturas para mis amigos y mi familia^ es una manera en donde yo puedo connectar con ellos y tambien decirlos que los amo mucho. Pero ya ves que hay muchos maneras de encontrar arte y no mas tienes que buscarlo. ¡Y si quieres tratar hacer tu propia arte pudedes encontrar lugares en donde puedes creer lo que tu quieres! Espero que esto te ayude en encontrar arte en Utah.<br> </p>",B2,3614497,51,Q4632310,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,A,,3252,,,,Traditional classroom,Heritage Language,2021-05-20
ART,"<p>Arte en Utah es un muy importante parte de el cutural^ y en una pandémica cómo ahora es más importante^ porque muchas personas necesitas un lúz en su vida.  No es difícil a disfrutes arte porque esta a cada calle si solamente disfrutan.  En Provo^ muchas tiendas tiene árte afuera que puedes tomar una photo.  En Orem High tenemos una clase de arte que muchas estudiantes se encantan.  Cuando su camines lentes en Orem High puedes disfrutir arte en todos los clases.</p>",B2,3614533,11,L4632346,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I4,,4519,,,,Traditional classroom,Foreign Language,2021-05-20
ART,"<p>No se mucho sobre el arte en mi país^ pero creo que una de los mejores artes es Machu Picchu^ una parte inmensa creada por los <i>Incas en una parte de mis paIs llamada Cusco^ esa inmensa parte está llena de montañas gigantes con cesped muy verde^ momias enterradas de algunos incas^ llamas y diferentes cosas interesantes. Casi todo el extranjero va a visitar el lugar^ cual depués quedan facinados. Para visitar el lugar tienes que tomar como dos vuelos^ tren^ y caminar mucho para ver diferentes partes del lugar^ se puede llevar a un guIa pero solo si quieres para que te de más información sobre la historia de los Incas^ Otra cosa importa cual todos lo saben es que Machu Picchu es una de las 7 maravillas en todo el mundo^ es también por eso que mucha gente^ no de allí^ visita el lugar^ una que la mayoria de personas también lo llaman arte^ para que conozcan ese tipo de arte donde podria servir para diferente tipo de cosas para cualquiera.</i></p>",B2,3614545,41,T4632358,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I5,,3947,,,,Traditional classroom,First Language,2021-05-20
ART,"<p>¡Hola estudiantes! Yo se que quieren venir a los Estados Unidos^ y yo pienso que es muy chevre que estan aquí. Nosotros estamos muy feliz que escogieron mi escuela para visitar.</p><p>Tambien^ yo se que ustedes les gustan ver a arte. Es una cosa que mi ciudad tienen mucho de. Nosotros tenemos muchas personas quien estan muy bíen a haciendo arte. Por ejemplo^ en mi escuela^ una chica hizo una mural para P. E. entonces podemos ver cuando estamos ejerciciendo. El mural es de una tigre^ porque nuestro mascota del escuela es una tigre- ¿que excelente^ verdad? ¡Pienso que es una manera muy bien para ver arte en una lugar muy raro. <br></p><p>Sí no les gustan ver arte en una lugar que huelen malo^ jaja^ pueden ir a una museo^ y tenemos muchos en mi ciudad. Es arte muy grande y tienen muchos colores. Yo prefíero ver esta arte porque es muy especial y es una milagro que podemos tenerlo porque es muy viejo. Este arte estaba haciendo problamente dos mil años antes. Es arte como puedes ver en una iglesia. Es el arte más bonita en la ciudad. </p><p>¡Sí tienen preguntas^ espero que no tengan miedo para preguntarme! Yo quiero tener amigos nuevos^ siempre. Y buena suerte en los Estados Unidos y en Orem^ Utah! Espero que este todos que sus quieren lo ser. Voy a trater haciendo mi escuela y mi hogar una lugar que es bueno para ustedes. </p><p>Con amor^ Lexi.  </p>",B2,3614577,51,W4632390,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,A,,4427,,,,Traditional classroom,Foreign Language,2021-05-20
ART,"<p>Holá todos^ este ciudad tiene mucho arte. Hay mucho museos de arte. Uno museo muy beuno es el museo ¨arte de todos¨ este museo es muy beuno porque tiene arte de Micheolangelo^ y Leonardo^ y Rafeal^ y Donatello^ y Splinter. Le arte es muy famouso y bueno. Es possible paga la arte por mucho dinero. Todos de los dollores de la arte es por la ciudad. Perro hay una problem^ es en realidad la arte no es bueno^ es muy malo porque es de tortugas joven y un raton muy viejo. Pero en realidad es muy famoso porque una tortuga dibuja los arte^ no una persona^ una tortuga. ¡Es increible! Me arte favorito es la arte de el raton splinter. La arte de la raton es muy beuno por que no hay una differencía de la dibuja y la vida de yo^ es extrano^ pero es muy bonita. Es neccesario de ve los cosas de arte y este ciudad tiene mucho.</p>",B2,3614589,29,P4632402,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I4,,3911,,,,Traditional classroom,Foreign Language,2021-05-20
ART,"<p>Hola Chico y Chicas</p><p>Aqui vemos arte pos todos lados. En la escuela^ en la ciudad. adentro de las casas de gente.  Hay arte en qualquer lado. Apenas aqui en mi escuela acaban de tener un show de arte en la libreria. Habia fotos^ pinturas^ Estatuas^ Desenios de papel. Aunque tambien musica en un arte. A me me encanta la musica. Antes tocaba el clarinete^ ahora ya no se me acabo el interes. Pero si Me gusta escuchar. Me encanta todo tipo de musica. Jazz^ Reggeton. Rap. Ecepto Country. Eso si no Escucho Banda y Corridos^ pero no country. </p>",B2,3614593,44,X4632406,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I4,I-MF,3911,,,,Traditional classroom,Heritage Language,2021-05-20
CELEBRATIONS,"<p>¡Hola! En los Estados Unidos^ celebramos muchas eventos especiales. Por mi cumpleaños^ usualmente^ tengo una fiesta con mis amigos. Nosotros comemos pastel^ jugar juegos^ mirar peliculas^ y hablar mucho. Tambien^ cantamos |Feliz Cumpleaños|. Luego^ paso tiempo con mi familia y mi perra Mocha. Me encantan mi cumpleaños porque es muy divertido^ y es en la primavera. En la primavera la clima está muy buena.  Por otras eventos especiales^ soy con mi familia. Por navidad mi y mi familia vamos a la casa de mis abuelos. Por el cuatro de Julio^ mi y mi familia vamos a la casa de mis tios. Tambien celebramos muchas otras eventos especiales. ¡A los eventos^ comemos mucho comida!</p>",A1,3645388,43,N4667006,"Your penpal from Guatemala asked you to describe how people usually celebrate their birthdays or other special events where you live.  Write an email to your penpal. Describe in detail how you or your friends usually celebrate birthdays or other special events. Give examples of activities people do on their birthdays or for special events^ who celebrates with them^ and any other information about the event. ",I,1,I4,I-MF,4424,,,,Traditional classroom,Foreign Language,2021-05-20
