Topic,"Response",TestVersion,TestId,TotalTime,UserName,"Prompt",PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam
FAMILY,"<p>Hola^ amiga!</p><p>En mi familiá^ nosotros comemos desayuño juntos. Mi madre y yo cocinamos^ y a veces mi padre cocina. Mi hermano nunca concina^ pero siempre come!</p><p>Mi padre encanta mirar peliculas de Marvel con mi hermano. No me encanta este^ pero miro. Nosotros tambien juegamos con el perro^ Copper. Yo tomo Copper conmigo y mi hermano^ Alex^ caminar a Brecknock Park. Me encanta! Tambien^ Mi madre corre conmigo y el perro. El perro le encanta. <br></p><p>A veces^ mi madre y yo jugamos el fluto y el piano. Mi hermano le gusta eschuchar. </p><p>Adios^</p><p>Madison</p>",B2,3747129,39,L4789029,"Your penpal from Spain wrote you an email. She wants to know more about family life in your country.  Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family. ",I,1,I2,I-MF,3282,,,,Traditional classroom,Foreign Language,2021-07-06
FAMOUS PERSON,"<p>Hola!</p><p>Yo soy invito tu hablar a mi escuela. Soy invito tu porque tu estas un personas de muy importante. En mi escuela^ puedes hablar a maestros y estudiantes de tu libro nuevo. Todos los estudiantes leen tu libro^ y ellos les encanta tu libro! Ellos tambÍen quieren conocer tu^ porque tu escribiste los libros!</p><p>Cuando comenzas^ tu puedes vas a mi escuela. Tu vas al gymnasio^ donde los estudiantes son esperan. Tu hablas de tus libros y escribes tus libros.</p><p>Gracias^ </p>",B2,3747129,39,L4789029,"Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.  Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp;an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	Explain why you are inviting this person to come to your school to present to the students and teachers. 	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.  ",A,1,I2,A-NE,3282,,,,Traditional classroom,Foreign Language,2021-07-06
FAMOUS PERSON,"<p>Buenas Tardes Sr. Benito Juarez^ </p><p>Me dirigo a usted para invitarle a hacer una presentación para los alumnos de mi escuela. Nos encantaríamos si pudiera asistir! </p><p>Mis compañeros de clase y yo estan aprendiendo español^ pero a veces siento que me falta conocimiento sobre Latinoamerica^ la gente y la cultura. Su historia siempre ha sido inspiradora para mi. Empezó desde cero^ un niño indigeno quien llegó a la ciudad de Oaxaca por casualidad. Se me dijo que estaba persiguiendo usted una cabra que se huyó de su granja. Es cierto? Y desde ese momento^ empezó a volar como un cometa hacia su propia versión de exito. Me pongo alegre que exista historias como la de usted^ porque muchos creemos que somos atrapados por nuestros destinos. Sé que muchos de mis compañeros se estan enfrentando barreras que se sienten insuperables^ así que para ellos su historia sin duda sería una fuente de inspiracion.</p><p>Cuando llegue usted^ será un caos en la escuela porque tenemos tantas ganas de verlo. La primera cosa en la agenda será una reunión con nuestro Director^ quien ha esperado la visita de usted por mucho tiempo. Despues^ lo llevarémos para dar una vuelta alrededor de la escuela. Observarémos algunos salones de clase para darle una idea de como funciona todo en nuestra escuela. Pasarémos mas tiempo en las clases de historia e idiomas. Si fuera posible^ pudiera contarles a nuestros estudiantes sobre la lucha contra colonización e oppresión hoy en dia en Mexico? Quiseria darles un nuevo enfoque o perspectiva para sus estudios. Sé que estará demasiado cansado para hacer un discurso^ así que lo dejarémos por la proxima vez. En la noche^ irémos a la casa del Director de nuestro distrito para cenar juntos. </p><p>Espero que todo suene aceptable. Que tenga un excelente día Señor Juarez^ nos vemos pronto!</p><p>Saludos^</p><p>Edmundo<br></p>",B2,3691248,8225,Y4718403,"Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.  Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp;an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	Explain why you are inviting this person to come to your school to present to the students and teachers. 	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.  ",A,1,A,A-MF,3282,,,,Two-way immersion,Heritage Language,2021-07-06
ANIMALS,"<p>óHola amigo^</p><p>Como estas! Creo tú mascota nueva es un perro. Un perro es muy feliz y es bien. Pero tiene muy atentión.</p><p>Chau!</p><p>Rafaela                                                                                                                                                                                                                                                                                                                                                                                                                                    </p>",A1,3747136,27,D4789074,"Your pen pal wants to get a new pet and has asked for your suggestions.   Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet.  ",I,1,N3,I-SE,3400,,,,Private tutoring,Heritage Language,2021-07-06
CAREERS,"<p>Hola^</p><p>Me dio mucho gusto que me dandaras un email y saber que te encanta ayudar a las personas a aprender. Primero que todo Gracias por preguntar! pues yo quisiera ser polisia por que me encanta ayudar a las personas y no me gustan las injusticias.<br></p><p>Atentamente^</p><p> Mariana Garcia. </p>",B2,3746997,34,S4787941,"Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.  Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can. ",I,1,I4,,3768,3400,,,Other,Heritage Language,2021-07-06
CITY_TOWN,"<p>Hola^</p><p>Como estas! En Battery Park es muchos parques^ tú jugar aqui! Es muy cines y supermercados! Nueva York es muy bonitos!</p><p>Chau!</p><p>Rafaela Liebowitz  </p>",A1,3747136,27,D4789074,"A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town.   Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town.  ",N,1,N3,N-MF,3400,,,,Private tutoring,Heritage Language,2021-07-06
COMMUNICATION,"",A1,3747136,27,D4789074,"A new Spanish exchange student is nervous about giving his first oral presentation in class next week. He wants to know about student presentations  in your school.  Write him an email telling him about the different types of presentations students make in class and what they are like.",I,1,N3,I-NE,3400,,,,Private tutoring,Heritage Language,2021-07-06
DIRECTIONS,"<p>Hola^</p><p>Mucho gusto Me llamo Mariana y es un placer saber que te guta leer y que estas interesado/a en pedir prestado unos libros de la bibleoteca. Para pedir prestado un libro primero necesitas escoger libros de tu preferencia^ despues vas con la bibleotecaria y le preguntas si los checa por ti para poder llevarlos a tu casa luego te pedira tu nombre y te dira cuando le tendras que devolver los libros y listo^ asi de facil puedes tener tus libros! espero que aiga sido de ayuda.<br></p><p>Atentamente^</p><p>Mariana Garcia. </p><p><br></p>",B2,3746997,34,S4787941,"You are emailing an exchange student from Costa Rica who is new to your school. This student loves to read and wants to know how to borrow books from a library.  Write an email in which you explain how to check out books from a library. Be as specific as you can and include details and instructions that will help the new exchange student check out books and use the library. ",I,1,I4,,3768,3400,,,Other,Heritage Language,2021-07-06
EDUCATION,"<p>Una manera de educasion es con un maestro particular que va a tu casa y te enseña lo que una escuela normal te enseñaria^ otra manera de tener una educasion es ir a una escuela en linea^ escuelas en linea son como cualquier otra escuela pero con unas diferencias como no estar frente a frente con tus compañeros y maestros. Por ultimo es education precencial que es estar en una escula normal o privada es más combeniente por que aprendes con mejor facilidad.<br></p><p>Depués de que los estudiantes se graduen de la escuela preparatoria normalmente van a el colegio/universidad y hacer una maestria o carrera en algo que les guste hacer pero no todos escogen ese camino^ otros prefieren trabajar y comensar sus vidas.</p>",B2,3746997,34,S4787941,"The students in your partner school in Madrid want to learn more about students and education in your community.  In two well-developed^ organized paragraphs^ write an email in which you address the following:   	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live. 	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.  ",A,1,I4,A-SE,3768,3400,,,Other,Heritage Language,2021-07-06
FAMILY,"<p>Hola^</p><p>Como estas! You estoy muy bien! Yo vivo en Nueva York. Yo tengo una mama^ un papa^ y dos perros. Mi mamá's nombre es Carla y mi papá's es Steve o Steven. Mi mamá tienen pelo largo y es muy bonito. Mi papá tienen un poqito barba. Mi perros se llaman Luna y Sol. Luna es amarillo y Sol es amarillo y negro. Mi mamá es 45 años y mi papá es 43. </p><p>Chau!</p><p>Rafaela Liebowitz</p>",A1,3747136,27,D4789074,"An exchange student from Buenos Aires is going to be staying with your family for two weeks over the summer. He wants to know more about your family and your home.  Write a letter to the exchange student. Tell him about your family members and where you live. Give your family members’ names and ages^ and write a short description of them. Be sure to use an appropriate greeting and closing in your letter. ",N,1,N3,N-MF,3400,,,,Private tutoring,Heritage Language,2021-07-06
LANGUAGE ARTS,"<p>Un libro que e leido resientemente un libro que me intereso mucho y se llama delirio es sobre que el amor es una enfermedad y de una muchacha que perdio a su mamá por una cirugia que se le tienen que hacer a todos para no sentir amor. Una cosa que no me esperava es que ella no se sintio triste cuando murio su mamá. </p><p> Una cosa que me gusto del libro es que en cada capitulo tenia un poema relasionado a el capitulo^ algo que podia ser mejor es explicar como fue su vida antes de que su mamá fallesiera. Este libro es una lectura facil de comprender y te hace entender las emocines de los personajes.   </p>",B2,3746997,34,S4787941,"You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.  Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:   	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected. 	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.  ",A,1,I4,A-SE,3768,3400,,,Other,Heritage Language,2021-07-06
POP_CULTURE,"<p>El parque es un lugar muy comun de que vallan con amigos y familia^ el lugar más popular para estar con amigos es el centro comersial. En lo personal yo e visitado estos lugares con amigos y es divertido^ una vez  fui a el parque con mis amigas Natalie y Nicole^ cuando lle gamos al parque primero nos quedamos platicando en una banca^ despues fuimos a una tienda y compramos un juego de mesa^ tambien compramos votanas y agua^ despues de tiempo fuimos a un restaurante y comimos comida mexicana  y por ultimo nos regresamos a nuestras casas.</p>",B2,3746997,34,S4787941,"A group of exchange students from Mexico is coming to your school. They want to understand the trends that are currently popular in your school.  Write a blog post in Spanish about what is popular in your school and community. In two well-developed^ organized paragraphs^ be sure to address the following topics:   	Describe the current clothing trends in your school community. Write about what is popular for students to wear both in and outside of school. 	Many communities have places where young people like to get together. Think of a place like this in your community. Tell a story about a time when you or someone you know spent time there and describe everything that happened from beginning to end.  ",A,1,I4,A-SE,3768,3400,,,Other,Heritage Language,2021-07-06
TRAVEL,"<p>Unas maneras de viajar son viajar por aire (por avion) o ir por tierra (Carro o autobus). Una cosa positiva de viajar por medida aeria es que es una manera rapida de llegar a tu destino y por atobus o carro te tomaria mas tiempo y es cansado .</p>",B2,3746997,34,S4787941,"For your Spanish class^ you are preparing a short report on travel.  Your teacher asks you to write about the following topic below for your report.   Going on vacation is so much fun^ but getting there isn’t always easy.  Describe some different ways you can get to a vacation destination.  Then^ describe what is positive or negative about each way to travel. ",I,1,I4,,3768,3400,,,Other,Heritage Language,2021-07-06
WEATHER,"<p>Hola^</p><p>Mi gusta calor tiempo. Y tú? Mi gusta Verano porque yo jugar en la playa. Mi gusta Primavera porque es my bonito! En Verano yo jugar con mis amigas en el parque y mi encanta la picina! En Primavera yo hablar con mis amigas y practicar desportes.</p><p>Chau!</p><p>Rafaela Liebowitz </p>",A1,3747136,27,D4789074,"In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.  Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.",N,1,N3,N-MF,3400,,,,Private tutoring,Heritage Language,2021-07-06
CAREERS,"<p>Hola^</p><p>Me dio mucho gusto que me dandaras un email y saber que te encanta ayudar a las personas a aprender. Primero que todo Gracias por preguntar! pues yo quisiera ser polisia por que me encanta ayudar a las personas y no me gustan las injusticias.<br></p><p>Atentamente^</p><p> Mariana Garcia. </p>",B2,3746997,34,S4787941,"Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.  Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can. ",I,2,I4,,3768,3400,,,Other,Heritage Language,2021-07-06
DIRECTIONS,"<p>Hola^</p><p>Mucho gusto Me llamo Mariana y es un placer saber que te guta leer y que estas interesado/a en pedir prestado unos libros de la bibleoteca. Para pedir prestado un libro primero necesitas escoger libros de tu preferencia^ despues vas con la bibleotecaria y le preguntas si los checa por ti para poder llevarlos a tu casa luego te pedira tu nombre y te dira cuando le tendras que devolver los libros y listo^ asi de facil puedes tener tus libros! espero que aiga sido de ayuda.<br></p><p>Atentamente^</p><p>Mariana Garcia. </p><p><br></p>",B2,3746997,34,S4787941,"You are emailing an exchange student from Costa Rica who is new to your school. This student loves to read and wants to know how to borrow books from a library.  Write an email in which you explain how to check out books from a library. Be as specific as you can and include details and instructions that will help the new exchange student check out books and use the library. ",I,2,I4,,3768,3400,,,Other,Heritage Language,2021-07-06
