Topic,"Response",TestVersion,TestId,TotalTime,UserName,"Prompt",PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam
ART,"",B2,3642938,1,W4664478,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,Below N4,I-NE,3354,,,,Heritage learner,Heritage Language,2021-05-22
ART,"<p>Aqui en minnesota donde vivo yo no se osi hay muchos lugares donde tienen arte porque a mi casi no me gusta el arte. Pero aqui yo pienso que hay mucho^ puede ver mucho arte en las esquelas^ afuero^ y tambien pienso que tienen museos alredor la cuidad. Hay algunas personas que piensan que la naturaleza es arte y aqui hay muchos parques y lagos bonitos^ y tambien hay muchos arboles tambien.</p>",B2,3642946,37,A4664486,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I4,,4294,,,,Heritage learner,Heritage Language,2021-05-22
ART,"<p>Querido clase:</p><p>Es muy importante hablamos el arte en Park City y en el escuela. En Park City es muy importante tu notros comunidad tiene arte. En Park City tenemos arte estudio y muchas arte clases. A las escuela tenemos pintar clases^ dibujar clases^ arte 1 y 2^ y mucho mas. Una tradicion en Parkc ity es Kimbal Arte Festival. Personsas compre boletos^ compre arte^ hace arte^ ecuche musica y mucho mas. En Park City tiene muchas cultural objecots en el centro para Park City o en Main Street. </p><p>Para tu estudiantes para Madrid^ ¿que arte usted tiene?</p><p>Que tengas un buen dia!</p><p>Park City clase.</p>",B2,3389379,58,Y4389184,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I1,I-MM,3282,,,,Traditional classroom,Foreign Language,2021-05-22
ART,"<p>En Park City hay muchos arte en la ciudad a mi me gusta ver sculptas^ pinturas y los películas. En Park City tiene una festival de peliculas que es Sundance. Sundance es muy popular y muchos personas van a Park CIty para el festival y tiene mucho diferente tipos de películas. A mi me gusta sundance mucho porque me gusta películas  es muy divertido. Tambien Park city tiene museos de arte los museos tiene muhos pinturas y sculptas. Hay una museo que tengo muchos pinturas pero los pintuas es muy historica para Park City es muy divertido para ver los pinturas. En Park City hay una plaza que tengo muchos tiendas de arte y los museos tengo mucho bonita cosas me gusta pinturas porque hay muchos diferente pinturas y es muy trenquilo para mi. Tambien en la plaza tengo tiendas que tiene muchas sculpats y los sculptas son muy emocionado para yo y mis amigos le gusta sculptas tambien.</p>",B2,3389343,64,U4389149,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I3,I-SE,3970,143,,,Traditional classroom,Foreign Language,2021-05-22
ART,"<p>Arte es explicar en de varias maneras. Por ejemblo en cantar o sculptoros. Arte es muy bonita en mucha varias. Arte en mi city es en el montanas y en buildings y en comidas. Mi favorito varias con arte es en montanas porqúe es diferencias en todas partes. Es bonita cada vez que lo veo. Es montanas nunca cambian pero siempre se ven difirentes. Arte es bonita</p>",B2,3389331,56,G4389137,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I4,,4249,,,,Traditional classroom,Foreign Language,2021-05-22
COMMUNITY_SERVICE,"<p>Los estudiantes de ESA es en community service. Ellos es participacion en muchas areas de Lafayette. Ellos preperar comida para los persones con no muchas dinero y donate mucho dinero para ellos. Los estuidantes provide las casas para los persones y materiales con regular vivo. </p>",A2,3450132,10,S4453947,"Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.  Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can. ",I,1,N3,I-MM,4548,143,,,Traditional classroom,Foreign Language,2021-05-22
ART,"<p>Hay muchas tipos de arte en Park City. Es arquitectura^ pintura^ fotografía^ bailar^ la arte de comida^ y más. Decir la arte de arquitectura en muchos lugares^ especialmente en Main St^ porque un lugar es joven nada. La arte tiene mucho calor y apasionado. Es un mercado de arte llamando Park Silly Market^ cuando muchas personas tiene muchos tipos de arte. Probablamente^ Main St tiene un grande porción de arte porque muchas personas visitar. Mi tipo de arte favorito es fotografía o bailar^ porque yo bailar para mucho años^ y fotografía es divertido y importante para mí. Arte es muy importante para cultura^ y diferente en lugares incluye Park City y Madrid^ pero los tipos es bonito. </p>",B2,3389351,64,T4389157,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I1,I-MM,3543,,,,Traditional classroom,Foreign Language,2021-05-22
ART,"<p>Para me prefiere arte bonito como flores tambien prefiero arte sobre cultura. Arte que representa cultura puede mostrar las cosas bonitas y importantes de aquí. En mi opinion pienso que deben ser in los edificios grandes porque in este manera pueden ver los del carro.</p>",B2,3642954,27,U4664494,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I4,I-MF,4201,,,,Heritage learner,Heritage Language,2021-05-22
ART,"<p>Yo ver el arte en mi esceula en la clase de arte. La clase tiene papel de muchos colores^ boligrafos^ lapiz. Mi favorita arte es pinta de agua por que muy bonita y dificil. </p>",B2,3595049,40,U4611597,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,N4,I-SE,460,4519,,,Traditional classroom,Foreign Language,2021-05-22
ART,"<p>En la cuidad Chillicothe^ la Pump House tiene muchas arte. Me gusta todos la arte. Mi favorito typo de arte es arte con un boligrafo. Me gusta arte con un boligrafo porque tiene dos calors tipicalimente negro y blanco.  Me gusta la detail. Los lineas son muy limpiado. Me gusta arte con pinta tambien porque los calors son muy bonito. ¿Prefieres arte con un boligrafo o con pinta?</p>",B2,3595061,18,T4611609,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I4,,4192,,,,Traditional classroom,Foreign Language,2021-05-22
ART,"<p>Hay es artes en el parques^ en el museo de artes y en el todos casas.</p>",B2,3595121,32,M4611669,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,N4,I-SE,4294,,,,Traditional classroom,Foreign Language,2021-05-22
ART,"<p>Hola las personas de Madrid</p><p>En mí communidad^ tenemos un museo de arte se llama^ el Figge. En este museo^ hay muchos typos de arte^ como las pinturas^ las esculpturas^ y mucho más. Está muy interesante y pienso que les gustan. Las pinturas interestarme mucho^ y tambien me gusta hacerlo. El Figge no cuesta mucho a visitar^ y se debe un tiempo muy divertado. Traer sus amigos^ se querería el museo. </p>",B2,3596926,28,D4613540,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I2,I-MF,460,,,,Traditional classroom,Foreign Language,2021-05-22
ART,"<p>Hola estudiantes! ¿Qué te gusta el arte? </p><p>Me gusta el arte por que es el muy diferante. Mi yo preferío lo por que el muy bonita para mi. Mi favorito arte es blanco y negro picturas de casas de mi amigas. El arte es blanco y negro o mucho colores. En mi ciudad el arte es on el pienso en las casas y en cuadernos de estudiantes. En mi escuela arte es en la cafetería y bibiloteca y en oficina de prpofesores y baños. Tambien ellas ropas hacen el arte. Tambien el arte hacer son mucho locaciones y hacen son una pictura de pantalones o montoñas en el invierno. </p>",B2,3596942,18659,H4613556,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,N4,I-SE,4564,,,,Traditional classroom,Foreign Language,2021-05-22
ART,"<p>     No sé mucho a ti el arte de davenport pero sé que es un grande parte de la historía aquí. Uno lugar que puede mirar arte es a la museo de arte figgie. La museo de arte figgie tiene las pinturas^ las sculpturas^ y muchas más. El arte aquí tiene muchos colores como rojo^ rosada^ amarillo^ morada^ café^ azúl^ ecetera. Mi tipo arte favorito es las pinturas porque enseñan si la pintura es contesto^ triste^ enojado^ comicá^ o otras sentimientós. También me encanta pintar porque es muy relajando y no tengo usar los lapices o los bolígrafos. En mi segundaria^ la clase de arte aprende como dibujar^ pintar^ y construir structuras de arcilla. La muestra es la mejor a pintarando. Otras lugares puede mirar arte son en unos restaurantes como café 392 o café de Tommy. Los artistos locales venden sus arte para dinero a las restaurantes y tierras. Tenemos programadores de arte como academia de creativo artes o jovén artisto de el año dónde puede enseñar tu arte a el mundo y las personas en la ciudad. El academia de creativo artes empeza en seis grado. De allí^ estudiantes pueden construir su skills de arte y empieza un profession como un artiso. </p>",B2,3596958,11506,X4613572,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I4,,4456,,,,Traditional classroom,Foreign Language,2021-05-22
ART,"<p>En Davenport^ tenemos muchos artes^ tener un museo se llama |Figge| en la cuerda. Davenport tienen muchos universidades para estuidar artes. Prefiero arte de mis amigos porque es muy interesante para ver. ¡El arte es muy fenominal!</p>",B2,3596966,27,H4613580,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I4,I-MF,4138,,,,Traditional classroom,Foreign Language,2021-05-22
ART,"<p>Hola estudiantes de Madrid. Mucho gusto tenerlos en la cuidad!</p><p>En mi escuela el arte es muy popular. Tenemos unas cuantas classas de arte y tambien tenemos museos de arte. Los museos de arte estan en el centro de la cuidad. En el centro tambien hoy muchas paredes pintadas. A mi me gusta tomarme fotos ahi. Es muy artistico. Tambien tenemos postiado el arte de los estudiantes en la cafeteria para que otros estudiantes miren la obra de los artistas en nuestra escuala.<br></p><p>Porfavor pregunteme si tiene algunas preguntas. Me encantaria ayudaslos!</p>",B2,3597224,27,Q4613902,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I5,,3354,,,,Traditional classroom,First Language,2021-05-22
ART,"<p>¡Bienvenidos a todos!<br></p><p><br></p><p>¡Estimados a estudiantes nuevos! En este pueblo hay mucho lugares donde se puede ver muchas formas de arte. Se puede ver arte en la escuela despúes de cinco en la noche en cada lunes. En la escuela hay arte de otros estudiantes de pasados años. Tambíen hay proyectos de la clase de arte^ club de arte^ grupos del clase de arte^ proyectos de los maestros o arte de tiempos importantes en historía. Tambien hay arte de los estudieantes sin no en la clase de arte^ para divertido. No hay un museo ahora pero lo fuí un museo. Sin embargo el pueblo está haciendo un museo nuevo para el publíco.  En este museo haberá mucha formas de arte de professionales o tambíen pronto ser artistas. Me gusta la arte en la escuala del tiempos importantes^ más especificamente el tiempo de los un mil novacientos como los eventes famosos. Los eventes in historía de los un mil novacientos es más importante a nos historíá en el mundo y el tiempo cuando haya mucho technología advantages fuieron dessarrollar.</p><p><br></p><p><br></p>",B2,3603437,27,W4620541,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I4,,3964,,,,Traditional classroom,Foreign Language,2021-05-22
ART,"<p>En mi Pueblo^ no hay mucho arte^ pero hay un poco en la Escuela mayor de Bedford. TambÍen^ hay arte en mi casa y el biblioteca de Bedford. Me gusta el arte moderna porque es muy interesante. Siguiente^ me gusta arte con muchos colores porque es muy bonito. Me gusta arte mucho porque hay un leccÍon encima de el arte.</p>",B2,3669917,37,L4695050,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I3,I-MF,3958,,,,Traditional classroom,Foreign Language,2021-05-22
COMMUNITY_SERVICE,"<p>Los estudiantes trabajan mucho para ayudar. Son limpian la rivera. Ellos limpian mucho basura. Tambien^ los estudiantes da comida a las personas que no tiene una casa. Los estudiantes limpian basura en la escuela. Trabajan en los cocinas de sopa. Ellos trabajan mucho. </p>",A2,3673265,43,K4698638,"Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.  Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can. ",I,1,I4,I-MF,4138,,,,Traditional classroom,Unknown,2021-05-22
ART,"<p>En mi ciudad^ no hay mucho arte público. Es un pueblo viejo^ y muchas de las personas que viven aquí son viejos también. Algunos veces^ yo veo el grafiti de los trenes en el norte de la ciudad. En la calle Main^ hay un tienda se llama Jupiter Studios. Todas las noches^ la tienda tiene música en viva y muchas veces^ ellos muestran el arte de los estudiantes de la universidad local. Hay artistas muy talentosas^ pero la tienda usualmente no está lleno de gente. En mis escuela secundaria^ tiene muchas clases de arte^ como el fotografía^ el cerámico^ y pintar y dibujar. Mi amiga Carmen tuvo todas las clases que existe^ y quiere ir a una escuela de arte y ser una artista de los periódicos. Los dibujos de estudiantes siempre están en las clases^ y los maestros les gustan el arte. Si va a la escuela primaria^ hay arte de chalk en las calles cerca de la escuela también.</p>",B2,3671090,37,Q4696298,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I4,,4566,,,,Traditional classroom,Foreign Language,2021-05-22
ART,"<p>En mi escuela todos puede ver la arte en la clase de arte o el café donde hay las artes mejores. Me encanta arte classico^ Picasso o Angelo.</p>",B2,3669250,22,G4694109,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,Below N4,I-NE,2278,,,,One-way immersion,Foreign Language,2021-05-22
ART,"<p>El 12 de Mayo^ 2021</p><p>¡Hola! En la escuela de Tucker^ hay dos locacíones donde se puede encontrar el arte. El primer es el |Senior Wall|. Este es en el medio de la escuela^ y aquí es donde los estudiantes de las clases del Arte 4 pueden dibujar su proyecto final. Hay muchas pinturas aquí^ como |Harry Potter| y^ mís favoritos^ las pinturas oríginales. En los originales^ hay mucho colores vivos como amarillo^ azul^ y rojo. Cada año^ los estudiantes hacen muy buen trabajo^ y yo creo que ellos deben tener un cien para su trabajo.<br></p><p>Una otra locacion es en las paredes cercan de los cafeterías^ donde los estudiantes de Arte 3 tenían sus dibujas pequeños. Estos son muy buenas dibujos^ pero prefiero las pinturas grande en |senior wall|.</p>",B2,3669246,53,Y4694105,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I5,,3354,,,,One-way immersion,Foreign Language,2021-05-22
COMMUNITY_SERVICE,"<p>Hola^</p><p>Muy Personas pick up La old tarea y garbage. Some Personas trabaja e fast food resturantes.</p><p><br></p><p>-Alex</p>",A2,3673177,19,E4698535,"Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.  Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can. ",I,1,N3,I-NE,460,,,,Traditional classroom,Unknown,2021-05-22
COMMUNITY_SERVICE,"",A2,3673173,25,G4698531,"Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.  Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can. ",I,1,N4,I-NE,3891,,,,Traditional classroom,Unknown,2021-05-22
ART,"<p>¡Bienvenidos todos a Richmond!</p><p>En este lugar^ tenemos muchos cosas para hacer y ver. En este anuncio^ quiero explicar un poco sobre el arte en nuestro ciudad. Tenemos muchos esculturas y pinturas y murales alrededor de la ciudad. Especialmente en lugares como downtown y Belle Isle. Tenemos unos museos también como la VMFA o^ en inglés^ Virginia Museum of Fine Arts. En algunos lugares como el fan^ hay mucho murales ilegales y legales y es una lugar en que algunos personas hacen arte para expresar sus emociones y cosas que se gustan y no se gustan. Algunos de estos están allí sin permiso de personas en los edificios pero no hay mucho problema todavía. También hay la cosa más famosa de Richmond y es el arte ilegal de la movimento de BLM. Hay estatuas en que hay escrito o dibujos contra la policía. Este es un problema pero también es muy bonita. Este fue una revolución en que las personas quieren hacer algo sobre las malas cosas de la policía.  En total^ Richmond tenemos muchas cosas de arte que alguien pueden ver. Están alrededor de todo.</p><p>¡Hasta la proxima!<br></p>",B2,3669248,56,B4694107,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I4,,3354,,,,One-way immersion,Foreign Language,2021-05-22
ART,"<p>La cosa que me gusta mas sobre Richmond es la arte. Tambien me encanta arte de todas formas. Entonces no importa donde miro^ puedo ver arte en todos. A veces yo manejo a traves de la ciudad^ me gusta ver las luces de los edificios durante el noche^ o ver el James River durante una dia soleada. Prefiero arte de la naturaleza porque es una experiencia que usa los sensos. Puedo ver la naturaleza^ oler los flores^ tocar la tierra. Si me gusta las pinturas de naturaleza tambien^ pero no son mejor que la cosa real.</p>",B2,3669236,41,W4694095,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,I4,I-MF,4192,,,,One-way immersion,Foreign Language,2021-05-22
ART,"<p>En nuestra ciudad se puede ver muchos diferentes tipos de arte en parts como el museo de artes o hasta veses en paredes en partes de la ciudad. La arte esta por todo lado solo hay que abrir los ojos y darse cuenta de que tan bonito es el arte. A mi me gusta la arte clasica como la Monalesa porque es simple pero tambien tiene mucha historia detras de la pintura. </p>",B2,3669238,44,Z4694097,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,A,,3964,,,,One-way immersion,Heritage Language,2021-05-22
ART,"<p>Yo vivo en un pueblo llamado detroit . En mi pueblo hay varios museos de arte pero hay uno en especial que me llama mucho la atencion porque en este se pueden apreciar varias obras de pablo picaso entre otros artistas famos .El tipo de arte que mas me atrae es el astracto debido a su peculiar forma y a que con este tipo de arte cada persona puede ver significados y perspectibas diferentes .</p><p><br></p>",B2,3525745,58,K4533682,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.  Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can. ",I,1,Below N4,,3444,,,,Traditional classroom,First Language,2021-05-22
