Topic,"Response",TestVersion,TestId,TotalTime,UserName,"Prompt",PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam
CITY_TOWN,"<p>!Hola profesor! !Vivo en St. Louis!Aqui hay algunos lugares que puede visitar en St. Louis. EL Arco^ da un paseo para ver la ciudad desde loalto del Arco. Puedes ir al Museo de la ciudad^ tiene caracteristicas asombrosas como cuevas que puedes explorar y toboganes que recorren todo el lugar. Estos son solo algunos  de los lugares^ !tambien esta la Casa de las Mariposasy el Jardin Botanico!</p><p>Atentamente^</p><p>Vinu Jayapradhaban</p>",A2,3749220,45,M4797187,"A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town.   Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town.  ",N,1,I3,,4294,,,,Traditional classroom,Foreign Language,2021-08-02
CITY_TOWN,"<p>Hola profesor^ ¿Cómo está? Hay muchas actividades en Chicago. Una actividad popular para hacer es ver un partido de fútbol americano. Eres poder ir al cine y ver al película. También puedes ir a levantar pesas al gimnasio. Estas son actividades interesantes en Chicago. Hasta pronto profesor.</p>",A2,3749634,40,P4799368,"A teacher from Guadalajara will be visiting your school. He will be in town for only 3 days. He wants to visit interesting places in your town.   Write an email to the teacher^ including appropriate greeting and closing to your message. Provide information about things to do in different^ popular places in your town.  ",N,1,I1,,3400,,,,Traditional classroom,Foreign Language,2021-08-02
COMMUNICATION,"<p>Hola. Hay diferentes presentaciones en mi clase. Yo Escribió un artículo^ |About me|. El artículo fue sobre mí. Mi amigo hace una película sobre salud. Me gusta ver un película porque es muy interesante. También Una estudiante habla sobre clima. La presentación oral fue útil. Adios^ Buena suerte para tu presentación.</p>",A2,3749634,40,P4799368,"A new Spanish exchange student is nervous about giving his first oral presentation in class next week. He wants to know about student presentations  in your school.  Write him an email telling him about the different types of presentations students make in class and what they are like.",I,1,I1,I-MM,3400,,,,Traditional classroom,Foreign Language,2021-08-02
COMMUNICATION,"<p>Hola^<br></p><p>Las presentaciones en clase se realizan de diferentes formas. Puedes hacer un postery presentarlo usandolo^ comoleer lo que es en el poster pero parafrasearlo para que tu presentacion sea mas corta. Tambein puede hacer una presentacion de diapositivas de Google para organizar su presentacion^ !lo que facilita hablar frente a una gran audiencia! !Buena suerte^ espero que te vaya bein!</p><p>Atentamente^</p><p>Vinu Jayapradhaban</p><p>P.S.- This message has nothing to do with the test- My laptop doesn't have a Spanish keyboard so I wasn't able to accent or do anything to my writing.</p>",A2,3749220,45,M4797187,"A new Spanish exchange student is nervous about giving his first oral presentation in class next week. He wants to know about student presentations  in your school.  Write him an email telling him about the different types of presentations students make in class and what they are like.",I,1,I3,I-MF,4294,,,,Traditional classroom,Foreign Language,2021-08-02
COMMUNICATION,"<p>Hola^</p><p>En mis clases los estudiantes tienen que hablar infrente de la clase de cosas diferentes. A veces los estudiantes hablan de las problemas en el mundo.</p><p><br></p>",A2,3749646,29,A4799380,"A new Spanish exchange student is nervous about giving his first oral presentation in class next week. He wants to know about student presentations  in your school.  Write him an email telling him about the different types of presentations students make in class and what they are like.",I,1,I1,I-MM,3947,,,,Traditional classroom,Foreign Language,2021-08-02
FAMILY,"<p>Hola^</p><p>Mi familia y yo vivimos en un apartmento. Yo tengo dos hermanos y una hermana. Un hermano tiene cuarto años y el otro tiene doce años. Mis hermanos se llaman Valentino y Jayden. Mi hermana se llama McKenna. Ella tiene seis años. Todos mis hermanos tienen ojos cafes y son morenos. </p><p>Sinceramente^</p><p>Marisa Rodriguez</p>",A2,3749646,29,A4799380,"An exchange student from Buenos Aires is going to be staying with your family for two weeks over the summer. He wants to know more about your family and your home.  Write a letter to the exchange student. Tell him about your family members and where you live. Give your family members’ names and ages^ and write a short description of them. Be sure to use an appropriate greeting and closing in your letter. ",N,1,I1,,3947,,,,Traditional classroom,Foreign Language,2021-08-02
FAMILY,"<p>!Hola^ me llamo Vinu! !Escuche que eras estudiante de intercambio! Dejame contarte algo sobre mi. Soy un estudiante de noveno grado^ tengo un hermano pequeno y mi familia vive en una casa enorme. El nombre de mi papa es Jayapradhaban^ es muy valiente e inteligente. Mi papa es de estatura media y tiene barba. El nombre de mi mama es Kala^ es optimista y amable. Ella es tambien de estatura media y tiene el pelo fino y rizado. Mis dos padres son ingenieros de software. Mi hermano es un estudiante de quinto grado y es mut inteligente. Es bajo pero poderoso y fuerte. !Esta es mi familia! Espero verlo pront^ !todos lo hacemos!</p><p>Atentamente^</p><p>Vinu Jayapradhaban</p>",A2,3749220,45,M4797187,"An exchange student from Buenos Aires is going to be staying with your family for two weeks over the summer. He wants to know more about your family and your home.  Write a letter to the exchange student. Tell him about your family members and where you live. Give your family members’ names and ages^ and write a short description of them. Be sure to use an appropriate greeting and closing in your letter. ",N,1,I3,,4294,,,,Traditional classroom,Foreign Language,2021-08-02
FAMILY,"Hola soy Aarav Gupta. Me gusta practicar deportes. Yo vivo en Chicago. En el invierno hace frío pero en verano hace calor. Mi familia es grande. Mi mamá se llama Nidhi. Ella tiene cuarenta y cinco años. Ella es baja. Mi mamá siempre me ayuda. Mi papá se llama Pavi. Él tiene cuarenta y siete años. Él es inteligente. También tengo dos hermanos^ Omav y Smayan. Omav tiene tres años y Smayan tiene dieciocho años. Omav está gracioso pero él es un bebe. Smayan es un chico atlético. Hasta luego!",A2,3749634,40,P4799368,"An exchange student from Buenos Aires is going to be staying with your family for two weeks over the summer. He wants to know more about your family and your home.  Write a letter to the exchange student. Tell him about your family members and where you live. Give your family members’ names and ages^ and write a short description of them. Be sure to use an appropriate greeting and closing in your letter. ",N,1,I1,,3400,,,,Traditional classroom,Foreign Language,2021-08-02
POP_CULTURE,"<p>Buenas tardes^ nadar es popular aquí. Todos nadan en la piscina cada día. Ellos jugar en la piscina. A veces ellos jugar al fútbol americano en la piscina. Nadar es popular porque es muy divertida. Chao.</p>",A2,3749634,40,P4799368,"Your pen pal from Barcelona wrote you a letter and describes the toy^ |Fidget Spinner^| that is very popular in her school at the moment. It is very distracting^ but everyone loves it. She asked you to tell her about something that is very popular in your school or community right now.  Write an email in Spanish to your pen pal and describe something that is very popular in your school or community at the moment. Describe it with as much detail as you can and explain why you think it is so popular. ",I,1,I1,I-MM,3400,,,,Traditional classroom,Foreign Language,2021-08-02
POP_CULTURE,"<p>Hola^</p><p>En este momento^ la tendencia en mi escuela es pop-its. Son juguetes inquietos como un hilandero inquieto. Vienen en diferentes formas^ tamanos y colores. Creo que los pop-its son populares porque es divertido jugar con ellos y son exelentes para aliviar el estres.</p><p>Atentamente^</p><p>Vinu Jayapradhaban</p>",A2,3749220,45,M4797187,"Your pen pal from Barcelona wrote you a letter and describes the toy^ |Fidget Spinner^| that is very popular in her school at the moment. It is very distracting^ but everyone loves it. She asked you to tell her about something that is very popular in your school or community right now.  Write an email in Spanish to your pen pal and describe something that is very popular in your school or community at the moment. Describe it with as much detail as you can and explain why you think it is so popular. ",I,1,I3,I-MF,4294,,,,Traditional classroom,Foreign Language,2021-08-02
POP_CULTURE,"<p>Hola Penpal^</p><p>Mis amigos y yo nos gusta escuchar a la musica. Usamos nuestros telefonos para escuchar musica.</p>",A2,3749646,29,A4799380,"Your pen pal from Barcelona wrote you a letter and describes the toy^ |Fidget Spinner^| that is very popular in her school at the moment. It is very distracting^ but everyone loves it. She asked you to tell her about something that is very popular in your school or community right now.  Write an email in Spanish to your pen pal and describe something that is very popular in your school or community at the moment. Describe it with as much detail as you can and explain why you think it is so popular. ",I,1,I1,I-SE,3947,,,,Traditional classroom,Foreign Language,2021-08-02
WEATHER,"<p>Hola^</p><p>A mi me gusta el invierno. El invierno es mi favorito porque a mi me encanta el nieve. Me gusta jugar afuera con mis hermanos en el nieve.</p><p>Sinceralamente^ </p><p>Marisa Rodriguez</p>",A2,3749646,29,A4799380,"In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.  Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.",N,1,I1,,3947,,,,Traditional classroom,Foreign Language,2021-08-02
WEATHER,"<p>Me Gusta mas el otono porque mi cumpleanos esen otono. Me gusta salir y estar de pie en el clima calido y ventoso. !Tambien me encanta lo colorido que es en otono! Celebraria mi cumpleanos y accion de gracias en esta temporado. !Mis vecinos me pagan para rastrillar hojas en su cesped y patios traseros durante las vacaciones de Accion de Gracias! Amo el otono porque es la estacion mas bonita.</p><p>Atentamente^ </p><p>Vinu Jayapradhaban</p>",A2,3749220,45,M4797187,"In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.  Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.",N,1,I3,,4294,,,,Traditional classroom,Foreign Language,2021-08-02
WEATHER,"<p>Buenos días. Mi clima favorito es nublado. No me gusta la lluvia. Me gusta jugar al fútbol americano con mis amigos. También me gusta la primavera. Voy a correr al parque. </p>",A2,3749634,40,P4799368,"In her last email^ your pen pal wrote about the weather where she lives and what she likes to do in the different seasons.  Reply to her email and tell her about your favorite weather or seasons.  Make sure to describe the activities you like to do during that kind of weather or season.",N,1,I1,,3400,,,,Traditional classroom,Foreign Language,2021-08-02
