,Topic,Response,TestVersion,TestId,TotalTime,UserName,Prompt,PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage,DateOfExam,MachineScore
59,CLUBS,<p>Querido director^</p><p>Yo se que nuestra escuela tiene muchos clubes^ pero los alumnos (incluindo yo) quieren un nuevo clube^ el clube de neurociencias. Muchos alumnos estan interesados en seguir medicina en el futuro^ y neurociencia es mucho mas do que puedas piensar. Tienes nervos en todo tu cuerpo y se estudias neurociencias^ estas estudiando medicina en geral.</p><p>El clube ayudaria los estudiantes a conocer personas a que les gustan lo mismo que a elles y los ayudaria a estudiar algo interesante que puede ser importante en su futuro. Los membros del clube harian projetos muy interesantes sobre el corpo humano^ harian posters para por por la escuela y irían a competiciones nacionales.<br></p><p>Sinceramente^</p><p>Ana Sofia</p>,B2,3667552,44,A4692249,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,I4,A-MM,4456,4341.0,,,Traditional classroom,Foreign Language,2021-05-29,2-A-SE
60,CLUBS,<p>Hola Director^ </p><p>¿Como estás? Estoy escribo porque un pocos estudiantes y yo quiero empiezar un club. Este club es un club de servicio communidad. Un parece actividades quieramos hacer están limpío la basura en locaciones publico^ cantar a niños muy enferma^ y orginamos colleciones de comida para personas sin casas.  Quieramos hacer este club porque quieramos hacer una differencia en nuestro communidad. </p><p>Este club está va ayudar no solo las personas en necesitan^ pero va ayudar los estudiantes tener abilidades por la futuro. Una comunidad fuerte es un producto de este club. Los proyectos queieramos hacer están colleciones de comida^ pasar tiempo con hijos de escuela elementaria^ y colleciones de basura. Todo de estes actividades son muy bien practicar por servicio de comunidad^ cual es un abilidad muy útil.  Mis compañeros puedan aprender mucho sobre la comunidad tambien. </p>,B2,3667568,56,H4692265,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,I5,A-SE,3961,,,,Traditional classroom,Foreign Language,2021-05-29,2-A-SE
61,CLUBS,<p>Hola principal^ </p><p>Los estudiantes de la escuela quieren formar un club de Ingles. Quieremos formar este club para ayudar estudiantes que tienen dificultades en sus clases de Ingles. Este club es una buena idea porque puedes ayudar estudiantes a aprender mas informacion sobre la idoma Ingles. Ingles es muy importante para buscando un trabajo despues de la escuela. La club puedes crear actividades como canciones de Ingles para ensenar Ingles. </p><p><br></p><p>!Gracias Principal!</p><p>-Victoria Grasso</p>,B2,3670993,17,A4696153,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,I4,A-SE,4192,,,,Traditional Classroom,Foreign Language,2021-05-29,2-A-SE
62,CLUBS,<p>Hola^</p><p>Como estas? Los estudiantes quiero crear una club de tennis. Los estudiantes te gusta tennis mucho y</p>,B2,3670977,11,Y4696137,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,Below N4,A-NE,3895,,,,Traditional Classroom,Foreign Language,2021-05-29,3-A-NE
63,CLUBS,<p>Hola! Las estudientes quiero el club. El club es muy bien. </p>,B2,3670969,19,U4696129,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.  Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	 	Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why. 	 	 	Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students. 	  ,A,1,N4,A-NE,2278,,,,Traditional Classroom,Foreign Language,2021-05-29,3-A-NE
119,FAMOUS PERSON,<p>Una persona famosa es doctor sues^ el ase libros que a muchas personas le gustan como los ase los libros. Esta persona es importante porque a mi me gustavan sues libros quando yo tienia 9 años^</p>,B1,3525621,13,T4533458,Your Spanish class has a blog on which you and your classmates post about different topics. Your teacher has asked you to write a post about a famous person from the past that you admire or find interesting.  Think of a famous person from the past. Write two well-developed and organized paragraphs in which you:   	Describe the famous person. Who was the famous person^ and how did this person become famous? 	Explain why you admire or find this person interesting. What can you learn from this famous person?  ,A,1,I3,A-NE,4443,,,,Heritage learner,Heritage Language,2021-05-29,3-A-NE
123,FAMOUS PERSON,<p>idk</p>,B1,3525617,18,X4533454,Your Spanish class has a blog on which you and your classmates post about different topics. Your teacher has asked you to write a post about a famous person from the past that you admire or find interesting.  Think of a famous person from the past. Write two well-developed and organized paragraphs in which you:   	Describe the famous person. Who was the famous person^ and how did this person become famous? 	Explain why you admire or find this person interesting. What can you learn from this famous person?  ,A,1,Below N4,A-NE,4174,,,,Heritage learner,Heritage Language,2021-05-29,3-A-NE
124,FAMOUS PERSON,<p>¡Hola! <br></p><p>Mí llama es Savannah^ yo soy muy interesante en tu trabaja. Mí escula y yo pensa tu vaya a la escula a habla con mí y mí clases. Mí escula pensa tu trabaja necissita habla en mí clases. La escula es muy bien en escucha y pensa tu son muy bien. </p><p>Cuando tu llega^ tu habla a la clases. Despues^ coma con mí y mí clases. Tu habla con mí padres cuando llegan. La día es muy bien y yo soy muy excito a introduca tu. Yo piensa es a muy bien idea. </p><p>¡Gracias por tu tiempo!</p>,B2,3694803,23,Y4722425,Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.  Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp;an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	Explain why you are inviting this person to come to your school to present to the students and teachers. 	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.  ,A,1,I1,A-NE,2278,3282.0,,,Traditional classroom,Foreign Language,2021-05-29,2-A-SE
125,FAMOUS PERSON,<p>Hola^ Buenos dias!</p><p>Tienen una bien dia? Yo curioso possiblemente tú va a mi escuela porque yo quiero a represente mi favorita famousa persona. por ejemplo^ un cosas tú hablar en español con mi^ la estudiantes y maestros tambien. </p>,B2,3694795,41,F4722417,Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.  Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp;an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	Explain why you are inviting this person to come to your school to present to the students and teachers. 	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.  ,A,1,I4,A-SE,4294,,,,Traditional classroom,Foreign Language,2021-05-29,3-A-NE
129,FAMOUS PERSON,<p>Hola Shakira^ </p><p>Me llamo Alaina Taylor y yo vivo en Lincoln Illinois. Yo tengo 17 años. Mí escuela se llama LCHS y la necesita una programa de música muy bien. La programa que tiene no tiene mucho estudiantes y no tiene mucho dinero o passion. Yo estoy escribiendo a Ud. porque yo quiero Ud. a presentar a mí escuela por la programa de música. La escuela  necesita a ver que música es muy importante to las vidas de los estudiantes y música necesita mas ayuda. Yo creo que Ud. es una persona muy talentosa y Ud. tiene un impacto en el todo el mundo porque Ud. ayuda los estudiantes en otras países. Ud. esta una persona muy sympática y Ud. ayuda todas las personas.</p><p>Si Ud. quiera a ayudar la programa de música Ud. necesite unas cosas. Ud. necesita toque la guitarra y cantar por los profesores en la escuela porque ellos necesiten escuchar a la música que los estudiantes puedan toquen. Ádemas^ Ud. pueda hablar como la música es muy importante a los estudiantes y por que los estudiantes necesitan la programa de música. Ojalá que Ud. trabaje con los estudiantes para cantar muy bien y practique música a lost estuidantes que no tienen música en sus vidas. Por fin^ Ud. puede cantar en el centro de Lincoln porque las personas puedan escuchar a la música y quieran dar dinero a la programa. Por favor^ hable con los profesores para ayuda la programa por nosotros. </p><p>Ojalá que yo escuche de Ud.^</p><p>Alaina Taylor</p>,B2,3694791,91,N4722413,Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.  Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp;an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	Explain why you are inviting this person to come to your school to present to the students and teachers. 	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.  ,A,1,I5,A-SE,3895,,,,Traditional classroom,Foreign Language,2021-05-29,2-A-SE
130,FAMOUS PERSON,<p>Hola Yadier Molina^</p><p>Me llamo es Alba y voy a escuela a LCHS en Lincoln^ Illinois. Mi deporte favorita es sofíbol pero mi deporte favorita ver es beíbol especialmente los Cardinals. Yo quiero tú viajas nos escuela por qué los estudiantes aqúi encantan viendo tú juegas beísbol. Además^ nos equipo de beísbol está bueno pero yo penso ellos podián apprender unos cosas de tú.</p><p>Cuando tú viajas^ hay muchos cosas hacer aqúi. Por ejemplo^ tú puedes caminar en el parque o comer comida de Guzzardos. Guzzardo es la restarante mejor en nos pueblo. Tengan pizza^ bistec^ pollo^ pasta^ y ensalads. Es una restaraunte italinano. Hay muchos pueblos aleredor Lincoln como Springfield^ Bloomington o Decatur. Hay muchas cosa hacer en esos pueblo también. En Springfield hay Knights Action Park. Es un lugar de juegos^ agua y divertida.</p><p>Gracias por tú tiempo^</p><p>Alba </p>,B2,3694783,26,C4722405,Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.  Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp;an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	Explain why you are inviting this person to come to your school to present to the students and teachers. 	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.  ,A,1,I4,A-SE,3400,,,,Traditional classroom,Foreign Language,2021-05-29,2-A-SE
131,FAMOUS PERSON,<p>Hola George Lopez^</p><p>Me gusta tú mucho. Tú super gracioso. Yo recuerdo levante a 3 en la manaña y mirando el George Lopez Show. Es un evento muchos de mis amigo tienen tambien. Cada persona aquí saben tú. Porque cada persona aquí sabe tú^ es un buen opurtunidad por tú hablar con los estudiantes en LCHS. </p><p>Cuando tú son aquí^ tú hablas en un pequeñó clases empezar el día. Luego^ tú hablas en fronte de el escuela en el gimnasio. Hay muchas estudiantes aquí. Los estudiantes preguntian preguntas de tú vida y el George Lopez Show. Despues^ tú iba un partido de basquetból porque es el deporte mas popular en Lincoln. Muchas personas miran tú y el escuela tenia muchos ojos en ellos. </p><p>Gracias^ Konnor S. </p>,B2,3694775,30,W4722397,Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.  Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp;an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	Explain why you are inviting this person to come to your school to present to the students and teachers. 	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.  ,A,1,I2,A-NE,3252,,,,Traditional classroom,Foreign Language,2021-05-29,2-A-SE
132,FAMOUS PERSON,<p>Hola Frida!</p><p>Me llamo Murphy y quiero tu visitar mí escuela porque estas un persona muy influencíal. Aprendemos sobre tu en la clase de español y tu arte. Quiero tu a presentar a mi clase que es como ser un español-hablando persona que es muy famosa y influencíal.</p><p>Cuando vengas a mí escuela^ podemos exploramos la escuela antes de tu presentas a mi clase. Despues de escuela^ podemos exploramos mi ciudad y vemos mi partes favorito sobre mi ciudad de Lincoln. Mi hermana pueda cocina su cena favorita para tu que es muy delicioso y puedes hables con mi familía.</p><p>Gracias^ Murphy</p>,B2,3694763,53,H4722385,Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.  Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp;an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:   	Explain why you are inviting this person to come to your school to present to the students and teachers. 	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.  ,A,1,I4,A-SE,3961,,,,Traditional classroom,Foreign Language,2021-05-29,2-A-SE
