64,EDUCATION,<p>¡Hola amigos! Espero que estén bien.<br></p><p>Hay muchs tipos de escuelas y opciones educativas disponibles en mi comunidad. Las opciones más utilizadas son las escuelas tradicional como las públicas^ las escuelas autónomas o las escuelas religiosas. Las escuelas públicas generalmente abarcan a la mayoría de la población estudiantil. El lado positivo de ir auna escuela pública es que es completemente gratis enviar a un niño allí. Sin embargo^ las escuelas públicas tienden a tener  falta de financiamiento por el govierno. Por lo tanto^ hay escasez de programas^ clubes^ profesores. Las escuelas autonóma generalmente tienen una población estudiantil más baja^ por lo que los estudiantes tienen más el aprendizaje individual con sus maestros. Por otro lado^ algunas escuelas autónomas pueden ser más dificiles para los estudiantes con la cantidad de trabajo que se les asigna. Finalmente^ la educación religiosa es una forma en que los estudiantes pueden aprender todo mientras se involucran en su fe y creencias. Sin embargo^ algunos estudiantes que son enviados a estas escuelas pueden ser enviados a la fuerza por sus padres cuando en realidad no tienen creencias tan fuertes en la religión que se les enseñada por los padres.</p><p> Los caminos más comunes que una persona puede tomar después de la escuela secundaria es la universidad^ la escuela técnica o el ejército. La universidad es la ruta más común y es donde cualquiera puede obtener un título y trabajar después de graduarse. La escuela de técnica es un lugar donde puede capacitarse para ser parte de una variedad de profesiones^ como electricista^ mecánico^ gerente de construcción y mucho mas. Mi hermana mayor fue a la universidad después de graduarse. Ahora siguere sus pasos y haré lo mismo una vez que me gradúe de la escuela secundaria. </p>,B2,3743138,47,D4778183,The students in your partner school in Madrid want to learn more about students and education in your community.  In two well-developed^ organized paragraphs^ write an email in which you address the following:   	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live. 	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.  ,A,1,A,A-MF,4428,,,,Traditional classroom,Foreign Language,2021-06-13,1-A-M+
65,EDUCATION,<p>En mi comunidad^ estudiantes tienen la oportunidad de ir a la escuela en persona o virtual. Virtual seria por la computadora^ tableta^ o telefono y en persona seria dentro del edificio escolar con los maetros. Lo mejor de esto es que tu puedes hacer la decision con tus padres y escoger la mejor opcion para ti. Por ejemplo^ si estas enfermo o tienes preocupaciones que te puede enfermar^ te quedas en casa. Lo negativo de tomar clases virtualmente es que se daria dificil hacer amistades sobre computadora porque no vas a poder tener interacciones físicas.</p><p><br></p><p>Usualmente^ muchos de los estudiantes que se graduaron de la escuela secundaria van y asisten a la universidad. Ellos estudian la carrera que le gustaria hacer. Hay diferentes titulaciones dependiendo de los años que estudies. Por ejemplo^ una persona que quieres ser doctora tienen que completar 8 años o mas de la escuela pero una persona que quiera hacer carrera de asistente dentista tiene la opcion de estudiar por dos años. Pero no todos los estudiantes van a la universidad. Hoy en dia hay diferentes trabajos que no necesitan titulare Puede crear su propia plataforma para las redes sociales^ puede convertirse en un influencer de comida^ ropa^ etc.. y tambien puede publicar tu música para que otros la escuchen.</p>,B2,3743289,34,Q4778745,The students in your partner school in Madrid want to learn more about students and education in your community.  In two well-developed^ organized paragraphs^ write an email in which you address the following:   	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live. 	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.  ,A,1,I5,A-MM,3947,,,,Traditional classroom,Heritage Language,2021-06-13,1-A-M+
68,EDUCATION,<p>Querido amigo de madrid^</p><p>Hola me llamo Ana Bazan y quiero hablar contigo sobre cómo están las escuelas aquí en New York. Para empezar hay dos tipos de escuelas que son escuelas públicas y privadas. Las escuelas públicas cuentan con el apoyo de fondos públicos y educan a todos los niños sin cargo. También las escuelas públicas tienen más actividades escolares para que los niños participen. El proceso de solicitud para entrar a una escuela pública no es largo y no hay muchos requisitos de graduación. Lo negativo de las escuelas públicas es que aveses no ofresen la mejor educasion para un niños. Por otra parte^ las escuelas privadas no reciben fondos del gobierno y encambio^ se finacian a través de la matrícula. Las escuelas privadas tienen un proceso de solicitud que puede incluir solicitudes^ evaluación academica y entrevistas. Escuelas privadas tienen mas variedad en classes que puedes tomar y menos requisitos para graduarte. Lo negativo de las escuelas privadas es que la matrícula puede ser cara y puede ver menos actividades para los niños.</p><p>Una ves que los estudiantes se gradúan de la preparatoria^ la mayoría van a la universidad mientras que otros se ponen a trabajar. Los estudiantes que escojen ir a la universidad normalmente escojen entre dos tipos de unversidades^ Universidades de dos años y de cuatro años. Las universidades de dos años solo ofresen la educacion necesaria para recivir un titulo de asociado. Las universidades de cuatro año ofresen la educacion necesaria para recivir una licenciatura. Tengo un amigo que no va ir a la universidad pero que trabajará. El no tenía suficiente dinero para pagar la universidad así que decidió ir a una escula técnicas para sacar su licencia en construcción. Espero que esto te halla ayudado y espero escuchar de tí pronto.</p><p>Saludos^</p><p>Ana Bazan </p>,B2,3743103,311,J4778133,The students in your partner school in Madrid want to learn more about students and education in your community.  In two well-developed^ organized paragraphs^ write an email in which you address the following:   	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live. 	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.  ,A,1,A,A-MM,3543,,,,Bilingual education,Foreign Language,2021-06-13,1-A-M+
69,EDUCATION,<p>Hola^ <br></p><p>En mi comunidad tenemos diferente tipos de educacion. Tenemos educacion para todo lo que le gustaria^ como la escuela para los pequenos^ la universidad y la escuela para cualquiera de sus intereses. Lo bueno de los diferente tipos de educacion es que pudes ganarte la vida. Algunas dessventajas pueden ser que puede resultar caro ir a determinadas escuelas. </p><p>Despues de la escuela secundaria^ la mayoria de los ninos haran una o dos cosas. Lo primero sera asistir a la una universidad.  Algunas personas no pueden paragr la universidad^ por lo que trabajaran para ayudar a sus familias. Ya casi termino con la escuela secundaria^ asi que asistire a la universidad. Quiero convertirme en maestra y la universidad es mi mejor opcion. </p><p>Con amor^ </p><p>Yessenia </p>,B2,3743124,67,U4778159,The students in your partner school in Madrid want to learn more about students and education in your community.  In two well-developed^ organized paragraphs^ write an email in which you address the following:   	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live. 	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.  ,A,1,A,A-MF,4281,,,,Traditional classroom,Foreign Language,2021-06-13,2-A-SE
70,EDUCATION,<p>Este comunidad ofrece sumamente importante opciones de educacion que puede ayudarte desaroller en una manera educacional. Tiene escuelas que enfoca a musica^ arte^ religion^ deportes^ o educacion. Es importante para rodearte con principales que piensas mas importante y que quieres lograr en escuela. Personalmente prefiero voy a una escuela que inculca academica exigence pero si tienes fortalecer con una deporte debes ir a una escuela que enfoca con deportes. En total es importante para vas a la escuela con el mejor educacion pero con este no tiene gran oportunidades para ganas logros con deportes. Una otra opcion de escuela es publico o privativo. Ambos opciones tienen negativos o positivos. Con privativo no tienes un largo ambiente de escuela pero los docente pueden enfoca mucho a los estudiante. En una escuela publico expones a el mundo real y hacer falta menos dinero para voy a este tipo de escuela. En total este comunidad tiene muchas diferentes opciones que ofrece diferente aspectos. </p><p>Despues de escuela estudiantes tipicalmente van a una universidad^ toma una ano sin educacion^ o van a una trabajo que no necesita educacion de una universidad. Sobre total muchas jovenes van a una universidad. Poco estudiantes van afuera del ciudad pero aveces van tras universidad a la casa de sus padres. Durante universidad muchas jovenes tienen trabajo para pagan por la educacion. Recomiendo que vaya a una bueno universidad que enfoca en el exacto magisterio de que vas a hacer en el futuro. No necesito conoces exactamente quieres hacer cuando saldras a universidad porque tendras dos anos antes de necesitar tener este decision. En total^ son muchas diferente direciones para vas despues de escuela.</p>,B2,3741427,56,L4775937,The students in your partner school in Madrid want to learn more about students and education in your community.  In two well-developed^ organized paragraphs^ write an email in which you address the following:   	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live. 	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.  ,A,1,I4,A-SE,3534,,,,Traditional classroom,Foreign Language,2021-06-13,1-A-M+
75,LANGUAGE ARTS,,B2,3732739,38,V4763654,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.  Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:   	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected. 	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.  ,A,1,I4,A-NE,3768,,,,Traditional classroom,Heritage Language,2021-06-13,3-A-NE
76,LANGUAGE ARTS,<p>Este libro es llama |Dos Copas| y es mi libro favorito para muchas razones. Este libro describe dos diferente vidas de hombre y no viven en el mismo tiempo. El hombre del pasado tenido por una mujer a una avion pero obtenido problemas de salud y el mismo problemas que hombre del futuro tiene. El libro enfoca con hombre del futuro. Este hombre va a una universidad y este enamorado con una mujer y pasan todo lo tiempo conjunots. El no podra vivir por mucho tiepo porque tiene problemas de su copa. El libro describe el futuro de este hombre y pienso que todo de la vida de este hombre este real pero este una illusion y el he muerto. El otra hombre sobrevivir el enfermidad del futuro hombre. El libro dame una comparacion de dos vidas que son muy diferente pero los hombre tienen problemas similar de una causa de este enfermidad.</p><p>Me gusta el cambio en direccion de este libro o como compare como una enfermidad causar similar situaciones por hombre que viven en tienpos diferentes. Este libro dame una magisterio grande hay que tiene mas importancia o amor por una persona antes de son muerto porque los miembros de familia y el amor de este hombre tienen gravemente emociones cuando el muerto con este enfermidad. Tiene excusas cuando personas que nosotros amor son muerto y es importante para comprende que necesitar querer tiempo cuando ellos son viviendo. </p>,B2,3741427,56,L4775937,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.  Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:   	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected. 	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.  ,A,1,I4,A-SE,3534,,,,Traditional classroom,Foreign Language,2021-06-13,1-A-M+
77,LANGUAGE ARTS,<p>Harry crecio con su tia la hermana de su mama porque sus padres habian muerto por una persona mala que se llama Voldemort. En el once cumpleanos de Harry el recibe una carta invitandolo a estudiar magia en el colegio Hogwarts. Harry descubre que no solo es un mago pero sino que tambien es famoso. El tiene dos mejores amoigos Ron y Hermione. </p><p>Realmente disfrute este libro porque esta muy escrito. Cuando lees el libro^ te hace sentir como si tambien estuvieras en el libro. Lo unico que cambiaria serian mas paginas del libro porque es un libro increible. </p>,B2,3743124,67,U4778159,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.  Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:   	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected. 	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.  ,A,1,A,A-MM,4281,,,,Traditional classroom,Foreign Language,2021-06-13,2-A-SE
78,LANGUAGE ARTS,<p>Hola me llamo Ana Bazan y les quiero contar sobre un libro que me encanto^ The Hunger Games. The Hunger Games fue escrito por Suzanne Collines. Este libro se trata de un mundo donde hay 12 distritos^ quienes son controlados por la capital de Panem. Estos 12 distritos son obligados a seleccionar un niño y una niña^ llamados Tributos para competir en un evento televisado a nivel nacional llamado los Hunger Games. Los tributos luchan a muerte^ hasta que sólo quede uno. La protagonista Katniss Everdeen vive en el ditrito 12 con su mamá y hermana Primrose Everdeen. Ella es una cazadora experta con arco y flecha. Cuando llego el momento de elegir a los tributos del distrito 12 su hermana^ Primrose es elejida. Sin embargo^ Katniss no quiere que su hermana muera en los juegos decide ser voluntaria para ocupar su lugar. Luego es eligió el segundo tributo^ quen fue Peeta Mellark. Ellos deven trabajar juntos para sobrevivir y ganar los juegos. </p><p>Este es uno de mis libros favoritos por todo el drama y acción que tiene. Las acciones descritas en el libro son tan detalladas que te hace sentir como si estuvieras ahí con los personajes. Por ejemplo^ cuando empiezan los juegos^ la autora describe los sentimientos de Katnis^ la forma en que su corazón estaba parpitando^ lo asustada que todos los otros tributos estaban. Lo unico que cambiariá es lo inutil que fue Peeta. No me gusto lo poco que hiso Peeta y cómo Katniss tuvo que salvarlo la mayor parte del tiempo.</p>,B2,3743103,311,J4778133,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.  Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:   	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected. 	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.  ,A,1,A,A-MF,3543,,,,Bilingual education,Foreign Language,2021-06-13,1-A-M+
79,LANGUAGE ARTS,<p>El libro mas reciente que leí fue |Frankenstein| y fue mi libro favorito debido a la trama de la historia. La criatura fue rechazada y odiada^ lo que lo convertió en un monstruo malo que todos despreciaban. En el libro muchas gente murieron y al final el creador del monstruo nunca reclamó ni quiso su creación. Una de las cosas más inesperadas que hizo un personaje principal en el libro fue tratar de esconderse del monstruo para evitar todo contacto con él. Frankenstein fue un libro divertido^ interesante y tuvo un mensaje fuerte.</p><p>Me gustaron los diferentes personajes en la historia y la diferentes personalidades. Específicamente me gustó esto porque podemos ver cómo reacciona cada personaje a una situación y su respuesta. Puedo elegir lados y comparar comportamientos entres los personajes. No encontré nada en el libro que necesitara ser areglado porque lo disfruté mucho.</p>,B2,3743289,34,Q4778745,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.  Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:   	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected. 	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.  ,A,1,I5,A-MM,3947,,,,Traditional classroom,Heritage Language,2021-06-13,2-A-SE
80,LANGUAGE ARTS,<p>Según el libro^ |Frankenstein| de Mary Shelley^ se trata de un personaje llamado Victor que le cuenta su intrigante historia a su amigo Walton después de que lo encontraron herido  en medio de la nada. Victor le cuenta a Walton sobre el largo viaje que tuvo después de crear una criatura. Esta criatura era un ser que destruyó la vida de Victor. Algo que encontré interesante o inesperado fue cuando la criatura mató a un niño; este niño era el hermano pequeño de Victor. Al principio^ la criatura hace que los lectores se sientan mal por él y por todo lo que pasó y afirmó ser una buena persona. Por lo tanto^ cuando matóa un niño^ fue muy inesperado. Victor tampoco era inocente^ ya que su propio compartamiento narcisista causó su perdición a lo largo de toda la historia. </p><p>Me gustó que el libro estuviera lleno de lenguaje avanzando^ porque realmente me permitió pensar y descrubir lo que cada personaje está tratando de decir. También me gusta que una persona pueda leer el libro muchas veces y siempre encuentre algo nuevo; esto es lo que hace del libro una obra de arte. Creo que el libro podría haber sido mejor para darle a la criatura algún tipo de felicidad. Esto se debe a que^ aunque la criatura cometió algunos actos horribles^ todavía merece la felicidad. Sin embargo^ vivió y murió sola y triste. </p>,B2,3743138,47,D4778183,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.  Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:   	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected. 	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.  ,A,1,A,A-MF,4428,,,,Traditional classroom,Foreign Language,2021-06-13,1-A-M+
81,LANGUAGE ARTS,<p>Un libro que he leído recientemente se llama Sus Ojos Miraban a Dios. Me gustó mucho este libro porque tenía muchas temas. Este libro trata de una mujer afro americana que pasa por tres matrimonios muy diferentes y a través de cada uno de ellos aprende un poco mas sobre sí misma. Este libro tiene lugar a principios del siglo XX y es muy inspirador. </p><p>Me gustó este libro porque cada uno de los personajes era interesante a su manera. Nunca hubo un momento aburrido. Una cosa que no me gustó fue el lenguaje poque hace que sea difícil de leer^ pero tiene sentido debido a la época. Este libro también puede ser visto como una glorificación de la vida de los afro americans durante este tiempo^ pero eso depende de su propio juicio.</p>,B2,3743301,23,D4778769,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.  Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:   	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected. 	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.  ,A,1,I5,A-MM,3768,,,,Traditional classroom,Foreign Language,2021-06-13,2-A-SE
88,POP_CULTURE,,B2,3732739,38,V4763654,A group of exchange students from Mexico is coming to your school. They want to understand the trends that are currently popular in your school.  Write a blog post in Spanish about what is popular in your school and community. In two well-developed^ organized paragraphs^ be sure to address the following topics:   	Describe the current clothing trends in your school community. Write about what is popular for students to wear both in and outside of school. 	Many communities have places where young people like to get together. Think of a place like this in your community. Tell a story about a time when you or someone you know spent time there and describe everything that happened from beginning to end.  ,A,1,I4,A-NE,3768,,,,Traditional classroom,Heritage Language,2021-06-13,3-A-NE
91,POP_CULTURE,<p>Las ropas que son considera popular cambiar todo lo tiempo pero ahora jovenes son preperando por el verano. Ahora ninos lleva ropa del pasado especificalmente del decada de 90's. Por el verano personas lleva ropa con mas color y suele lleva cortos todo lo tiempo. Adentro escuela ninos lleva ropa que son mas apropriado como no cortos o corto vestidos porque no es parte del reglas de escuela. Afuera de escuela ninos pueden expresivo mas del estilo personal. Jovenes ganan diferente perspectivo de estilo tras redes sociales y ganan diferente ideas que quieren lleva. En total el ambiente o tempuratura es una afecto que jovenes lleva o vestirse. Jovenes veian llevar que es mas apropriado por diferente ocaciones.</p><p>Todos los jovenes de mi comunidad van a el zona de deportes. Suele jovenes hacen deportes como futbol^ balenscesto^ o corriendo. Ademas ellos pueden se fortalecer a el gimnasio. Cada dia voy a el zona de deportes para hacia ejercicios. Este manana^ con mi amiga^ ire a el gimnasio y hace un exigente ejercicio. Corrio por veinte minutos y hace ejercicios con una bicicleta por treinte minutos. Cada semana levanto pesos y no tenia problemas pero este tiempo caido un peso a mi pie y fui a la hospital. Depues dar se cuenta es importante para tiene cuidado con ejercicio y que pena no puedo ir el gimnasio por mucho tiempo.</p>,B2,3741427,56,L4775937,A group of exchange students from Mexico is coming to your school. They want to understand the trends that are currently popular in your school.  Write a blog post in Spanish about what is popular in your school and community. In two well-developed^ organized paragraphs^ be sure to address the following topics:   	Describe the current clothing trends in your school community. Write about what is popular for students to wear both in and outside of school. 	Many communities have places where young people like to get together. Think of a place like this in your community. Tell a story about a time when you or someone you know spent time there and describe everything that happened from beginning to end.  ,A,1,I4,A-NE,3534,,,,Traditional classroom,Foreign Language,2021-06-13,1-A-M+
94,POP_CULTURE,<p>Hola amigos me llamo Ana Bazan. Hoy les quiero contar sobre las cosas populares en mi escuela. Desde que llego el verano las chicas y chicos andan con pantalones cortos y con una camiseta sin mangas. Si hace un poco de frío^ llevan un suéter grande. También llevan unos zapatos blancos con plataforma. Los chicos andan con una camisa blanca^ pantalones deportivos y tenis. Los dos usan colores claros^ como rojo^ blanco^ y azul para vestierse. <br></p><p>Después de mis clases me encanta ir a la cancha de fútbol cercas de mi escuela con mis amigos. Recuerdo essa vez mis amigos y yo jugamos fútbol contra esta otra escuela. Fue el ultimo dia de la escuela y mis cinco amigos y yo queríamos pasar tiempo jugando fútbol juntos. Entonces^ unos chicos de otra escuela se acercaron a nosotros y nos retaron. Los íbamos a ignorar^ pero luego decidimos aceptar porque podría ser divertido. Tuvo que ser el partido mas divertido que he jugado. Todos se chocaban entre sí y seguían pateando la pelota por todas partes^ exepto el gol. La parte mas chistosa fue cuando mi amigo pateó la pelota^ golpeó el poste y rebotó hasta que le goleó justo en su cara. Todos se calleron al piso riéndose. </p><p><br></p>,B2,3743103,311,J4778133,A group of exchange students from Mexico is coming to your school. They want to understand the trends that are currently popular in your school.  Write a blog post in Spanish about what is popular in your school and community. In two well-developed^ organized paragraphs^ be sure to address the following topics:   	Describe the current clothing trends in your school community. Write about what is popular for students to wear both in and outside of school. 	Many communities have places where young people like to get together. Think of a place like this in your community. Tell a story about a time when you or someone you know spent time there and describe everything that happened from beginning to end.  ,A,1,A,A-MF,3543,,,,Bilingual education,Foreign Language,2021-06-13,2-A-SE
95,POP_CULTURE,<p>En mi escuela la ropa es algo que defina a una persona. Lo que te pongas no importa mientras seas tu. Si quieres ponerte un atuendo tipico para una chica usarian una camisa corta y pantalones rotos. Los chicos usarian una camiseta y pantalones con las ultimas Jordan. La gente piensa que necesitas parecer caro para que tenten de cierta manera. La realidad no es cierto. Vistase como le gustaria ves</p><p> A los jovenes adolescentes les gusta pasar el rato en cualquier lugar. A los adolescentes les gusta pasar el rato en el parque porque es divertido y tambien gratis. Cuando termino con mi trabajo escolar^ salgo con amigos al parque. Nos sentabamos a jugar y hablabamos de la vida. </p>,B2,3743124,67,U4778159,A group of exchange students from Mexico is coming to your school. They want to understand the trends that are currently popular in your school.  Write a blog post in Spanish about what is popular in your school and community. In two well-developed^ organized paragraphs^ be sure to address the following topics:   	Describe the current clothing trends in your school community. Write about what is popular for students to wear both in and outside of school. 	Many communities have places where young people like to get together. Think of a place like this in your community. Tell a story about a time when you or someone you know spent time there and describe everything that happened from beginning to end.  ,A,1,A,A-MM,4281,,,,Traditional classroom,Foreign Language,2021-06-13,2-A-SE
96,POP_CULTURE,<p>Siempre hay nuevas tendencias que los niños deben seguir. Aquí la gente lleva la misma ropa dentro y fuera de la escuela. Hoy en día a todo el mundo le gusta llevar ropa de gran tamaño. La ropa de los años 2000 también se está poniendo de moda. En cuanto al zapatos^ a todos les gusta llevar las marcas Nike o Doc Martins. Una cosa que tambien esta de moda es teñirse el pelo de todo los colores.</p><p>A todos los jóvenes de aquí les gusta pasar el rato en el centro comercial o en la ciudad. Una vez fui al centro comercial por la tarde con mis amigos de la escuela. Fuimos a todas las tiendas y compramos un montón de ropa. Después almorzamos en Chipotle y nos fuimos a casa en tren. </p>,B2,3743301,23,D4778769,A group of exchange students from Mexico is coming to your school. They want to understand the trends that are currently popular in your school.  Write a blog post in Spanish about what is popular in your school and community. In two well-developed^ organized paragraphs^ be sure to address the following topics:   	Describe the current clothing trends in your school community. Write about what is popular for students to wear both in and outside of school. 	Many communities have places where young people like to get together. Think of a place like this in your community. Tell a story about a time when you or someone you know spent time there and describe everything that happened from beginning to end.  ,A,1,I5,A-MM,3768,,,,Traditional classroom,Foreign Language,2021-06-13,2-A-SE
97,POP_CULTURE,<p>¡Hola chicos! Escuché que ustedes querían saber más sobre las tendencias que están sucediendo actualmente en mi escuela. En primer lugar^ me gustaría decir que siempre debes ser tú mismo y vestirte como te haga sentir cómodo o comoda. Las tendencias siempre cambian^ y las cosas que te gustan y de las que se pueden burlar por ahora podrían estar de moda más adelante. Volviendo al tema^ hay varias cosas que están de moda en este momento. Por ejemple^ los jeans rotos son la nueva moda. La gente también está empezando a usar pantalones de chándal holgado y de colores. También le ha gustado usar Crocs zapatos^ lo cual es comprensible porque son zapatos extremadamente cómodos. Las camisetas dibujadas a manos son también han sido muy populares. Todas estas prendas se usan tanto dentro como fuera de la escuela. Si no sabe dónde conseeguir estas prendas^ todo el mundo ha estado comprando en la tienda SHEIN últimamente. Esta es una tienda de ropa en línea que vende una variedad de cosas a precios muy económicos. </p><p>Después de la escuela^ a los estudiantes les gusta ir directamente ir a la bodega. En esta bodega venden muchas cosas para merendar como: pollo^ papas fritas^ dulces^ resfrescos^ y muchos mas. Las bolsas de papas en esta tienda se venden por un dólar y a todas les encanta comprarlas. Entonces^ la tienda siempre está llena de gente^ especialmente estudiantes de mi escuela. Tengo tanto recuerdos divertidos aquí con mis amigos. Una vez^ mi mejor amiga y yo intentamos conseguir una bolsa de papas en la tienda y^ por supuesto todos lo que estaban allí nos empujaron^ porque habían muchas gentes. Nos empujaron tanto que de hecho llegamos hasta la puerta. Era casi como una escena de un programa de televisión de comedia. Nunca olvidaré este día porque siempre penso que fue muy gracioso. Aunque piezo que fueron muy mal educado por empujarnos asi^ pero fue chistoso en ese momente. Tendré esa memoria por siemple a pesar de todo.</p>,B2,3743138,47,D4778183,A group of exchange students from Mexico is coming to your school. They want to understand the trends that are currently popular in your school.  Write a blog post in Spanish about what is popular in your school and community. In two well-developed^ organized paragraphs^ be sure to address the following topics:   	Describe the current clothing trends in your school community. Write about what is popular for students to wear both in and outside of school. 	Many communities have places where young people like to get together. Think of a place like this in your community. Tell a story about a time when you or someone you know spent time there and describe everything that happened from beginning to end.  ,A,1,A,A-MM,4428,,,,Traditional classroom,Foreign Language,2021-06-13,1-A-M+
98,POP_CULTURE,<p>Las tendencias de ropa en mi comunidad escolar están influenciadas por los70's^ 80's^ y 90's. Mi comunidad ahora usa principalmente ropa más grande que su tamaño real como las sudaderas^ los pantalones jeans^ y le agregan diferentes accesorios al atuendo. Tambien^ a mi comunidad escolar le gusta el cosplay^ que es cuando te vistes como tu personaje favorito en los programas^ generalmente el anime. Algunas personas se están volviendo emo y se visten de negro completo. Todas estas modas nuevas de ropa se puede ver en calquier lugar porque la gente es muy abierta con su estilo y no le importa las opiniones de los demas.</p><p> En mi comunidad^ ello hay muchas areas donde los jovenes pueden pasar tiempo. El parque es un lugar comun porque donde quiera que vayas hay un parque cerca. Muchos de los parques tienen fincas de pelota donde todos pueden jugar juntos. Otro lugar muy popular para los jovenes de mi comunidad es el centro comercial porque es un lugar donde se puede ir de compra a las tiendas y tambien comer con tus amigos. </p>,B2,3743289,34,Q4778745,A group of exchange students from Mexico is coming to your school. They want to understand the trends that are currently popular in your school.  Write a blog post in Spanish about what is popular in your school and community. In two well-developed^ organized paragraphs^ be sure to address the following topics:   	Describe the current clothing trends in your school community. Write about what is popular for students to wear both in and outside of school. 	Many communities have places where young people like to get together. Think of a place like this in your community. Tell a story about a time when you or someone you know spent time there and describe everything that happened from beginning to end.  ,A,1,I5,A-SE,3947,,,,Traditional classroom,Heritage Language,2021-06-13,2-A-SE
0,ANIMALS,<p>Por lo que he escuhado hay demasiadas cosas que aprender si hablamos de zoológicos^ pero principalmente estamos hablando soble los  zoológicos en la Ciudad de México. La gente de México viaje largas horas para llegar a estos hermosos luhares para pasar tiempo con animales exoticos^ y hermosos. Mucha gente le gustan los  zoológicos por ver la hermosura de los animales que se encuentran ahí^ es interesante escuchar de las diferentes especies que hay y aprender de ellas^ de como los colores que les conforman sus plumas o su color de piel^ o tambien es muy interesante ver de donde son nativos. Pero si vemos algo mas que la hermosura de animales una de las cosas que no me gusta demasiado^ es ver como los animales estan encerrados en jaulas donde solo los ocupan como una atraccion para los ojos de los humanos^ no me gusta ver que tal vez ellos no esten a salvo por como son tratados al ser domesticados. <br></p>,B2,3277143,34,Z4261219,National wild animal week is approaching. Your Spanish language class is learning about zoos in Mexico City.  Write a blog post in which you describe zoos^ state what people do at zoos^ and explain whether or not you like zoos and why. ,I,1,I5,,4428,,,,Heritage learner,Heritage Language,2021-06-13,1-I-MF
