Topic,"Response",TestVersion,TestId,TotalTime,UserName,"Prompt",PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,TypeOfInstruction,RelationshipToLanguage
COMMUNITY_SERVICE,"<p>Hola estudiantes! </p><p>Actividades de servicio son muy imporante en tus comunidades. Tiene muchas oportunidades en todos los comunidades para ayudan personas pobre en sociedad. </p><p>En nosotros escuela^ muchos persones le gustan ayudar personas en la organcion Red Cross- un organicion de servicio. Donaciones de comida o ropa- dos tambien bueno- es importante por que muchas personas necesitan estes cosas. </p><p>Para mi^ yo ayudo esutdiantes en mi escuela por un programo de tutoring. Yo estudio con estudiantes diferente por subjectos mas dificil- por ejemplo matematicas o ingles. Escuela no es un competacion. Necesitan ayudar personas por todos los estudiantes apreden los subjectos de escuela. El nombre de este idea es |civic duty| en Estados Unidos. </p><p>En general^ no necesitan ayudo el mundo en un dia. Es imposible. Pero es completament posible para ayuda tu comunidad. </p><p>Tengo un buen verano y espero ve tu este año durante la escuela! </p><p>Rebekah Cheong </p>",A2,3744612,45,L4781330,"Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can.",I,1,I2,I-MF,3400,2278,3543,3444,Traditional classroom,Foreign Language
COMMUNITY_SERVICE,"<p>Én América^ casi no hacemos muchá serviciós de commúnidad. Peró ha veces^ ayúdamos a recogér basura en los parces locáles. También^ plantamos arbóles y plantas pará la commúnidad. </p>",A2,3747352,32,T4789533,"Your Spanish club is preparing information to post on the club’s website for your sister school in Peru. The students in Peru want to know about service projects that students are doing.Write a post for the website describing the volunteer or community service activities that you or your classmates are doing. Describe the activities with lots of details. Give as much information as you can.",I,1,I3,I-MM,3400,,,,Other,Unknown
DAILY_SCHEDULE_ROUTINE,"<p>¡Hola^ amigo! <br></p><p>¿Estás bueno?<br></p><p>¿Cuántas horas de tarea tienes? Tengo mucha tarea. . .<br></p><p>Yo tengo seis clases en mi escuela cada día. ¿Y tú?</p><p>También^ ¿cuál es tú clase favorita? Me gustan las clases de arte y las matemáticas.</p><p>Tengo las clases de: matemática^ ciencia^ história^ arte^ español^ y ingles. ¿Cuáles tus clases?</p><p>Desupués de escuela^ yo juego tenis. ¿Qué deporte juegas?<br></p>",B2,3747368,37,K4789549,"You are working on a project for your Social Studies class about the differences in schedules for teens around the world. You decide to write to your penpal in Spain to find out more about his weekly schedule.Write an email to your penpal. Ask him lots of questions to learn about what he does each week. Ask him about his school schedule and other activities that he does regularly.",I,1,I3,I-MM,3543,,,,Other,Unknown
FAMILY,"<p>Me gusta pasar mucho tiempo con mi familia. Nos gustan nadar en la piscina y jugar en las playas en el verano. En las noches^ mi familia y yo cocinamos comida muy deliciosa. Después^ hablamos del día.</p>",B2,3747368,37,K4789549,"Your penpal from Spain wrote you an email. She wants to know more about family life in your country.Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family.",I,1,I3,I-MF,3543,,,,Other,Unknown
DAILY_SCHEDULE_ROUTINE,"<p>¡Mi amigo! Necesito su ayudas^ tengo un proyecto para mi clase pero no se su semana. ¿Tengo un poco preguntas si es no problemo? </p><p>Durante de su semana^ ¿comer desayuno todo la semana? ¿Que hora se duerse? ¿Comer con su familia? ¿Que hora es su siesta para el dia? ¿Como crear eventos con sus amigos? ¿Es escuela todo la semana incluir el fin de la semana? ¿Que es primero actividade en su escuela? ¿Donde es su escuela y es escuela dificil en la manana? ¿Comer durante esculea? ¿Beber leche todo manana? <br></p><p>Por favor ayuda me mi amigo^ es muy importante para mi^ mi classe es muy dificil y la maestra no se gusta niños. </p><p>¡Gracias mi amigo!</p><p>Davin</p>",B2,3747069,42,U4788897,"You are working on a project for your Social Studies class about the differences in schedules for teens around the world. You decide to write to your penpal in Spain to find out more about his weekly schedule.Write an email to your penpal. Ask him lots of questions to learn about what he does each week. Ask him about his school schedule and other activities that he does regularly.",I,1,I1,I-MM,3768,3534,,,Traditional classroom,Foreign Language
ENTERTAINMENT,"<p>tu penpal en venezula esqbreo uno letra de viendo chistoso video de catos en su telephono.</p><p> dese que personas le gusta aver in su live.</p>",A2,3747256,13,M4789437,"Your penpal from Venezuela wrote you a letter about watching funny videos of cats on her phone. She wants to know what people like to watch where you live.Write back to your penpal. Tell her about what people like to watch where you live. Give as much information about their viewing habits as possible.",N,1,N2,N-MM,3947,,,,Other,Unknown
ENTERTAINMENT,"<p>Hola amiga! </p><p>Jajajajaja! Me gusta este video tambien! En mi opinion^ gatos son muy divertida! </p><p>En los Estados Unidos^ muchas estudiantes como yo veo muchas videos estan on Tik Tok. En Venezuela^ tienes Tik Tok tambien? Yo me gusta Tik Tok mucho. Tengos muchas videos diferente! Tiene videos graciosos o para cocinar o de viajes. En conclusion^ Tik Tok tiene mucho! </p><p>Los videos estan on Tik Tok son muy corto. Maximo tiempo por un video es solomente tres minutos. No es un grande tiempo yo se! Yo veo videos por horas- no es beneficial por mi salud mental. Pero es addictamente. Los videos son mas pequeño y es simple por mi veo demasiado video. Durante el verano^ yo pienso es nececario para mi uso mi telefono por un menor tiempo. </p><p>Pienso yo necesito ver libros^ no videos para Tik Tok. Yo se este actividad es dificil^ para es necesario. </p><p>Pero...peliculas son bien. Verdad?? </p><p>Tengo un buen verano y adios mi amor! </p><p>Rebekah Cheong </p>",A2,3744612,45,L4781330,"Your penpal from Venezuela wrote you a letter about watching funny videos of cats on her phone. She wants to know what people like to watch where you live.Write back to your penpal. Tell her about what people like to watch where you live. Give as much information about their viewing habits as possible.",N,1,I2,,3400,2278,3543,3444,Traditional classroom,Foreign Language
ENTERTAINMENT,"<p>Holá!</p><p>         Donde vívo las personas míran muchas cosas diférentes. A mí^ me gusta mirar videós en YouTube de nuevos júegos en la compútadora^ tutóriales en como concinar diférente comidas^ videós de arté^ y videós chistósos de animalés. Tambien miro muchos seríes y películas en Netflix^ Hulu^ y Disney+. A mis amígos le gustan mirar videós de animalés y commentariós en núevas peliculas. Mucha genté en América pasan tiempó mírando videós en sus telefónos^ ó en média socíal. </p>",A2,3747352,32,T4789533,"Your penpal from Venezuela wrote you a letter about watching funny videos of cats on her phone. She wants to know what people like to watch where you live.Write back to your penpal. Tell her about what people like to watch where you live. Give as much information about their viewing habits as possible.",N,1,I3,,3400,,,,Other,Unknown
FAMILY,"<p>Hola mi amiga^</p><p>¿Conoce más de mi vida con familia? No problema^ mi familia es no interesante pero. Es mi^ mi madre^ y mi padre^ no hermanos o hermanas. Pasamos tiempo con anime y otra peliculas. Nos anime favoritos es |Trigun| es un classico y muy viejo^ 1995 es el año de primero mirar. Pero nosotros son diferente de otra familias en mi pais. </p><p>Otra familias se gusta deportes o comer con el barrio o una vez miran una pelicula. Nadar con el barrio es muy importante en mi familia. Dos actividades son muy aborrido en mi opinion^ besbol y un concerta. En mi familia es no interesante y no ayudan a mi^ sin embargo^ muchas familias se gusta los actividades.</p><p>Grascias por tu pregunta^</p><p>Davin</p>",B2,3747069,42,U4788897,"Your penpal from Spain wrote you an email. She wants to know more about family life in your country.Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family.",I,1,I1,I-MM,3768,3534,,,Traditional classroom,Foreign Language
FAMOUS PERSON,"<p>Estimado Daddy Yankey^</p><p>Gracias por su tiempo y su musico es muy fantastico. Si es no problema^ puede hablar a mi escuela? Usted son mi persona favorita porque tu musica es muy bien y ayuda mi. Si tu puede^ es un sueno en realidad. En mi escuela^ su habla con mi clase y maestro. Junto nosotros vamos a la dia con no problemas^ comer almuerzo y visitar la dia de los muertos fiesta en mi barrio. Es muy divertido y con su es mejor. Usted compra un hotel y no salir para un dia. Mi gato es muy felicidad que usted vistia su. Su nombre es Revy^ un grande musico escucha y grande gato. Ve mi padres y mis amgios y jugar videojuegos. ¡Es muy divertido y soy muy emocionado por su llega!</p><p>Gracias Señor Yankey</p><p>Davin</p>",B2,3747069,42,U4788897,"Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp:an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:	Explain why you are inviting this person to come to your school to present to the students and teachers.	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.",A,1,I1,A-NE,3768,3534,,,Traditional classroom,Foreign Language
FAMOUS PERSON,"<p>Hola^ Shakira^</p><p>Soy Rosali. Me gusta tu música. Es buena y bonita. ¿Tú quieres hablar a mi escuela? Los estudiantes y los profesores les gusta tu música^ también.</p><p><br></p><p>Puedes hablar de su vida. Puedes describir su cancionés. ¡Puedes cantar! Por favor^ ventas a mi escuela.</p><p><br></p><p>Gracias^</p><p>Rosali S</p>",B2,3747368,37,K4789549,"Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp:an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:	Explain why you are inviting this person to come to your school to present to the students and teachers.	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.",A,1,I3,A-NE,3543,,,,Other,Unknown
SCHOOL,"<p>Holá!</p><p>          Te gústa la escúela en Lima? Quiero sabér si ay uniformés^ porqúe a mí no me gustán las faldas. Si ay librós especificós que tengo que traér^ qualés són? Estoy muy orgullosá a visitár a Lima! Como esta el climá ahi? Si esta calienté tengo que traer ropa mas ligéra. Tienes píscina en tu escúela? Quiero saber si tengo que comprár me un tráje de baño! </p>",A2,3747352,32,T4789533,"Your school is offering a study abroad trip to a school in Lima^ where your penpal lives. You decide to contact her to ask her some questions about her school before your visit.Write an email to your friend telling her why you are writing.  Ask her many questions about her school in Lima. Find out as much information as you can about her school.",I,1,I3,I-MF,3400,,,,Other,Unknown
SCHOOL,"<p>tu eschula esta ofresindo un study trip a la eschula en lima^ donde viva penpal^ tu decide tu contaher para hacer information mas para la eschula</p>",A2,3747256,13,M4789437,"Your school is offering a study abroad trip to a school in Lima^ where your penpal lives. You decide to contact her to ask her some questions about her school before your visit.Write an email to your friend telling her why you are writing.  Ask her many questions about her school in Lima. Find out as much information as you can about her school.",I,1,N2,I-NE,3947,,,,Other,Unknown
SCHOOL,"<p>Hola amiga! </p><p>No me digas. Mi maestro anuncio un mensaje muy interesante este dia. Tengo un opportunidad para visito tu en Lima por un programa de escuela! Es muy bien no! </p><p>Rapido mi amigo^ que haces en Lima? Necesito aprender todos los detales de Lima antes de al viaje. Yo me gusta beber cafe en la mañana- es posible en Lima? Que es la clima? Por ejemplo^ tu pones pantalones corto o regular durante la escuela? Es mas fresco aqui^ para no tengo muchos ropas de verano o primavera. </p><p>Ahhh no es verdad para yo veo tu en la despues año! Que divertida! Donde tu vivas? Estas en la ciudad o no? Me gusta ciudades mucho. Es tu escuela dificil? Tu tienes muchas trabajo durante el año? </p><p>Espero muchas personas en mi escuela decidan estudiar con mi en Lima. Es un oprtunidad de una vida! </p><p>Tengo un buen verano mi amiga! Ciao! </p><p>Rebekah Cheong </p>",A2,3744612,45,L4781330,"Your school is offering a study abroad trip to a school in Lima^ where your penpal lives. You decide to contact her to ask her some questions about her school before your visit.Write an email to your friend telling her why you are writing.  Ask her many questions about her school in Lima. Find out as much information as you can about her school.",I,1,I2,I-MF,3400,2278,3543,3444,Traditional classroom,Foreign Language
TECHNOLOGY,"<p>tu penpal escribu de te porque qura preder mas de su culture. quere aser a preder  la difrsina de su customs en tradision de te.</p>",A2,3747256,13,M4789437,"Your penpal wrote to you because he wants to learn more about your culture. He wants to learn about the different customs and traditions where you are.Write an email to your penpal. Describe an activity related to a national holiday^ a local event^ or a family tradition. Tell your penpal as much as you can about it. ",I,1,N2,I-NE,3947,,,,Other,Unknown
EDUCATION,"<p>en me escuela hay una clase de espanol por tu es bueno por que tu no nesicitas denero </p><p><br></p>",B2,3675182,17,R4700660,"The students in your partner school in Madrid want to learn more about students and education in your community.In two well-developed^ organized paragraphs^ write an email in which you address the following:	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live.	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.",A,1,N4,A-NE,3400,,,,Traditional classroom,Foreign Language
TECHNOLOGY,"<p>Hola amigo! </p><p>Techonologio? Personalmente^ yo no me gusta technologio en total. Pero por tu^ explico en detail. </p><p>Por mi^ yo uso solomente un telefono^ computadora^ y un Kindle. Yo leo muchos libros. Otro personas en mi escuela usan iPads^ o Apple watches^ o un Fitness Band. En general^ todos los personas en mi escuela tienen un telefono y computadora- no excepcion. En tu escuela^ que estudiantes tienen? Es similar para mi escuela? </p><p>Yo no uso mi telefono mucho. Solomente por Tik Tok y habla con mis amigas. Mi cabeza duelo cuando uso mi telefono demasiado. En general^ yo trabajo mucho con mi computadora. Es similar con mis amigos. La computadora es mas versital verdad? Durante escuela^ tambien uso mi computador por trabajo en mis clases. </p><p>Mi kindle es mas special para mi. El Kindle tiene muchas libros me gustan. Por ejemplo^ me gusta leo Pride and Prejudice o A Room of One's Own. Es beneficial para tiene todos tus libros favorita en un technologio mas simplamente. Recomendo tu tienes un Kindle tambien. Es vale la pena! </p><p>Por un pequeno numero de estudiantes^ technologio es por coding- ciences computadora. No me gusta coding. Espero correr antes de coding- y yo no me gusta ejercio. </p><p>Te gusta mi explenacion? Para tengo un buen verano mi amigo! </p><p>Rebekah Cheong </p>",A2,3744612,45,L4781330,"Your penpal is really interested in technology. He wants to know what kinds of technologies you and your classmates use at school and at home.Write an email message to your penpal. Tell him how you and your friends use different kinds of technology at school and at home. Give as much information as possible.",N,1,I2,,3400,2278,3543,3444,Traditional classroom,Foreign Language
TECHNOLOGY,"<p>tu penpal es very intesado de la technolya. qure savir  de qual technolya  este y tu partner uso in eschula y a casa</p>",A2,3747256,13,M4789437,"Your penpal is really interested in technology. He wants to know what kinds of technologies you and your classmates use at school and at home.Write an email message to your penpal. Tell him how you and your friends use different kinds of technology at school and at home. Give as much information as possible.",N,1,N2,N-SE,3947,,,,Other,Unknown
TECHNOLOGY,"<p>Holá!</p><p>          La technólogía que yo y mís amigos usan en la escúela son cómputadoras y ha veces tablétas. En la casa^ muchos de mís amigos tíenen cómputadoras^ telefónos^ y tabletás que usamós. Nós comunicamós mucho por ménsage. </p>",A2,3747352,32,T4789533,"Your penpal is really interested in technology. He wants to know what kinds of technologies you and your classmates use at school and at home.Write an email message to your penpal. Tell him how you and your friends use different kinds of technology at school and at home. Give as much information as possible.",N,1,I3,,3400,,,,Other,Unknown
TECHNOLOGY,"<p>Holá!</p><p>          Una trádicion que tenemós en América es Navidád. En el 24 de Decíembre toda mí familía se junta a tener una cena pará celebrár el nacimientó de Jesús. En la noché^ cantamós cancionés de la íglesia^ y jugamós júegos. Todós nos juntamos hasta el 25 de Decíembre^ quando nos compartimós regálos^ tomamos café con pán^ y vamós á descansár en núestras casas. </p>",A2,3747352,32,T4789533,"Your penpal wrote to you because he wants to learn more about your culture. He wants to learn about the different customs and traditions where you are.Write an email to your penpal. Describe an activity related to a national holiday^ a local event^ or a family tradition. Tell your penpal as much as you can about it. ",I,1,I3,I-MF,3400,,,,Other,Unknown
TECHNOLOGY,"<p><span style=|font-size: 1em:|>Hola amigo! </span><br></p><p>Que tal? Tienes muchos tiempo con tus amigos durante este verano? </p><p>En los Estados Unidos^ la nacion celebra la Dia de Indepacion! - 4 de Julio. Durante el celebracion^ tengos muchos fireworks^ comida^ y tiempo con amigos y familia. Es dificil para explicar los detales de 4 de Julio- personas diferentes celebran diferent. Pero explico por tu como mi familia celebra el celebracion. </p><p>4 de Julio es un celebracion national. Interesante no?! Todos los persons pone ropas de rojo^ azul^ y blanco- los colores de lose Estados Unidos. Yo tambien pongo un camisa rojo con pantalones cortos azul. Muy patriotica (jajajaja)! </p><p>Por la comida- me gusta comida mucho- muchos personas comen perros calor (hot dogs en los Estados Unidos). Tambien personas comen papas fritas o hamberguesas. Muy delicioso y muy Americano! En Estados Unidos^ no comen comida buen por tu salud. </p><p>Que es celebraciones en tu pais? Tambien tengo un dia de indepacion? </p><p>Tengo un buen verano mi amigo y ESCRIBA RAPIDA!!!!! </p><p>Rebekah Cheong </p>",A2,3744612,45,L4781330,"Your penpal wrote to you because he wants to learn more about your culture. He wants to learn about the different customs and traditions where you are.Write an email to your penpal. Describe an activity related to a national holiday^ a local event^ or a family tradition. Tell your penpal as much as you can about it. ",I,1,I2,I-MF,3400,2278,3543,3444,Traditional classroom,Foreign Language
ANIMALS,"<p>Solo perro o gato. Otras cosas es dificl y no diverta por tú. <br></p>",A2,3675097,16,Q4700575,"Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ",I,1,N4,I-SE,3400,,,,Traditional classroom,Foreign Language
CAREERS,"<p>yo quiero a trabajo en el resturante cocinar bueno comida por me familia y amigos </p>",B2,3675182,17,R4700660,"Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can.",I,1,N4,I-SE,3400,,,,Traditional classroom,Foreign Language
CAREERS,"<p>Hola amiga^ <br></p><p>¡Me gusta que tú quieres enseñar español en su futuro! Me gusta la clase de español en mi escuela y su serás una maestra muy divertido y increíble. Para mi^ yo me gusta la escuela y ayudar a otros personas tambien. Cuando yo soy una adulta^ yo quiero soy una maestra de matemáticas. Hoy^ yo enseño la matemáticas a muchos niños en mi escuela. Tambien^ yo vio a niños para muchas familias por mucho tiempo^ entonces mi me encanta la joven y los bebés. Por todo el tiempo^ me gusta el sujeto de matemáticas y me gusta ayudar a otros personas^ especialmente los estudiantes. Yo quiero trabajar en una escuela grande y con muchos estudiantes que le gustan el subjeto. Yo quiero ser una maestra similar a mi madre^ porque mi madre es una maestra de hablar. Yo espero que tú serás una maestra en su futuro. ¡Adios amiga! </p><p>De^</p><p>Lola</p>",B2,3735689,26,S4767525,"Your pen pal from Mexico wants to know what you want to do when you grow up. She sent you an email about how she loves school^ loves helping people^ and wants to teach Spanish.Write an email to your pen pal describing your dream job. Explain to her why you want to do this job. Be as specific as you can.",I,1,I5,,3389,,,,Traditional classroom,Foreign Language
