Topic,"Response",TestVersion,TestId,TotalTime,UserName,"Prompt",PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id
ART,"<p><b>In my town we can see many arts you just have to know where to go and where to find it^ honestly I prefer places that show physical art like statues and stuff because they deal hand on.</b><br></p>",B2,3708163,5,M4738244,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,Below N4,I-NE,4428,,,
ART,"<p>En Baltimore^ Maryland^ hay mucho arte por todas partes en la ciudad. Yo voy a una escuela de artes^ asi que basicamente hay arte en todas partes de la escuela como^ bailarines^ artistas^ músicos^ y escritores^ yo mismo toco en violin. Entonces ese es mi favorito tipo de arte por que me encanta tocar y hacer música. </p>",B2,3743863,29,H4779727,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I5,,3400,,,
ART,"<p>Un loccacíon en mi ciudad donde tu puedes ver el arte es el museo de Mahwah. Es un museo interesante y tiene mucho tipos del arte. Es mi museo favorito en el area porque el arte del museo es muy bonito.  El museo tiene tipos del arte como cubismo^ realismo^ surrealismo^ y las esculturas. Sin embargo^ mi tipo favorito del arte es realismo. Es mi favorito porque es muy bonito y me gusta arte sobre personas y loccaciones reales. Tambien^ el realismo es siempre muy interesante mirar. Mi tipo favorito del pinturas realismo es pinturas con personas reales porque es muy interesante para mi. Ademas^ mi artisto favorito del realismo es Diego Rivera. En el museo de Mahwah^ tiene mucho pinturas de Diego Rivera y son muy bonita.   </p>",B2,3740753,22,D4774903,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I4,I-MF,473,,,
ART,"<p>¡Hola estudiantes! ¿Comó estan? </p><p>¿Quieren ver el arte de Toledo? ¡Yo puedo ayudar!</p><p>Si quieren ver el arte mejor de la ciudad^ yo recomiendo que visitan el museo de arte. El museo de arte en Toledo es un buen museo^ y tiene muchos típos de arte muy interesante y muy raro. El museo tiene muchas pinturas^ y tiene muchas pinturas de diferentes tiempos de historia. Tiene pinturas de Van Gogh^ de Monét^ y de muchas artistas diferentes. Tiene pinturas de artistas muy famosas^ o de artistas que no famosas. Es muy interesante para ver la diferencia del arte^ y las diferencias de la arte en las periodicos de tiempo diferentes. Las diferencias del arte de míl ochocientos y el arte de los dos cientos es muy interesante. En muchos veces^ tiene una artista en la gallería. Ún tiempo en el pasado^ ví un artista pintar una pintura en la gallería. Vía por mucho tiempo^ y también^ puedé hablar con la artista y dijé muchas preguntas. Yo aprendé que la artista era una artista por veinte años^ y la artista pintar cincuenta pinturas en su carrera. La artista tiene muchas pinturas en el museo de Toledo^ y era famosa en muchos países en el mundo. </p><p>El museo tiene muchas esculturas también^ y tiene esculturas de muchos años. Tiene esculturas de Egipto muchos años en el pasado^ tiene esculturas de Greece tambien^ y tiene esculpturas de los Estados Unidos y de muchas otras países. Tiene muchas esculturas de historia^ y mucho de las esculturas estan famosas. Sin embargo^ estan mucho arte que no estan del museo. Tiene arte en la ciudad^ arte en los construccíones no usan^ y tiene esculpturas cérca del río. El graffiti esta de los construccíones que no es utilizo^ y es muy interesante para ver. Los artistas son muchas personas diferentes^ y el graffiti es muy importante por la ciudad^ porque el graffiti tiene un buen impacto de los construccíones y es muy interesante por las turístas de la ciudad. Yo recomiendo que van el graffiti^ es en muchos lugares diferentes de la ciudad^ y recomiendo que vayan el museo si quieran ver el arte formal. </p>",B2,3741486,28,P4776043,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I4,,2278,,,
ART,"<p>¡Hola estudiantes!<br></p><p>Hoy^ vamos a hablar de el arte local. Hay muchos estudiantes en la escuela que están excellente con el arte. Puedes mirar este arte alredor de la escuela el las corredoras. Esto es mi favorito arte porque es locál y es importante pare la economía locál.<br></p><p>¡Tienes divertido!^</p><p>Alyssa</p>",B2,3741724,35,J4776339,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I1,I-SE,4428,,,
ART,"<p>Arte es en todos lugares. Hay muchas formas de arte y en mi opinión todo forma es hermosa. La creatividad de algunos personas es muy chévere. En este pueblo^ no hay la arte común como sculpturas^ pinturas^ o photographia. Sin embargo^ hay arte en la forma de expression de individuales y también hay arte de el pasado^ con ruines de guerras y muchos claves a informacion interesante sobre cosas que ocurró muchos años prior. Para encontrar estos claves del pasado^ solo necesitas a buscar afuera! </p><p>Personalmente^ el tipo de arte moderna que es la mejor en mi opinión es arte de graphicas en el internet y de libros! Me gusto a leer mucho. Hay muchos autoras que tienen una creatividad especial y la abilidad a poner fotos magnificos en su cabeza. Es una arte muy lindo para crear mundos y vidas differentes en fraces bonitos. Es muy loca a pienso que en todos libros que ver hay una cuento nuevo^ y cada libro puede cambiar su vida. Nunca puedes saber cual libro vas a tener una impacto^ y yo pienso que este es la razón que arte es tan importante. </p>",B2,3741748,32,N4776363,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I4,I-MF,3354,,,
ART,"<p>En mi communidad hay muchas differentes lugares para ver la arte. Una de las maneras mas faciles es viajar alrededor de la ciudad para ver múrales. Tenemos muchos múrales de differentes tipos. Algunos son ahi legalmente y con el permissión del dueño del edificio^ y otros no. Las mas interesantes son las que apparecen sin ser creditados a algún artista. Puedes encontrar los afura en paredes pero también adentro en lugares communales^ como mi escuela. </p><p>Tambien puedes encontrar arte en múseos. Tenemos unos cuantos en este ciudad. Algunos dan entre gratis si estas un adolescente. Para otros todavia tienes que pagar a qualiqier edad pero todavia es un buen visita. Unos múseos hasta tienes noches en especificas para los jovenes. </p><p>En mi ciudad puedes encontrar arte en muchas differentes versiones. Solo necessitas buscarlo con un mente abierto. </p><p><br></p>",B2,3741121,29,G4775327,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I4,,3389,,,
ART,"<p>Me gusta el arte que es colorido^ no creo que muchos de mis amigos estan interesado en el arte tampoco^ pero creo que preferiran el arte colorido tambien. </p>",B2,3684724,27,Q4711093,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I1,I-MM,4192,,,
CELEBRATIONS,"<p>Hola^ </p><p>Por ls COmplianos en Los Ustados Unidos^ Notoros tienemos un fiesto grande. Ay mucha Amigos y comida en mi Casa. El globos es muchas colores. Mi color favorito es Azul. ¿Que es tu colore favorito? la comida en el fiesta es bistek y manzanas. Para es no manazana pruebo. jajjajajajjajajajajaaj. <br></p><p>-Josh</p>",A1,3688854,29,R4715743,"Your penpal from Guatemala asked you to describe how people usually celebrate their birthdays or other special events where you live.Write an email to your penpal. Describe in detail how you or your friends usually celebrate birthdays or other special events. Give examples of activities people do on their birthdays or for special events^ who celebrates with them^ and any other information about the event.",I,1,N3,I-NE,2278,,,
CELEBRATIONS,"",A1,3739953,40,L4773824,"Your penpal from Guatemala asked you to describe how people usually celebrate their birthdays or other special events where you live.Write an email to your penpal. Describe in detail how you or your friends usually celebrate birthdays or other special events. Give examples of activities people do on their birthdays or for special events^ who celebrates with them^ and any other information about the event.",I,1,N3,I-NE,3947,,,
CELEBRATIONS,"",A1,3704494,15,K4733638,"Your penpal from Guatemala asked you to describe how people usually celebrate their birthdays or other special events where you live.Write an email to your penpal. Describe in detail how you or your friends usually celebrate birthdays or other special events. Give examples of activities people do on their birthdays or for special events^ who celebrates with them^ and any other information about the event.",I,1,N3,I-NE,4294,,,
CELEBRATIONS,"",A1,3704510,16,B4733654,"Your penpal from Guatemala asked you to describe how people usually celebrate their birthdays or other special events where you live.Write an email to your penpal. Describe in detail how you or your friends usually celebrate birthdays or other special events. Give examples of activities people do on their birthdays or for special events^ who celebrates with them^ and any other information about the event.",I,1,N3,I-NE,4192,,,
CELEBRATIONS,"",A1,3570199,22,A4583555,"Your penpal from Guatemala asked you to describe how people usually celebrate their birthdays or other special events where you live.Write an email to your penpal. Describe in detail how you or your friends usually celebrate birthdays or other special events. Give examples of activities people do on their birthdays or for special events^ who celebrates with them^ and any other information about the event.",I,1,N3,I-NE,3768,,,
CELEBRATIONS,"<p>Hola^ Bunos Dìas </p><p>Como estas me gustaria dicirle de mi favorito evento y si me gustaria compartir contigo. A mi me encanta celebrar mi cumpleaños porque lo puedo celebrar con mi familia.  Yo festejo mi cumpleanos en el fin de semana^ entonces despues de mi cumpleaños. A mi me encanta que me canten las mañanitas cuando me despierto. Me gustaria que haga algo divertido en el mismo dia de mi cumpleaños por ejemplo yo quisiera ir con mis amigos y amigas a un parque de divercìon. Ahora yo quiero saber de su favorito evento ò que celebra?</p><p>Estimada^ </p><p>Ziletai </p>",B1,3591398,38840,V4607784,"Your penpal from Buenos Aires wants to learn more about your culture. He asked you to tell him all about your favorite holiday or event and how you celebrate it.Write a letter to your penpal in which you describe your favorite holiday or event. Include lots of information about what you do on that day or during the event and why you enjoy it. ",I,1,I5,,4428,,,
COMMUNICATIONS,"<p>Hay cosas que es similar entre el tipo de communícatíon de los adelocentes y los adultos^ como^ ambos hablar de sus neccitidados. Pero^ ha muchos differentes tambien. Por ejemplo^ los Jovenes tipicamente communicar con sis acciones y adultos communicar con sus palabras.</p>",B2,3741724,35,J4776339,"In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.",A,1,I1,A-NE,4428,,,
COMMUNICATIONS,"<p>En la vida^ hay muchos razónes que somos differente. Puede ser su cultura^ su personalidid^ su familia^ o su edad. Una discussion muy común es sobre la diferencia en generaciones. Particularmente^ sobre la comunicacíon entre cada edad. </p><p>Tiempos siempre cambiar. Formas de comunicacíon cambiá con los tiempos. Pero la pregunta es que forma es realmente en el pasado y que formas vive en communidades mas viejos todavia? Y cuál formas nuevos están aqui para quedarse? Personas más joven estan conocidas para usando medias sociales mientras personas más viejo estan más conocido para hablando en vida real y no por su cellulares. Este cámbio no tiene un beneficio para sociedad. Hay evidencia que hablando por telefonos y usando su cellular tiene una impacta negativa en nuestras vidas en areas mentales^ sociales^ y aun en areas fisicas. <br></p><p>Cuándo fue el ultimo tiempo tú tendra una conversación en vida real? No estoy hablando de una conversación de solo una frace o palabra. Estoy hablando de una conversación significante. A veces es más facil a habla sobre cosas importantes o a veces cosas dificil cuando hay espacio entre los dos personas. Este es una problema muy grande en sociedad. De hecho^ a causa de esto^ algunos niños que pueden esconder por un telefono tienen miedo de personas en vida real. Hay más niños con preocupados sociales ahora y posiblemente es un resulto de la cambio en comunicación. </p><p>En conclusión^ comunicación es crucial para cualquier generación. Este es cierto especialmente para los generaciónes donde hay una brecha entre los metodos. Parando usa de los cellulares por cada conversación y interación es muy importante para la futura de relaciones y de nuestra salud. </p>",B2,3741748,32,N4776363,"In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.",A,1,I4,A-SE,3354,,,
COMMUNICATIONS,"<p>Adolescentes y adultos tienen muchos differencias en sus preferidas maneras de communicación. Mientras adolescentes usan redes sociales como Instagram o Snapchat^ adultos usan medios mas directas como MSM. En el otro mano tambien hay mucha variedad en communicar con voz y no a traves del internet. En la vida real adolescentes o jovenes aveces todavia traigan los mismos phrases que usan en el internet. Con adultos^ no tan frequentamente. Por los dos medios a veces ideas son perdidos entre generaciónes. </p><p>Una differencia es el uso de frases que significan differentes cosas para differentes generaciónes. En ingles^ |Y| podria significar si o |Yes| pero tambien podria significar que or |why|. El resulto es un persona que esta confundido en que no entienda la otra^ pero la otra esta de acuerdo y cree que esto es lo que ha communicado. Hay muchos ejemplos de estos tipos de communicaciónes faltantes entre adultos y adolescentes. </p>",B2,3741121,29,G4775327,"In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.",A,1,I4,A-SE,3389,,,
COMMUNICATIONS,"",B2,3707488,25,J4737504,"In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.",A,1,N4,A-NE,473,,,
