,Topic,Response,TestVersion,TestId,TotalTime,UserName,Prompt,PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,DateOfExam,MachineScore
3,CLUBS,<p>Hola senor^ me llamo Mateo^ yo escribiando a te decir tu que quiero empezar un club de espanol en este escuela. Quiero empezar este club porque todas las personas en este escuela los gusta espanol y quieren aprender mas de la idioma. En el club^ estudiantes aprenderán hablar espanol mas bien y tenerán opportunidades viajar a Espana. En este club estudiantes trabjarán ir bien con la idoma^ las personas^ y la geographia de el pais de Espana. Este club ayudará la escuela^ porque los estuidiante aprenderán ir mas intelligente. Tambíen estudientes trabajarán con la communidad en muchas trabajos. Recomiendo que tu trabajes con las personas que quieren empezar este club. Este club hacerá este escuela mas bien!</p>,B2,3739959,31,Y4773830,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:		Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why.			Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students.	,A,1,I4,A-SE,3534,,,,2021-06-29,2-A-SE
4,CLUBS,<p>Estimada/o cualquier se importa^</p><p>Para empezar^ yo quieran empezar un club en nuestra escuela. Es un club de deportes. Yo piensa que es muy importante para los estudiantes tener un lugar para hacer amigos con personas que tiene la mismo interez. Yo quiere crear esto club porque yo tiene interez en las deportes tambien. Adentro de la club voy a hacen actividades fisicas y actividades para aprender. Por ejemplo^ pueden hacen actividades como Futbol Americano^ y escriben papels de nuestro jugador favorito. </p><p>A continuacion^ este club voy a ayudar los estudiantes mucho. Por ejemplo^ este club es motavacion para hacer actividades fisicas. Haciendo actividades fisicas es muy importande de la salud para los ninos. Tambien es un lugar donde pueden hacer mas amigo. </p><p>Atentamente^</p><p>Sophie Marks</p>,B2,3289258,57,E4274536,Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:		Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why.			Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students.	,A,1,I1,A-NE,473,143.0,4587.0,,2021-06-29,1-A-M+
53,EDUCATION,<p>En nuestra comunidad^ hay la educación pública y privada. La mayoria de la escuela prima es pública pero las escuelas segundarias son mas conocidos por dar la oportunidad de recibiendo una educación privada. Las ventajas de la educación pública es que no necesitas gastar mucho dinero cada año para atender la escuela. Pero^ una desventaja de la educación pública y una ventaja de la educación privada es que a veces las escuelas privadas ofrecen una educación mejor y también ofrecen deportes más competetivas para los atletos estudiantil.   </p><p>Típicamente^ despúes de la escuela segundaria^ la mayoria de estudiantes asistirán a las universidades para continuar sus educaciones. Aunque es tan popular para los estudiantes^ no es la decisión por todos. Algunos estudiantes van al ejército o ir a trabajo también.</p>,B2,3735745,69,W4767581,The students in your partner school in Madrid want to learn more about students and education in your community.In two well-developed^ organized paragraphs^ write an email in which you address the following:	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live.	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.,A,1,I4,A-SE,4428,3389.0,,,2021-06-29,2-A-SE
54,EDUCATION,<p>En mi comunidad^ hay escuelas publicas y privadas. Muchas personas asisten a escuela publica por escuela media. Después^ muchos asisten escuela publica para colegio^ pero unos asisten a escuela privada. La escuela publica aquÍ es Simsbury High School. La escuela privada aquÍ se llama Westminister^ pero también hay otras opciones acercas de aquÍ^ como Avon Old Farms y Kingswood Oxford. La diferencia obvia es el precio. La escuela publica es gratis para asistir y la escuela privada cuesta dinero. Por eso^ la educación y los deportes son muy mejores en las escuelas privadas que las escuelas publicas. Entonces^ si tienes el dinero^ es el opción mejor asistir a una escuela privada. </p><p>El opción comun es a asistir universidad^ y hay miles para buscar la escuela perfecto para tÍ. La mayorÍa de estudiantes buscan unas escuelas y deciden cual escuela quiere asistir. Estudiantes quien tienen un futuro en deportes asisten escuelas en que ellos juegan el deporte y eventualmente se ponen atletas profesionales. Unas estudiantes deciden a servir en el ejército cuando salen el colegio para proteger el paÍs. </p>,B2,3735785,53,R4767621,The students in your partner school in Madrid want to learn more about students and education in your community.In two well-developed^ organized paragraphs^ write an email in which you address the following:	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live.	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.,A,1,I5,A-MM,4294,3389.0,,,2021-06-29,1-A-M+
55,EDUCATION,<p>Querido Estudiantes^</p><p>Aquí en Simsbury no hay muchas opciónes para educación cuando tienes 14 o 15 años por qué hay solo una escuela para esa edad pero hay 5 escuelas elementarias similares cerca de aquí y hay personas de todas que viven en ese pueblo. En nuestra escuela ahora puedes ser un estudiante que hace escuela de su casa^ y puedes ser seguro de enfermedades pero no aprendes mucho y esos estudiantes tienen marcas peores que los otros. Puedes ser en escuela todo el tiempo y vas a aprender más y tener marcas mejores pero necesitas usar una mascara todo el día^ 5 días por semana y hey un riesgo más grande de enfermedad. Los estudiantes en casa también necesitan usar computadoras y tener conexión todo el tiempo. Una ultíma opción es que puedues ser un estudiante que va a escuela en persona la mitad del tiempo y es en la mitad de las otras opciones para cosas buenas y malas.</p><p>Después de graduarse^ estudiantes en mi area típicamente van a una universidad para cerca 4 años y muchos no pueden pagar o no le gusta la universidad y terminan de ir allí y buscan un trabajo. Uno de mis amigos va a ir a una escuela de oficios para ser electrista y un otro amigo va a ser agricultor como toda su familia^ y no va a ir a una universidad. Hay muchas opciónes para que hacer y muchas personas en mi area van a una universidad y después trabajan en compañias aseguradoras como Travelers.</p><p>Hasta luego^</p><p>Simon Green</p>,B2,3735777,93,N4767613,The students in your partner school in Madrid want to learn more about students and education in your community.In two well-developed^ organized paragraphs^ write an email in which you address the following:	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live.	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.,A,1,I5,A-MM,3389,,,,2021-06-29,1-A-M+
107,EDUCATION,<p>¡Hola^ amigos!</p><p>En mi comunidad^ hay muchos opciones para educarse. Primero^ hay muchas escuelas publicas. Asisto Simsbury High School^ pero hay otras escuelas publicas que algien puede asistir. Las escuelas publicas son buenas porque no puedes pagar para asistir. Su impuestos son la única manera de pagar. También^ en Simsbury^ las escuelas publicas tienen muhas clases para tomar^ como clases del arte^ la música^ los deportes^ y más. ¡Hay muchos opciones para escoger! Sin embargo^ hay algunas escuelas publicas que no tienen muchas clases o no tienen el dinero para funcionar muy bien. Es importante que estudiar la escuela que quieres asistir para saber si la escuela es buena. Finalemente^ si asistes una escuela publica^ es posible que pueda más dificíl asistir una universidad después. Si quieres una garantía asistir una universidad^ debería asistir una escuela privida. Las escuelas prividas son muy caras^ pero cuando te gradues^ es casi cierto que asistirás una universidad. <br></p><p>Y cuando te gradues el colegio^ hay unos opciones para escoger. Muchas personas escogerá asistir una universidad. La universidad es la mejor manera para conseguir un trabajo muy bueno en el futuro. Si quieres ser médico o un abogado^ es necesario que asistas una universidad. Sin embargo^ si no quieres asistir una universidad^ hay unos trabajos que no requiere una educación de una universidad. Pero^ es importante recorder que los mejores trabjaos requieren una educación de la universidad. </p>,B2,3735789,48,G4767625,The students in your partner school in Madrid want to learn more about students and education in your community.In two well-developed^ organized paragraphs^ write an email in which you address the following:	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live.	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.,A,1,I4,A-SE,3389,,,,2021-06-29,2-A-SE
128,LANGUAGE ARTS,<p>El libro que leí más recientamente es The Great Gatsby. En este libro^ la persona más importante es Jay Gatsby. Gatsby es un hombre muy^ muy rico^ y cada semana^ él hace un fiesta para algien que quiere asistir. Cada fiesta es muy grande^ y Gatsby pagan por la mejor música en Nueva York^ las mejores bailarinas. ¡Es la fiesta del siglo! Sin embargo^ nadie conoce Gatsby^ y es un misterio quien es. Pero^ Nick Carraway^ el portagonista^ conoce Gatsby^ y Nick da cuenta que él hace las fiestas porque ama una chica que vive en el pueblo^ y Gatsby quiere que ella asista las fiestas. Desafortunadamente^ la chica está casada con un hombre malo^ y en el fin del libro^ ese hombre causa el muerte de Gatsby. ¡Qué dramático! <br></p><p>Mu gusta la historia del libro. Hay muchas caracteres para leer y amar^ y hay muchas caracteres para odiar. También^ el libro toma lugar en el los 1920s^ y me gusta este periodo del tiempo. Los lugares en la historia^ como Nueva York^ la casa muy grandes de Gatsby^ y The Valley of the Ashes son muy interesantes. Pero^ el comienzo de The Great Gatsby no es bueno^ y puede ser muy aburrido. Es un comienzo muy malo de un libro muy bueno. Pero^ en total^ el libro es muy maravilloso^ y todas las personas deben leerlo. </p>,B2,3735789,48,G4767625,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected.	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.,A,1,I4,A-SE,3389,,,,2021-06-29,2-A-SE
129,LANGUAGE ARTS,<p>El libro |Los Seis| de Mark Alpert es posiblemente mi libro favorito en existencia. Hay seis niños con desabilidades que van a morir en menos de seis meses. El gobierno hace un experimento sobre ellos y meten sus cerebros en máquinas que tienen armas militares con riflas^ misiles y mucho poder. Los niños son controlados del gobierno y combatan^ pero son los mismos niños. Combatan un A.I. malo que trata de eliminar la raza humana y eventualmente descubren que viven en una simulación y escapan al mundo real después de mucho trabajo duro y mucha violencia^ muerte y la muerte de algunos de los seis niños. Hay amor entre algunos de los niños y eventualmente escapan.<br></p><p>Fue un libro increíbile con mucha imageria^ y leyendolo^ te sientes come estás en el universo. Hay muchas veces en qual los niños son en circumstancias malas y pueden morir y hay veces de amor^ tristezza y mucha sorpresa cuando lo leyes. No es un libro de solo violencia o cosas buenas^ es un mix que me gusta mucho y lo recomiendo a todas las personas que quieren leer libros de ficción. Hay tres libros en la serie y no pienso que era posibile mejorar este libro. Tener más libros es la unica cosa que lo podría hacer mejor. Si te gusta ese concepto es muy bueno^ lealo!</p>,B2,3735777,93,N4767613,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected.	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.,A,1,I5,A-SE,3389,,,,2021-06-29,1-A-M+
130,LANGUAGE ARTS,<p>Mi libro se llama Into The Wild^ y es sobre un hombre que trató de vivir en Alaska con nada para recursos. El hombre^ Chris^ salió de universidad y fue al otro lado del paÍs^ donde conoció muchas personas y eventualmente fue a Alaska para vivir una vida sin comunidad^ solamente él. AllÍ^ aprendió a matar animales para comida^ pero no tenÍa suficiente comida. Eventualmente^ Chris se murió de hambre. Mucho del libro es la memoria de Chris por su familia^ amigos^ y las personas que conoció en el otro lado del paÍs. </p><p>A mi me gusta la persona Chris y la confianza que él tenÍa para salir universidad y las personas que sabÍan a él para vivir en Alaska con nada para encontrar la 'definicion' de su vida. Me gustarÍa si nosotros pudieramos escuchar a Chris^ porque por todo el libro Chris no se expresa directamente a nosotros. En general^ este libro es muy interesante y yo sugiero que tú leas Into The Wild.</p>,B2,3735785,53,R4767621,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected.	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.,A,1,I5,A-SE,4294,3389.0,,,2021-06-29,2-A-SE
131,LANGUAGE ARTS,<p>En el libro^ The Great Gatsby^ el carácter principal^ que nombre es Nick^ vive durante el tiempo de los 20's en Nueva York. Por sus ojos^ nos vemos como Jay Gatsby vive su viva como un hombre sin pero buscar el amor. Jay trata todo para recibir la atención de Daisy^ el mujer de sus sueños^ por tiene fiestas grandes. Desafortunadamente^ Daisy encuentre la información que Gatsby está recibiendo su dinero ilegalmente^ y decide que no quiere ser con Gatsby. Al fin^ Gatsby muere porque conoce que nunca ser con el mujer de sus sueños.</p><p>En este libro^ me gusta la historia en general y la caracterización. Me gusta los detalles que apoyan la historia y al fin^ no es importante^ porque es diferente que los fines de la mayoria de los libros. A veces no hay un fin feliz.</p>,B2,3735745,69,W4767581,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected.	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.,A,1,I4,A-SE,4428,3389.0,,,2021-06-29,2-A-SE
132,LANGUAGE ARTS,<p>En la primer obra del serie^ |Harry Potter|^ la protagonista que se llama Harry necesita resolver muchas problemas para salvar su escuela que se llama Hogwarts. Hagrid ayuda a Harry escapar a su familia de su tia y Harry descrubre que es magico. Hagrid y Harry fueron al banco que se llama Gringotts^ y Hagrid toma una cosa^ que tarde sabríamos que era el Socerer's Stone^ del banco para el principal que se llama Dumbledore. Harry realizó que hay un plan para traer Voldemort a la vida y hay un suspecto de profe Snape. Su amigos^ Ron Weasley y Hermione Granger^ ayudan y sacrifican sus saludes para que Harry puede derrotar Snape^ pero cuando Harry conoce la antagonista^ no es Profe Snape^ es Profe Quirrell! Es un choque para Harry y para yo! Profe Quirrell era trabajar con Voldemort y Profe Snape habÍa sospechado que Profe Quirrell trata tomar el Sorcerer's Stone. Profe Snape era un protangonista tambien. En el fin^ Harry derrota Profe Quirrell y Voldemort y ayuda ganar la lucha entre Gryffindor^ Slytherin^ Hufflepuff^ y Ravenclaw. El fin es muy feliz.</p><p>Yo me gusta el libro porque hay mucho accion y hay magico. La autora^ J.K. Rowling usa muchos descripciones que son vivides y bonitas. Yo me gusta todos el libro y si pudiera cambiar^ no cambiarÍa nunca porque el libro es perfecto y fantastico por eso el libro es una obra. Yo era triste que Harry vivia con una familia que no eran amables  con un hijo que abusa Harry pero yo pienso que ayuda hacer sentido a sympatico a Harry. Yo recomiendo leer esta libro porque es magnificiente y fantastico. Es un mundo de magico con mucho creativo y puede ser un joven mientras usted lees esto.</p>,B2,3735733,66,Q4767569,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected.	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.,A,1,I5,A-SE,3389,,,,2021-06-29,1-A-M+
133,LANGUAGE ARTS,<p>Yo tengo muchas libros que me gustan. Uno de los libros que me gustan era <u>Into the Wild</u>. Yo leo el libro en escuela por clase. El libro es sobre un niño se llamó Chris McCandless. El vivÍo en Dakota con su familia. Cuando Chris encuentró el cierto sobre su padre^ Chris salío por un viaje norte al Alaska. El libro sigue el sendero del Chris McCandless y habla sobre la experiencia^ vida y ideas de diferente personas que son similiar a Chris^ que Chris sigue y se reunieron con Chris. En el fin de el libro^ yo estaba  sorprendido porque Chris muerío varios días antes de una persona podría ayudarlo. Chris survivío en la naturaleza con no ayudo y tecnología en el frío por mas de 100 días antes de el muerío porque el comío una planta mala. Yo no comprendo por que se fue a Alaska <b>solo</b> con la minima cosas que el piense que nenecesaria.</p><p>Me gusta que el libro es sobre una persona actual. Es muy interesante a leer un libro sobre a persona y aprender que hacer a las personas. El libro es muy interesante porque el autor sigue el sendero de Chris y habló con diferente personas en el pais que se reunieron con Chris. Tambien el autor pone diferente personas que hacen una cosa similiar. No le gusta que en el libro^ el autor pone mucha informacion sobre de otras personas porque hace partes de la novela dificll y aburrido a leer. Pero la novela es interesante y diferente en contra con otros libros que yo leo.</p>,B2,3735729,63,W4767565,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected.	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.,A,1,I4,A-SE,249,,,,2021-06-29,1-A-M+
134,LANGUAGE ARTS,<p>Mi libro favorito es |Twighlight| porque me encanta las películas y la trama de la historia. En el principio de el libro nos aprendimos de una niña que se llama Bella Swan que se está mudando a Washington. Cuando Bella ir a la escuela nueva^ ella conoce a un chico guapo. Pero el chico no es normal^ él es un vampiro que se llama Edward Cullen. Bella y Edward se enamoran. Edward muestra a Bella la vida de un vampiro y la belleza de la aventura. Hay alguna conflicto entre Edward y el amigo de Bella^ Jacob. Pero Edward y Bella son muy feliz. </p><p>Me encanta los personajes en el libro y sus relaciones^ pero puede estar confuso en algunos tiempos. No hay muchas cosas que no me gusta en el libro^ pero en la película hay algunas cosas que no me gusta. |Twighlight| es un libro grande^ pero creo que el libro es fantasticó y lleno de emoción. </p>,B2,3735721,50,F4767557,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected.	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.,A,1,I5,A-MM,4294,,,,2021-06-29,2-A-SE
135,LANGUAGE ARTS,<p>En el libro^ The Great Gatsby hay una persona que llegan a Nueva York. Este persona^ se llama Nick^ es una opinion nuteral en una competition para ganar una chica se llama Daisy. Gatsby quiere Daisy a una esposa cunado Daisy tienen una esposo se llama Tom. Los chicos combatan para ganar ella corazon. Unforutalmente este competiticion resulatan en el murio de Gatsby cunado Tom instructo una persona para hacerlo.</p><p>En mi opinion^ el libro fue muy bueno y hay muchos cosas de accion. El audiencia empieza a hacer triste por Gatbsy despues del eventos. No creo que hay cosas para improvar el libro y yo recomiendo el libro para todos personas.</p>,B2,3735713,32,F4767549,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected.	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.,A,1,I4,A-SE,4294,,,,2021-06-29,2-A-SE
136,LANGUAGE ARTS,<p>Leí el libro^ |Into the Wild| en mi clase de ingles este año. En el libro^ un hombre que se llama Christopher McCandless sale su familia y su vida y decide a viajar al país.  Él asistió a una universidad pero no le gustaba. Él va a muchos parque y estados y finalmente va a Alaska para vivir en el bosque. Antes de su viaje a Alaska^ él conoce a muchas personas nuevas y trabaja en muchos tiendas y granjas. Durante su viaje^ la familia de Chris no sabe donde esta y el no comunica con ellos. Para mudarse a lugares diferentes^ Chris viaja con personas que él no sabe. También^ es interesante que Chris no tenga dinero porque él no le gusta dinero. En el fin de su viaje^ Chris muere en el bosque en Alaska^ y dos personas descubren su cuerpo dos semanas después. El autor del libro habla sobre la causa de su muerte y la reacción de la publica y su familia.  </p><p>Me gusta el libro mucho porque el libro empieza con el muerte de Chris y termina con el muerte también^ y es interesante para mi. El libro es muy interesante porque muestra la vida de un hombre (que muchas personas no le gustan) en otra manera.  Me gusta el autor y su opinión de la situación de Chris^ y me gusta que hay |muchas historias en una historia|. No me gusta el orden del libro porque el autor no organiza la historia por tiempo. Es poco confundido y afecta la historia mucho. En general^ recomiendo este libro porque la historia de Chris McCandless es muy popular y hay suspenso y mucha emoción.</p>,B2,3735673,47,M4767509,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected.	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.,A,1,A,A-MF,4196,,,,2021-06-29,2-A-SE
137,LANGUAGE ARTS,<p>Recientemente^ mi clase leyó el libro que se llama |The Adventures of Huckleberry Finn|. En este libro^ Huck Finn no le gustaba su vida y decidió escapar su vida con una bota en el Rio Mississippi. Durante su viaje^ Huck ecuentró un esclavo que se llama Jim. Huck no estaba cómodo ayudando un esclavo^ pero Huck aprendió que Jim era una persona también. El libro documento el viaje de Jim and Huck en el rio y tiene un mensaje muy importante sobre la relación entre dos personas de razas diferentes durante este periodo en historia. En su viaje Huck y Jim conocieron dos hombres que eran criminales y personas malas. Estos hombres causaron otras personas capturar a Jim y Huck decidió a sacrificio todo para ayudar Jim a escapar. Huck usó el ayudo de Tom Sawyer para ayudar Jim y en el final del libro^ aprendemos que Jim era una hombre libre durante todo el libro. </p><p>Me gusta la relación de Huck y Jim durante el libro. Pienso que el libro era progresivo por su tiempo y era muy poderoso también. Creo que el libro tiene el mensaje que todas las personas de todas razas son personas y todas la personas tienen emociones. Sin embargo^ no me gusta el fin del libro porque pienso que el facto que Jim era libre durante todo del viaje destruye el mensaje un poco. La libertad de Jim durante todo del viaje muestra que los acciónes de Huck no fueron contra de la sociedad. Todavía^ me gusta este libro mucho y lo recomendaría. </p>,B2,3735669,65,F4767505,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected.	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.,A,1,A,A-MM,4294,,,,2021-06-29,2-A-SE
158,POP_CULTURE,<p>Mi escuela es muy casual. Muchos estudiantes simplemente llevan cosas cómodas. Personas llevan su equipo favorito^ compañias populares^ o cosas con nada. </p><p>Unas personas les gustan reunirse en el centro^ donde hay tiendas^ restaurantes^ y espacios para relejarse con sus amigos. Recuerdo cuando yo unos de mis amigos nos reunimos en el centro por el noche en el verano. Nosotros comemos pizza y hablaron sobre muchas cosas. También jugamos deportes^ y al fin del noche^ nosotros comemos helado. </p>,B2,3735785,53,R4767621,A group of exchange students from Mexico is coming to your school. They want to understand the trends that are currently popular in your school.Write a blog post in Spanish about what is popular in your school and community. In two well-developed^ organized paragraphs^ be sure to address the following topics:	Describe the current clothing trends in your school community. Write about what is popular for students to wear both in and outside of school.	Many communities have places where young people like to get together. Think of a place like this in your community. Tell a story about a time when you or someone you know spent time there and describe everything that happened from beginning to end.,A,1,I5,A-SE,4294,3389.0,,,2021-06-29,2-A-SE
161,POP_CULTURE,<p>Estudiantes populares en mi escuela se vesten lo misma en la escuela que se vesten afuera de la escuela. Es muy común para niñas populares^ llegar a escuela en crocs en vez de zapatos y no tienen calcetines. También se vesten en su ropa para dormir y no piensan en que ropa están llegando a escuela en. Hombres se vesten casual también pero típicamente en zapatos^ camisas y sudaderas en el invierno^ y con pantalones cortos o jeans dependiente al estación del año. A todos les importa su pelo y cara pero la ropa no es muy importante y es casual para sentirse bueno.<br></p><p>Tenemos un sendero para bicicletas y personas que va a muchos lugares diferentes en los Estados Unidos que pasa cerca de nuestra area. Es muy popular caminar^ correr o biciclar este sendero y yo he biciclado y corrido con amigos muchas veces allí^ típicamente en el verano. Sobre este sendero hay una parte cerca del río que tiene un albero y un columpio de cuerda para nadar en el río y a muchos jovenes les gusta nadar allí. Una vez con un amigo estaba corriendo y terminamos de correr a esa parte para nadar en el río. Quitamos nuestras camisas y entremos el río en pantalones cortos. Nadamos para un poco y cerca 5 otros estudiantes estaban allí al mismo tiempo. Nadamos por cerca una hora y después continuamos a correr a nuestras casas. Fue muy divertido y lo hacemos mucho.</p>,B2,3735777,93,N4767613,A group of exchange students from Mexico is coming to your school. They want to understand the trends that are currently popular in your school.Write a blog post in Spanish about what is popular in your school and community. In two well-developed^ organized paragraphs^ be sure to address the following topics:	Describe the current clothing trends in your school community. Write about what is popular for students to wear both in and outside of school.	Many communities have places where young people like to get together. Think of a place like this in your community. Tell a story about a time when you or someone you know spent time there and describe everything that happened from beginning to end.,A,1,I5,A-MM,3389,,,,2021-06-29,2-A-SE
162,POP_CULTURE,<p>¡Hola^ amigos!</p><p>Para chicos que asisten Simsbury High School^ es muy popular llevar los jeanos o los cortos de jeans. Durante el inverano^ es una idea buena llevar los jeans cuando hace muy frío. También^ deberías llevarlos con un chaqueta para calientate. Sin embargo^ durante el verano^ los cortos son el camino a seguir. Es posible hacer mucho calor^ y Simsbury High School no tiene AC. Y cuando vas afuera^ los cortos son muy bueno. </p><p>Y todas los estudiantes saben que el lugar para estar es J. Foster's. J. Foster's es la mejor heladería en nuestro pueblo. Cuando hay un medio día a escuela^ muchos estudiantes caminan a J. Fosters para conseguir el helado. Recuerdo en el Día Memorial^ mi amiga y yo van al centro para ver el desfile. J. Fosters está en la ruta del desafile^ y decidimos conseguir el helado. El interior de J. Fosters es muy frío^ y hace mucho calor ese día. Escogí conseguir el helado chocolate^ y mi amiga decidió conseguir el helado de las fresas. ¡Los dos eran muy deliciosos! Comemos mientras veíamos el desfile. </p>,B2,3735789,48,G4767625,A group of exchange students from Mexico is coming to your school. They want to understand the trends that are currently popular in your school.Write a blog post in Spanish about what is popular in your school and community. In two well-developed^ organized paragraphs^ be sure to address the following topics:	Describe the current clothing trends in your school community. Write about what is popular for students to wear both in and outside of school.	Many communities have places where young people like to get together. Think of a place like this in your community. Tell a story about a time when you or someone you know spent time there and describe everything that happened from beginning to end.,A,1,I4,A-SE,3389,,,,2021-06-29,2-A-SE
163,POP_CULTURE,<p>Por ropa en mi escuela^ muchas personas les gustan llevar ropa de Lululemon^ Pacsun^ y Urban Outfitters. Muchas personas llevan pantalones que se llama |jeans de mamá| y camisetas cortas. Muchas personas llevan camisetas cortas afuera de la escuela porque no es apropriado para mostrar su estomago durante la escuela. Muchas personas llevan zapatos de Nike como |Air Force 1| o |Blazer Mid '77|. Me gusta mucho ropa atletico de Lululemon porque es muy cómoda y estiloso. </p><p>Un lugar donde mis amigas y otras personas jovenes les gustan reunirse es el campo de Iron Horse. Un tiempo^ después de nuestro examen de AP Biología^ mis amigas y yo fuimos a Starbucks y después caminamos al campo de Iron Horse. En el campo^ nosotros disfrutamos nuestros bebidas y hablamos por dos horas sobre el examen y nuestras vidas. Después^ nosotros decidimos jugar a las cartas y estaba muy divertido. Yo gané el torneo del juego |Guerra|. ¡A las 7^ era hora de salir! </p>,B2,3735669,65,F4767505,A group of exchange students from Mexico is coming to your school. They want to understand the trends that are currently popular in your school.Write a blog post in Spanish about what is popular in your school and community. In two well-developed^ organized paragraphs^ be sure to address the following topics:	Describe the current clothing trends in your school community. Write about what is popular for students to wear both in and outside of school.	Many communities have places where young people like to get together. Think of a place like this in your community. Tell a story about a time when you or someone you know spent time there and describe everything that happened from beginning to end.,A,1,A,A-MM,4294,,,,2021-06-29,2-A-SE
