Topic,"Response",TestVersion,TestId,TotalTime,UserName,"Prompt",PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,DateOfExam
ANIMALS,"<p>Hola mi nombre es diamante crec que tener un perro porque eslindo y suave </p>",A1,3731419,21,G4762145,"Your pen pal wants to get a new pet and has asked for your suggestions. Write an email making a pet recommendation for your pen pal. Describe in this email why you like the pet you are recommending. Explain positive and negative aspects of having this particular animal as a pet. ",I,1,N3,I-SE,3252,140,,,2021-06-11
COMMUNICATIONS,"<p>Conversaciones de adultos y ninos es muy diferente. Technologìa es muy importante hoy. Technologìa es muy responsible para mucho cambios en las vidas y mucho personas usan technologÌa para conversaciones. En contraste^ mucho adultos prefiere conversaciones cara a cara. ¿Que las diferencias en communicacion de adultos  y ninos?</p><p>Para ninos technologÌa es muy importante para ninos. Mucho ninos usan technologÌa para divertido y para escuela. En mi escuela yo uso mi computadora durante el todo el vida para trabajo de escuela y conversaciones. Redes sociales es muy popular para conversacion de ninos. Pero^ a veces communicacion de technologÌa es no facil. Redes sociales puede no bueno para mucho ninos. La programme de |Instagram| es no bueno para mucho estudiantes porque ninos identifican los diferencias de personas. TechnologÌa causa un adiccion para cellulares. En conclusion^ technologÌa puede no benficial para el estado mental para los ninos. Pero technologÌa es facil para communicacion con personas no cerca de mi. Por ejemplo^ yo hablò con personas no cerca mi pero attender mi universidad en el otoño.</p><p>Para adultos^ el communicacion es typicalmente cara a cara. Mucho adultos piensan hay communicacion de cara a cara es muy importante para los characterisitcas de personas. Cara a cara es importante porque personas en conversacion comprende detalles mayor en contraste de technologÌa. Las characteristicas de la conversacion es muy facil para comprender. Adultos no usan cellulares mucho en contraste de los ninos. Adultos usan cellulares^ pero adultos no usan technologÌa mucho. Tambien^ mucho adultos no gustan technologÌa en general.  Pero con la pandemìa de COVID-19 mucho adultos usò technologÌa para conversaciones y tabajo. Mucho personas usan technologÌa para communicacion (edad es no importante). La communicacion de adultos y ninos es muy similar porque la pandemÌa^ cual es interesante porque technologÌa es no perfecto para mucho adultos. Tambien^ adultos usan sitos diferentes de ninos. Por ejemplo^ el sito de |Facebook| es muy popular para adultos.</p><p>En conclusion^ hay mucho beneficiales no negativas para todas de formas de conversaciones. Tambien hay mucho diferentes existen de los formas. Con los problemas hoy es importante para continuar los convesaciones y ayudar otro personas.</p>",B2,3566711,68,K4579226,"In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.",A,1,N4,A-NE,2278,460,143,4587,2021-06-11
COMMUNICATIONS,"",B2,3691942,19,C4719284,"In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.",A,1,N4,A-NE,4428,,,,2021-06-11
COMMUNICATIONS,"<p>  Los ninos y los adultos communican en varios differentes maneras de nosotros^ y eso afectan los ideas que expresan los do groupos de personas. Para empezar los adultos y los  ninos communican en differentes maneras. Ninos generalmente usan su telefano para communicar^ esa tipo de communicacion es muy rapido y menos social. En contra los adultos en general so hablan para comunicar^ esa manera de communicacion es mas social pero menos rapido de los telefonos. En rsulto la diferencia en communicacion tambien crear un differencia en lengua y ideas.</p><p>  En el pasado mi mama solo cominican con sus amigos hablando^ ellos no tenian palabras cortas como^ |lol| |laugh out loud| y palabras como eso. En el otro lado en mi genreracion tiene esos palabras cortas cuando estan comunicando con la telephono^ y en resulto nuestros vocabularios estan menos avancados de nuestros padres. Un dia me dice |jk| a mi mama^ y ella no sabia que me estan diceindo a ella. En conclucion los adultos y los ninos no comunican el misma manera entonces^ afectan como hablan los ninos y los adultos.</p>",B2,3289278,58,W4274556,"In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.",A,1,I4,A-NE,473,,,,2021-06-11
COMMUNICATIONS,"<p>Los differentes de personas jovenes y viejas está más differente. Las personas viejas tienen más experiencidad entonces los jovenes. Yo pienso que el differencia mejor está comó personas viejas habla y los jovenes habla. La generación vieja prefiere en general en persona hablando por ejemplo. Mientras los jovenes prefiere usar sus celulares. Cuando personas viejas usan sus celulars ellos hablar con correos electronicó^ mientras a jovenes le gusta texto. Pero en general las personas vieja no usan celulares muchas^ ellos preferir otras opciónes por ejemplo correos. Este differenciás affectan comó personas lean y hablar. Por ejemplo^ un correo está más personal^ mientras textos está simplicó. Yo recuerdo un incidente cuando yo viajo a California para un trabajador. Yo doy mi papa correos porque a él mucho gusta correos y se amo mi papa. Cuando una persona escribe un correo tú sé que la persona hacer hablando sobre. Mientras yo devuelve de California a Ohio^ cuando nosotros usamos texto. Es muy aburrido y yo no puedo entender que significa.</p>",B2,3472432,46,R4476780,"In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.",A,1,I3,A-NE,3354,3543,4587,,2021-06-11
COMMUNICATIONS,"<p>En mí communidad los adultos no hablan con un telefono mucho. Los niños en mí communidad halban con un telefono mucho y tomar fotos con Snapchat. Los adultos quién halban con otro adultos^ hablan de los niños o los trabajas. Mucho de el tiempo los adultos son no muy cerca al otro y hablan de ideas muy basico. Niños hablan con los amigos y hablan de escuela o trabajas tambien.</p><p>Por ejemplo^ mí mamá hablan con los otros mamás en lacrosse. Los personas hablan de los niños cuando jugar lacrosse. Cuando hablan con mis amigos^ nostotros hablan de otros personas en escuela o hablan de chicos. </p>",B2,3685469,22,G4711897,"In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.",A,1,I1,A-NE,4428,140,3543,3444,2021-06-11
COMMUNICATIONS,"<p>Los chicos y chicas de hoy hablar mas diferente que los adultos. Usualmente los adultos les gustan hablar por llamar en sus movíles o cara a cara. Pero los chicos y chicas les gustan hablar por mensaje de texto^ o con mensajes más corto que los adultos usan. Cuando los chicos y chicas hablar^ los mensajes de que quieren decir pueden salir. Poco a poco^ pierdas sus ideas cuando cortas y cortas los mensajes. Pero los adultos^ no hacen mucho de eso. Los adultos les gustan dar sus mensajes con lo mejor detalle que pueden poner en los mensajes. Por eso^ la communicación de los adultos pueden ser mas sufficiente por los mensajes y ideas. </p><p>Por ejemplo^ un tiempo me decía algo que tenía que hacer para la escuela en un mensaje corto^ tan facíl para entender. Pues^ mi mama no lo entendí que quería decirla. Solo quería decirla que tenía que ir al escuela para tomar música^ pero ella no me entendí^ y entonces ella fue un poquito enojada. La diferencia en comunicación de los adultos y los chicos y chicas pueden ser la causa de enfadadación de personas^ y eso no puede ser bien para nadie. Pero^ en lo mismo resuelto^ la comuncación de los adultos puede ser la causa de enfadadación de chicos y chicas^ porque a veces no decían el tiempo del reloj lo mismo. Estes cosas son todos diferencias en la comunicación de adultos y comunicación de los chicos y chicas.</p>",B2,3685339,44,H4711767,"In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.",A,1,I4,A-NE,4141,,,,2021-06-11
COMMUNICATIONS,"<p>Los joven communicar mucho con telefonos y computaloras. Cuando los adultos eran joven^ no tiene el abilidad para communicar con textos y media social. Por que de eso^ es mas facil para hace planes con amigos. Adultos uso los methodos ahora tambien. Pero^ no es common para adultos a uso Snapchat y Instagram para communicar. Pero^ usan Facebook.</p><p>Cuando yo empiezo trabajar^ necessito llamar en el telefono. Yo tenia miedo a hablar en el telefono porque no llamar mucho. Ninos textar^ pero no llamar mucho. Era muy difficil.</p>",B2,3685457,38,B4711885,"In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.",A,1,I4,A-NE,4141,,,,2021-06-11
COMMUNICATIONS,"<p>En mi vida^ los ninos y los adultos communicaron en tipos mas differente. Muchos ninos usaban su telefono mobil para communicar y preferan llamarons de video y no llamaban otros solomnente con sus voz. Los adultos quiero llamaron en la telefono sin video y usando Facebook cuando los ninos usan Snapchat y Instagram. Cuando los ninos usando la featura de mesanje ellos ecriban senteces completamente. Ellos ecriban paragraphos. Pero^ cuando adultos usando la featura de mensaje en su telefonos mobil^ ellos escriban mensajes muy cortas. Usando todos lettros largos como este |¿HOLA COMO ESTAS?|. Por los ninos todo los letteros largos esta gritando y no legustan^ pero por los adultos no que piensan que ese es gritando. </p><p>En mi vida^ que una adulto especifico que communicar differente de los ninos. Este es el hombre que tiene mi gimnasio. Cuando necesito enviar una mensaje para el^ ello responda con |K|^ corta por |ok|. En los estados unidos con los ninos^ |K| es una palabra para usar que el estas frustrado^ pero^ como lost lettros largos^ los adultos no piensan y no tienes malas intenciones. Ese es solomente uno ejemplo que una tiempo que los ninos y los adultos communicaron differente.</p>",B2,3685461,44,F4711889,"In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.",A,1,I4,A-NE,3354,,,,2021-06-11
COMMUNICATIONS,"<p>Los adolescentes en mi pais son muy differente como los adultos. Pero^ adultos usar los telefonos como los adolescentes. Mis padres usán los telefonos mas de yo^ pero tipicamente los adolescentes usar mas de los adultos. Snapchat y Instagram son los formas de communicacíon muy popular para las adolescentes. En comparíson^ adultos usán Facebook o iMessage tipicamente. </p><p>Adultos están anojado cuando adolescentes usán los telefonos mucho pero adultos usán mucho tambien. Telefonos son complicado en el mundo de los adultos. Vosotros tienen mucho problemos con technologia pero usán los telefonos mucho. Adolescentes usán medío de socíal para dicé mesajes importante de politicos o el mundo. </p><p>En mi vida^ la mayoria de los adultos usán iPhone's. Mi abuelas y abuelos^ mi mamá y papá^ y el resto tienen una iPhone. Cuando yo mesaje mi mamá^ tipicamente ella repuesta con emojis. Ella no aprender que significa los emojis pero usán mucho. A veces^ yo estoy muy confundído y piensa que ella es anoajado o triste o emocionada. No me aprendío que mi mamá es trata de dice a mi.  </p>",B2,3685473,34,H4711901,"In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.",A,1,I4,A-NE,140,,,,2021-06-11
COMMUNICATIONS,"<p>En el ciudad de me los adultos usaron los cajas electronico mucho.  Esta tipo de communication es mas formal del los la comunication del ninos.  Los cajas electronicos affecto la lingua y cosas expreso porque no hay lingua informal.  Mi mama y papa usan cajas electronico por to trabajo y otros tipos de business. </p><p><br></p><p>Es tipico para los ninos usan los telefonos y media social para comunicar.  En contraste de los adultos^ este communication es informal y tiene mucha lingua informal. Usa este tipo para comunicar con sus amigos y otros ninos.</p><p><br></p><p>Mi mama usan cajas electronicos para comunicar con otros adultos formal pero yo usa lingua informal cuando yo comunicar con my telefono.  Cuando mi mama texto me^ usa lingua different de la lingua normalmente. </p>",B2,3685477,31,L4711905,"In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.",A,1,I4,A-SE,4192,,,,2021-06-11
COMMUNICATIONS,"<p>Es muchos differencias y similaridades de communicaciones por adultos y ninos. Primero^ muchas de la communicacion de ninos es en el interneto. Muchos ninos no hablar muchas en persona porque todas tiene un telefono. </p><p>Por ejemplo^ mi tia vive en Oklahoma^ y no es posible por mi hablar con ella en persona^ pero es posible por yo hablar con ella en la telfono.</p>",B2,3685521,29,P4711949,"In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.",A,1,I2,A-NE,4141,,,,2021-06-11
COMMUNICATIONS,"",B2,3685525,16,H4711953,"In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.",A,1,I2,A-NE,3389,,,,2021-06-11
COMMUNICATIONS,"<p>En mi pueblo^ los adultos communicado con Text y Facebook^ y habla mucho en el telefenado. Los adultos no tengo |slang|^ y es mas facil para comprende que dice los adultos. Por los adoloscentes^ communicado mucho con Snapchat^ Instagram^ y Text. Los adoloscentes tienen un language muy complicado^ con mucho |slang|. Por este razon^ no es facil para comprende que los adoloscentes hablar sobre en los media sociales.</p><p>Un ejemplo es que los adoloscentes uso mucho de los |emojis| para ser sarcastico. Cuando mi mama uso estos emojis^ es serioso^ y no comprende que no es serioso quando yo uso.</p>",B2,3685537,12,R4711965,"In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.",A,1,I3,A-NE,4141,,,,2021-06-11
FAMILY,"<p>Estimada Amiga: </p><p>¡Gracias por su correo electrónico! Yo estoy emocionada para tener la oppertunidad de responder a sus preguntas. Para mi familia en los estados unidos es muy importante que nosotros tenemos tiempo para pasar juntos. En mi familia un tiempo importante es la cena. En mi casa^ nosotros comemos cena cada dÍa juntos. A veces es dificÍl porque nosotros tenemos differentes actividades durante el dÍa pero mi mamá siempre puede encontrar un tiempo que nosotros podemos hacer. Tambien en mi familia es muy importante pasar tiempo con mis abuelos. En mi situación mis abuelos viven en differents estados y es mas dificíl a ver ellos. Necesitamos viajar ocho horas para ver a ellos entonces necesitamos mas tiempo para pasar visitando a ellos. Tambien en muchos familias en mi communidad es común ir a ceremonías religiosos en los domingos. Esté tiempo es importante porque es tiempo que pasas con tú familia que tiene mucho valor. En mi communidad de Vernon Hills muchos de mis amigos y otros estudiantes en mis clases tiene muchos actividades y por eso no pueden pasar mucho tiempo con sus familias. En mi generación tiempo es mas y mas dificíl a obtener. Tal vez cuando tienes tiempo libre es importante pasar con sus familias. Puedes comer cena^ ir a una ceremonía religiosa^ jugar un juego^ o ver una película. Cual quier cosa que haces es tiempo que es importante con tú familia. La familia de mi mejor amiga tiene una actividad cada lunes^ nadan en la piscina y despues comen hamburgesas y helado. Ella siempre dice que este tiempo es muy importante a ella y que siempre es su favorita cosa de la semana. La tiempo para la familia es muy importante y puedes hacer cual quier cosa que quieres. ¿Qúe actividades hacen con tú familia en España? <br></p><p>Atentamente^ </p><p>Brooke D </p>",B2,3654138,76,V4677241,"Your penpal from Spain wrote you an email. She wants to know more about family life in your country.Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family.",I,1,I5,I-MF,3907,460,143,4587,2021-06-11
FAMILY,"<p>¡Hola!<br></p><p>Yo paso mucho tiempo con mi familia. Cada noche cenamos juntos y algunos veces^ toda mi familia cocina la comida. Hablamos mucho. Nosotros miramos a películas y jugamos juegos de Monopoly. Támbien nos gustamos caminar con nuestro perro alrededor del barrio y hacer caminatas. Más o menos una vez cada mez^ nosotros vamos a los Adirondacks para subir montañas. Despues de una caminata larga^ nosotros vamos a nadar en un lago y comer helado. Mi madre le gusta sacar tantos fótos. Todos los noches mis padres leen a mi hermana pequeña. Mi hermano y yo hacer ejercisio juntos mucho. Es muy divertido cuándo pasamos tiempo con mis abuelos^ tíos^ y primos. Comemos mucha comida^ vamos de compras^ y celebramos. Me alegra pasar tiempo con mi familia. </p><p>Abrazos^</p><p>Ruby</p>",B2,3657164,11,B4680771,"Your penpal from Spain wrote you an email. She wants to know more about family life in your country.Write an email response to your penpal in which you describe how you or others spend time with family. Tell her as much as you can about the kinds of activities people enjoy doing together as a family.",I,1,I5,,3534,4138,,,2021-06-11
