Topic,"Response",TestVersion,TestId,TotalTime,UserName,"Prompt",PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id
ART,"<p>La Arte en Nuetro Pueblo</p><p>¿Así que^ deseáis enseñar sobre los tipos de arte encontrarèis en el pueblo o en la escuela? No mira lejos^ puedo deciros dónde descubrir nuestras obras de arte^ y bueno para vos^ son en todos los lugares. Primero^ emprendemos con la escuela como ha aclamado sus estudiantes crear y contribuir sus perspectivas únicas. Tenemos un cuarto grande para un grupo masivo de gente y a muendo^ encontraréis personas tocando sus instrumentos como el piano^ la guittra elètrica^ y más. Hoy^ cúando yo era caminando para almorezar^ el sonido de un grupo músical practicando trasladaba en la escuela. Existen los conciertos para teatro y música^ y han ocurriado en la escuela^ el parque^ y |El Verde| del pueblo (lo está en el centro del pueblo y es llamado verde porque las plantas se cubren). Adèmas^ hay un grupo local para interpretar las obras de teatro. La escuela tiene un biblioteca tambièn^ y podèis tomar libros de poesía^ acciôn^ o de imagénes. </p><p>Debo informaros sobre de las obras en el pueblo. Este pueblo construía una biblioteca y tiene muchos los libros de todos temas. Por |El Verde| alguien diseñó una escultura detellada para las fuerzas armadas. Adèmas^ puedes ver belleza en la arquitectura en los edificios para religión^ como eran construidos por la mano y tienen ventanas grandes. El pueblo es considerado pequeño y el solo mueso que le habita es para la historía de la biblioteca. </p><p>Para mí^ el arte me ha difruitaba al mayor es la mùscia y la literatura. Toco la guitrra y el piano y escuchaba muchos grupos y obras de música de |rock| a classica. Me siente relajante y contenta que los ritmos y sonidos se mezclen. Frequentamente^ escribo poemas y este año tomè un clase para escribir creativo. Por lo tanto^ me disfruitan estos artes porque los entendo. ¿Estoy inpreguntando què obras de arte os disfruita? Es importante que descubráis arte en el pueblo para criar su mental y espritú creativo.</p>",B2,3738427,8705,A4771421,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,A,,4192,,,
ART,"<p>Mi escuela tenie un mostrar de arte cada ano y tu puedes comparar boletos para. Mi guasta ir a ser el potter gue hacen y los pintures abstractas porque tu pudes usar tu imaginacion.</p>",B2,3740493,40,D4774642,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I1,I-SE,4141,,,
ART,"<p>Hola^ puedes ver mucho arte en los museos locales. Si quieres ver un gran variedad de arte puedes ir a los museos de la ciudad porque tienen una colección mas grande. Me gustan muchos tipos differentes de arte^ pero tengo algunos favoritos. Me gusta mucho ver arte que muestra eventos de batallas o exito en la batalla. Tambien me gusta el arte que incluye la mitología griega y romana porque siempre tienen diseños de aspectos que son asombroso. Finalmente me gusta el arte que muestra hermosos eventos como puestas de sol o oceanos porque esto pinturas son muy bellos. </p>",B2,3740509,34,P4774658,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,A,,3543,,,
ART,"<p>Para los estudiantes de Madrid: </p><p>En mi escuela^ la arte es en los coridores^ las clases^ las pinturas^ etc. La programa de arte en mi escuela es muy grande y muy bueno. Muchos diferentes estudiantes les gustan el arte y participan en los contestos y clases durante el ano. A veces^ los estudiantes miran el presentacion del arte o^ posible^ participan en los actividades. El principal del escuela publica los fotos del arte en los redes sociales para los otros estudiantes^ profesores^ y padres miran. La arte que crear es muy bello y tiene muchos detailes para clarificar los conceptos y temas. Personalmente^ yo no me gusta el arte y no soy bueno^ pero yo respeto las personas que bueno y le gustan. Mi avorito tipo de arte es el arte que tienen los colores vivos y los mismos detailes porque son muy simple para mi.</p>",B2,3740653,29,K4774802,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I5,,4294,,,
ART,"<p>Hola estudiantes de Madrid y bienvenidos! Te gusta el art? Puse usted ha venido el lugar correcto.  El Museo Metropolitano de Arte de Nueva York es un bueno lugar para visitar. Este lugar tiene una variedad de arte y es muy grande. Me gusta el arte de realistas^ comos retratos^ porque dan vida a los personas. Que tipo de arte te gusta?</p>",B2,3740657,32,Z4774806,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,A,,4294,,,
ART,"<p>Hola los estudiantes de Madrid! Bienvenida a mi ciudad y a la exhibicion de arte. Tipicamente^ ir a a un museo de arte para ver la arte^ pero mi ciudad no tiene uno^ asi nosotros podemos usar las escuelas. Los estudiantes de mi ciudad es son muy talentosas y ver muchos estilos de arte. Me gusta el arte moderno^ porque mi gusta de estilo y se ve bien en mi opinion. En otro localizacion es en el restuarantes expensivos^ porque ellas generalmente tiene artes. Es inusual ir al restaurante para arte^ pero mi ciudad no tiene mucho localizacoines con arte. Mi favorito restuarante con bien arte es Savinis porque ellas tiene muchos artes de Italiano y tiene muchos colores. Tambien me gusta mirar los artes de ninos porque los artes tienen mucho creatividad^ diferentes de algunas adultas. Adicionalmente^ me gusta mirar casas de moderno porque es mi favorito estilo porque no me gusta estilos antiguos como era de Victoriana o de anos de 1970's. Tiene diverte en mi ciudad y adios!<br></p><p><br></p>",B2,3740665,9,B4774814,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I4,,4314,,,
ART,"<p>Arte es muy popular en Mahwah! Tenemos una buena programa de arte en las escuelas. La escuela tiene muchas clases del arte para los estudiantes. Todos los anos^ tiene un festiva de arte. Este es para los estudiantes puede ver los proyectos del su y su amigas. Tambien^ Mahwah tiene un museo donde puedes ver las sculpturas y otros proyectos de historia. Yo prefiero el arte de pintura. Yo estoy en la clase de arte para dos anos en Mahwah. Mi material favorita es la pintura. Es muy divertido para usar y es muy bonita. </p>",B2,3740669,29,T4774818,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I1,I-MM,2278,,,
ART,"<p>Yo prefiero el arte de symmetrico y el arte de clearo.  Yo prefiero porque es arte es bueno y interesante. En la escuela el arte es en un arte clases y STEM clases.</p>",B2,3740685,16,D4774834,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I1,I-MM,3400,,,
ART,"<p>El arte es muy interesante.</p><p>El fondo es muy viva.<br></p>",B2,3740697,1,G4774846,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I2,I-SE,4294,,,
ART,"<p>En mi escuela esta es mucho classes y lugares que ver y hace arte.  la ninos en el escuela que hace arte es my telento. La escuela secundaria Mahwah tiene muchas clases de arte para elegir. Nostros tenemos clases gusta desanor interior^ dibujando y escribieno clase^ arte de clase regulare y mas. Yo prefero desnaor interior clase porque es interestante y divertido. Tu trabajando con haciendo cases en tu percepcion. En algunas de mi projectos yo puedo se mucho creactiva y pone mi ideas en mi trabajo. Es relejamente y la clase es no aburrido porque los dias es differente.</p>",B2,3740717,39,M4774866,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I4,,4294,,,
ART,"<p>La arte en mi escula es muy bonita y muy colorful. Los aretes tienes differentes colores^ y formas. Es significa por que es un arte de differentes personas^ y las personas emocion. La persona es feliz^ la persona escribe la pictura tienen la colores amarillo^ y naranja. La persona es mal la persona escribe la pictura con los colores negro^ y rojo. La arte yo prefiero es los artes los todos^ la arte es muy interasante a mi. </p>",B2,3740765,18,J4774915,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,N4,I-SE,4491,,,
ART,"<p>Hay muchas tipos de arte en los estados unidos. En mi pueblo de Mahwah^ solamente tenemos arte en mi escuela. Algunas paredes tiene arte de los estudiantes. Cerca de mi pueblo es la ciudad de nueva york. En nueva york hay una museo de arte. Tiene mucho arte de las artistas de otros paises del mundo. El tipo de arte que me gusta mas es realista porque me gusta mirar otros lugares del mundo. Por ejemplo yo tengo un pieza de arte de una iglesia en barcelona. Una artiste quien me gusta es Diego Rivera. Señor Rivera pintó mucho arte de los trabajadores y yo creo que la historia de los trabajadores es muy importante.</p>",B2,3740773,29,K4774923,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I4,,473,4154,,
ART,"<p>hola</p>",B2,3740793,8659,Y4774943,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,N4,I-NE,4462,,,
ART,"<p>Hola estudiantes de Madrid^</p><p>El arte es muy importante en nuestras vidas^ por lo que te diré dónde encontrar el mejor arte local. Primero^ querrás tomar un tren a la ciudad de Nueva York. El Museo Metropolitano de Arte en la ciudad es muy grande y tiene arte impresionante^ desde estatuas hasta pinturas. Es uno de los museos de arte más grandes y mejores del mundo. Pero^ si esta buscando algo más local^ debe ir a la galería de arte local. Aunque^ no encontrarás todos los tipos de arte aqui.<br></p><p>En mi opinion^ prefiero el arte que es realistica porque representa la belleza real. Me encanta el arte que muestra la naturaleza. Pero^ también me gusta el arte de Frida Kahlo porque es interesante. En definitiva^ el arte en general es hermoso y importante de entender.</p>",B2,3740805,27,H4774955,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,A,,4520,,,
ART,"<p>¡Attención los estudiantes de Madrid! Ven a vistar el arte de Mahwah. Especificamente^ vistar el Mahwah High School. Nuestro escuala tiene  mucho diversidad en arte: las pinturas^ las esculturas^  y las fotas artisticas. Pero^ mi favorito forma de arte que mi escuala tienen son las pinturas^ esto es porque son muy hermosas y todos son únicos. Además^ estas pinturas demonsran las estudiantes de Mahwah^ quienes son trabajadoras que tienen éxito académico. En particular^ las pinturas son de los piasajes^ retratos^ naturaleza muerta^ y conceptos abstractos. Pero esto diversidad tu serás encontra una forma de arte para tu.</p>",B2,3740809,60,N4774959,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I4,I-MF,4141,,,
ART,"<p>Hola los estudiantes de Madrid^</p><p>En nuestro pueblam^ el arte es muy significo. Tenemos muchos tipos de arte y hay muchos museos esta cerca de la escuela. El dibujo es el mejor tipo de arte porque es muy facil a escribir y no puedo pintar. Produco muchas pincturas en el ano pasado y los estudiantes de Madrid pueden comprar mi trabajo. El arte es una forma de divertido en este pais.</p>",B2,3740821,23,R4774971,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I1,I-MM,3768,,,
ART,"<p>Bienvenido a mi sitio de web! En este post^ ahorra nosotros hablamos con el arte en la escuela y donde esta los lugares buenos para ver arte. En la escuela hay un tanto de personas que tienes un regalo con arte. Es importate como los estudientes expressan los ideas con otros personas entonces la escuela tiene un presentancion del arte. Es un idea fantastica y hay una manera cuando personas del collegio vean el arte. Para un lugar bueno para ver arte^ Nueva York tiene aristas de todo el mundo. Hay arte afuera y adentro pero no necesita paga dinero en espacios especificos!</p>",B2,3741013,38,Z4775167,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I4,,3400,3534,143,3444
ART,"<p>Hola^</p><p>En el barrio de Mahwah en Nueva Jersey en los Estados Unidos^ arte local es una fuerza que unifique esta comunidad. Artistas y pinadores locales expresan sus pensamientos y emociones a traves de su arte y han compartido sus regalas con vecinos. Arte puede ser escondido en las murales grandes en varias partes del barrio. La mayoria de las murales en edificios locales sirven como un expresion del artista y tambien un lugar en que residentes pueden usar para tomar fotos. Esta visual vibrante attractique personas y entonces mejora la econonomia local que depende en las personas que estan vistitando la area. Yo prefiero arte en la forma mural en vez de arte en la forma de esculpturas en mi barrio^ usualmente son mas creativas y vibriantes^ un concepto que la generacion technological de redes sociales encantan.  Un viaje de adolecentes a mirar arte es mas comun como personas viejas que no cotribuyen en la misma manera al econonomia local.</p>",B2,3741049,17,Z4775203,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I4,,3534,,,
ART,"<p>Yo prefiro la arte que tines muchos colores^ me encanta! Los colores mas llamativo^ pero no me gusta mucho diburrar^ las cosas  son muy complicadas^  porque para mí^ yo no lo gusto mucho de artes^ tienes que hacer muchas delicadesa y tines  que tener muchas inspiracíon para diburrar algo. Entonces yo no tengo nenguna arte que me encanta. </p>",B2,3744467,34,D4781091,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,N4,I-SE,4490,,,
CLUBS,"<p>Hola^ Principal <br></p><p>Me llamo sophia yo tengo hablando con uno de tu estudiantes de tu escula. Mi amigo es muy pacionamente sobre empeza un clubo para tu escuela. Pienso que es un buena idea porque un clubo puede ayuda la comunidad y el enviromento de la escuela y los relacions con estudiantes. Mi amigo quiero tu empezar un clubo de libro. El purpose de el clubo es muchos estudiantes come junto y lee libros y hablando sobre ellos. Pienso que es muy interesante y un buena idea para el escuela. </p><p>Un clubo de libro puede ayuda estudiantes expandir el knowledge y tiene amigos. Ellos puede lee los libros hablando sobre ellos y entonces los profesors puede feliz porque los estudiantes es junto hablando sobre Libros y por que ellos es muy importante. Lee es no popular para muchas personas pero cuando tu tiene muchas personas tenemmos divetido lee que es muy bueno para el reputacion de la escuela y los madres y padres puede tiene un celebracion porque hay ninos y ninas es no situaciones terrible. Toco mi recomendacion porque un clubo de libros es facil y muy muy muy bueno para el comunidad de la escuela. </p><p>Adios^ Sophia :)</p>",B2,3744475,48,A4781099,"Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:		Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why.			Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students.	",A,1,Below N4,A-NE,3958,,,
CLUBS,"<p>Hola Señor Diréctor. Me llamo (tu nombre). Soy un estudianté en aquí en (tu escuela)^ y estoy en el (tu año) año. Varíos estudíantes^ y yo^ nos gustaria empezar un clúb. Buscámos permíso para empezar nuestro clúb de líbros. Cualquíer personá podría juntarse al club y sería un lugar dondé se hablaría sobre los libros que hemos leido. Tambíen^ el clúb daría un lugar dondé los estudíantes^ a quíen les gusta leer^ pueden descubrir núevos líbros. Los participantes se juntarian dos vecés a la semana. Sería después del día escolar^ y así no sé intervíene con las clases de los estudíantes. </p><p>Teníendo esté clúb en nuéstra escuela sería ún benefício para los estudiantes. Los estudiantes aprendíeran mas sobre lo qué ya aprenden en la clasé de español. Admemas^ muchós estudiantes nuévos qué no tíenen amigos^ podrian hacerlos en el clúb de libros. Otrá ideá es qué el clúb podría organizar un eventó^ cada año^ dondé se podría hacér dinero. Esté dineró podriá ayudar a los niños qué no pueden comprar libros para leer. íNo veo un aspecto negativo con la ideá de el clúb y sería divertido! Hasmé sabér lo qué píensas^ y gracías por su tíempo.</p><p><br></p>",B2,3744471,66,T4781095,"Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:		Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why.			Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students.	",A,1,I5,A-MM,3400,,,
CLUBS,"<p>En la escuela^ tienes muchos clubes^ pero yo voy a hablas sobre el clube de futebol^ normalmente en las escuelas tienes muchos clubes^ como lo clube de torcida y el clube de futbol. Lo clube de futbol^ muchas personas le gusta^ es muy bueno pero yo no entiendo mucho... :( pero los ticos y  las ticas se puedem jugar futbol en la escuela. Normalmente es un grupo de 8 personas (creio yo) y el/la tines que ter una preparacíon muy buena para que pudes gañar^ el tecnico de fútbol^ hace la preparacíon con su equipe y despues empienza una competicíon con otras escuelas y otros clubes de futbol. Las ticas que están en el grupo de torcida tienes que hacer una apresentacíon antes de lo juego^ es muy bueno. entonces^ que clube usted le gusta ? Para mí^ yo le gusto el clube de voleyball^ me encsnta^ es muy bueno. </p>",B2,3744467,34,D4781091,"Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:		Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why.			Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students.	",A,1,N4,A-NE,4490,,,
