Topic,"Response",TestVersion,TestId,TotalTime,UserName,"Prompt",PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,DateOfExam
ART,"<p>La arte de Waukesha es muy intersante. La arte ayuda las personas aprender de la ciudad y la historia. Hay gitarras y pinturas en los calles y casas. La arte tiene muchos coloros. La arte esta en la ciudad grande. En el escuela^ la arte esta afuera y es muy grande. La arte tiene muchos animals y arboles. La arte tiene los colores^ verde^ y azúl. La arte esta nueva y es muy bonita. Yo me gusta la arte de escuela porque los estudientes lo hacen. Yo pinté un poco. Mis amigas y yo ayudamos hacer dos animales en la arte. Nosotros quisieron hacer un olso grande pero otras personas tuvieron miedo. </p>",B2,3684648,46,P4711017,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I5,,4314,,,,2021-06-09
ART,"<p>¿Donde en la ciudad podrías ver arte? Es una questione^ yo eschuché mucho. En mÍ opinion^ están tres lugares^ donde ves arte in la ciudad. </p><p>Lugar numero uno es el museo de arte clasico. El museo está cerca de la escuela y está la recha de el banco. El museo tiene mucho arte^ por ejemplo^ tiene la pinturas de Picasso. El primo vez^ yo visito el museo solamente para la pinturas de Picasso^ como hoy^ cuando visito el museo^ yo no veo la pinturas de Picasso. </p><p>Lugar numero dos es el monumento de Grande Mano. Grande es muy intereseante porque es un monumento de uno mano. Me gusta el monumento porque no tengo un billete para entrar. Tambien^ en la noche el monumente es muy spectacular. </p><p>Lugar numero tres es la universidad. Alumnos de la universidad donataron muchos pinturas^ fotos y modelos. La universidad construió un museo para gente ven los artes. El museo es muy grande y incredible.  Tiene columnos es blanco y muy alto. Yo prefierendo arte de la universidad porque^ la universided tiene arte de mucho categorías.</p>",B2,3684664,64,G4711033,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I4,,4281,,,,2021-06-09
ART,"<p>Quendo amigo^ si queres a ver arte en escuela o ciudad^ estas en el lugar corecte. Este escuela tiene muchos clases de arte como dibujando y pintando^ tambie hay la clase de cantando cual es un clase de arte^ tambien hay muchas mas clases de arte en la escuela. Personalmente^ me gusta a dibujar y pintar. Yo he creado muchas projectas que son de dibujar y pintar. Puedes hacer un paper muy grande o pequeno^ pero no importa. Cuando tenia cinco anos es cuando yo aprendi que me gusta a dibujar. Yo no solo me gusta a dibujar y pintar en papel^ pero me gusta a usar la programes de la computadora como |Adobe Illistrator o Adobe Photoshop| porque ahora me gusta arte digital. Hay clases en la escuela o clases advanced para personas quien le gusta arte graphica. Hay muchos opciones con arte en este ciudad y espero que te gusta algo^ sinceremente Tommy</p>",B2,3684668,40,W4711037,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I5,,3252,,,,2021-06-09
ART,"<p>En nos ciudad nosotros muy arte. En el centro de nos ciudad era muchos art. Muchos lugares tienen dibujas en su cuartos. Los tienas todos tienen materiales por dibujando. </p>",B2,3684696,68,Z4711065,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I1,I-MM,4341,,,,2021-06-09
ART,"<p>En Waukesha hay mucho guitaros de arte. Los guitaros es muy bonitas. Los guitaros es en Fram Park y centro el banco. Yo me gusta la arte de classica porque la arte es el mejor bonita. Mi favorito arte de classica es |The Starry Night| porque yo me gusta los azules.</p>",B2,3684716,22,U4711085,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I2,I-MM,4141,,,,2021-06-09
ART,"<p>El arte en mi país es facinante.  Puedes ver arte en el museo de arte. A mi me gusta mucho el arte que parece de vida real^ no me acuerdo como se llamán pero me gustan porqué es como si se estuviera moviendo el arte. Esté tipo de arte son mis favoritos. En mi país tambien tenemos arte historica. </p>",B2,3684744,38,G4711113,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I4,I-MF,3549,,,,2021-06-09
ART,"<p>la arte en mi escuala es muy interesante. la arte es muy grande y a vaces muy pequeno pero siempre interesante. en mi escuela habia otros personas con talent</p>",B2,3684748,6,U4711117,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,N4,I-SE,4145,,,,2021-06-09
ART,"<p>Hola nuevos estudiantes de madrid^ Nuestra maestra de español quiera que les enseñara nuestra ciudad. En La communidad que esta alrededor de la escuela es muy differente comparandolo a otras ciuadades. Nuestra communidad tiene una passion para el arte. Hay arte en todos lados cuando caminas para la escuela hay arte en las paredes hasta en los carros que pasan. La ciudad es conocida como la ciudad de Dibujo porque no hay un lado que no esta desplegada en arte. El tipo de arte que preferio yo es la arte del futbol^ Si vaz a las canchas de futbol puedes ver dibujos de muchos differentes deportistas que juegan el deporte. Si tienes el tiempo yo les sugerio que vengan a jugar el futbol podemos tener un tiempo divertido y sentarnos para admirar la arte en frente de nostoros. </p>",B2,3684752,14,D4711121,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I5,,4294,,,,2021-06-09
ART,"<p>El arte de mi escuela es muy diverso. Cada año^ mi escuela tiene un programa se llama |The Great Art Show^| donde hay muchos tipos de arte que los estudiantes hacen. Además^ este programa da el oportunidad a expresar que tú piensas. Algunos estudiantes expresan que piensan de politics^ o de problemas en sus vidas. Personalmente^ yo prefiero el arte abstracto. Este es porque con el arte abstracto^ cuando yo lo hago^ yo puedo expresarme en la forma que yo quiero. Por ejemplo^ desde cuando yo era joven^ yo siempre me gustaba el artista se llamaba Picasso. Picasso es probablamente el progenitorio de arte abstracto^ y su arte es mi favorito. Por ejemplo^ el arte se llama |Starry Sky| es muy famoso^ y Picasso lo hizo. Además^ mis padres tambien le gustaban arte^ en particular^ mi madre. Ella era muy bien^ y ella podÍa dibujar muy bien. Aunque ella tiene dolor de su mano ahora^ ella tambien prefiere arte abstracto^ y ella es porque yo me gusta arte abstracto. <br></p><p>Los estudiantes de Madrid^ hay mucho oportunidad para ver arte in mi ciudad y escuela^ y yo sé que vosotros os gustará el arte en mi escuela.</p>",B2,3684768,63,L4711137,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,A,,4150,,,,2021-06-09
ART,"<p>En mi escuela es mucho artistas. Es muchos classes por artistas en mi escuela. Es mucho arte afuerra de la centre de performenca en mi ecuela. Mi typo favorito de arte es arte de deportes y personas por que es interesante y es muy bueno.  En cumberland no tenia un casa o structura con arte. Yo no sabe. </p>",B2,3685395,50,C4711823,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I4,,4294,,,,2021-06-09
ART,"<p>Hay mas arte en mis escuela^ y yo tienen un gran parte de el. Ay un pintura grande en un parte enfrente de los calles por Inglesa y Espanol y Francais. Yo pintar un parte de el mural. Hay arte en todos partes del escuela^ son los projectos de los estudiantes pasados por un clase^ un projecto^ ¡y tambien por el theatre! Yo te gusta el tipo de arte de pintura por que yo pintura mucho. Cuando yo es joven^ yo te gustan a dibujar y pintar^ y mis padres se ayudan. Le dan instrumentos de arte a mi por el Navidad y mi cumpleaños y pintar y dibujar mas despues de. Van al museo por arte in mi cuidad mucho^ ¡y quiere a trabajar en un museo en el futuro!</p>",B2,3685421,23,U4711849,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I4,,3252,,,,2021-06-09
ART,"<p>En Portland^ Maine^ hay muchos murales públicos para ver. Hay murales a los lados de los edificios. También hay un museo de arte. También hay muchas estatuas en la cuidad. Gran parte del arte trata sobre Maine o sobre la sociedad. En mi escuela^ los estudiantes de arte terminaron el arte y colgaron el arte en las paredes de la escuela. ¡Note algunas de las obras de arte hoy y pense que era increíble! Me gusta el arte que tiene muchos colores y el arte que tiene textura. Me gusta el arte que incluye cuidades o personas. Me gusta el arte que me emociona. </p>",B2,3685429,41,L4711857,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,A,,4435,,,,2021-06-09
ART,"<p>En mi escuela^ hay muchos estudiantes quien artistas y presente su arte en la escuela. Hay muchos arte sobre animales^ personas^ edificios^ y más. Ahora^ muchos estudiantes de la clase de arte son dibujo en la escuela con much colores. Hay rojo^ amarillo^ verde^ azúl^ mojado^ y muchos colores entre. Aunque los artistas son muy joven^ la arte es muy bueno y impressive.</p><p><br></p><p>En mi pueblo y los pueblos en alredordes^ hay muchos arte en la calle o en el museos. Hay graffittí en el calle y yo mira el arte en los ventanas en el edificios en Portland. Es muy bonito y yo me gusto mira los arte cuando camino en Portland.</p><p><br></p><p>Mi arte favorito es el arte abstracto porque es muy interesante. El arte es usualmente tiene muchos formas y es surreál. El arte tiene muchos colores y yo interpretar el arte en muchos formas. </p>",B2,3685489,41,U4711917,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,N4,I-MM,4566,,,,2021-06-09
ART,"<p>Me gusta arte abstracto porque es muy differante de todo el arte. No es un photographia o un pintura de un photographia o un pintura que un otro persona possiblimente creo. No hay un mucho arte en mi pueblo pero hay un mucho arte en mi esquela. los IB y AP clases de arte esta muy grande y los estudiantes creo un mucho arte que es muy bonita. Hay un mucho de los estudiantes arte en el esquela. </p>",B2,3685493,25,P4711921,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,A,,4138,,,,2021-06-09
ART,"<p>No hay mucho paices para ve arte en su comunidad pero en su escuela hay mucho paices que tu ve arte. Hay mucho clases de arte en yo escuela y el arte de los estudiantes esta en la escuela. Yo tiene un amigo que ayudar el maestro del arte con su clase y el amigo es un artista muy bueno. Mi amigo usar pinto y crear arte muy creativo y unusual. Arte unusual es me favorito tipo de arte porque es diferent de el arte normal. Me artista favorito es Bob Ross porque Bob Ross es un persona muy bien^ hablaste bien y addicionalmente es un artista bien.</p>",B2,3685513,19,N4711941,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I4,I-MF,4435,,,,2021-06-09
ART,"<p>¡Hola a todos los estudiantes de Madrid! ¿Estan interesado en arte? Pue ven conmigo para ver todo el arte que mi ciudad pequeño ofrece a todos ustedes. Hay personas que pongan su arte en las calles porque la mayoridad estan alquilado al mes para decorar los lugares que quieren. Hay algunos que hagan arte en la calle sin permiso^ pero eso es arte^ ¿no? También hay arte de los esutidantes en mi escuela. Todos los meses nuevos^ en el frente de la escuela^ ponen un exibicion del arte mas populares del mes. Pienso que el arte de la natura sera el arte mas mejor del mundo. Hay algo que me fascina de ver algunos países^ ciudades^ o parques en los ojos del pintador. Ellos pueden sacar razón de todo que pintan^ sin enfocarse en algunos ideas.</p>",B2,3693261,40,P4720710,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I3,I-MF,4476,,,,2021-06-09
CELEBRATIONS,"<p>los cumpleaños aquí son como en cualquier otro lugar^ tenemos fiestas de cumpleaños y tambien tenemos regalos </p>",A1,3737298,16,W4769833,"Your penpal from Guatemala asked you to describe how people usually celebrate their birthdays or other special events where you live.Write an email to your penpal. Describe in detail how you or your friends usually celebrate birthdays or other special events. Give examples of activities people do on their birthdays or for special events^ who celebrates with them^ and any other information about the event.",I,1,I2,I-MM,3549,,,,2021-06-09
CELEBRATIONS,"<p>Hola penpal </p><p>Aquí en panamá solemos celebrar cumpleaños como lo celebran otros países. realmente no hay ninguna diferencia.</p><br>",A1,3737334,21,S4769869,"Your penpal from Guatemala asked you to describe how people usually celebrate their birthdays or other special events where you live.Write an email to your penpal. Describe in detail how you or your friends usually celebrate birthdays or other special events. Give examples of activities people do on their birthdays or for special events^ who celebrates with them^ and any other information about the event.",I,1,N4,I-SE,4294,,,,2021-06-09
CELEBRATIONS,"<p>Una birthday east grande celebration.<br></p>",A1,3671879,6,C4697202,"Your penpal from Guatemala asked you to describe how people usually celebrate their birthdays or other special events where you live.Write an email to your penpal. Describe in detail how you or your friends usually celebrate birthdays or other special events. Give examples of activities people do on their birthdays or for special events^ who celebrates with them^ and any other information about the event.",I,1,N3,I-NE,3534,,,,2021-06-09
CELEBRATIONS,"<p>you er a mi amigos casa para juga y sleep over</p>",A1,3704338,5,K4733480,"Your penpal from Guatemala asked you to describe how people usually celebrate their birthdays or other special events where you live.Write an email to your penpal. Describe in detail how you or your friends usually celebrate birthdays or other special events. Give examples of activities people do on their birthdays or for special events^ who celebrates with them^ and any other information about the event.",I,1,N2,I-NE,4476,,,,2021-06-09
CELEBRATIONS,"<p>Aqui en mount vernon  los personas celebretar con cake o doing un  bday at red robin o se celebretar con su famila y hacer jugos y todo de esto es muy divertedo</p>",A1,3704362,17,G4733504,"Your penpal from Guatemala asked you to describe how people usually celebrate their birthdays or other special events where you live.Write an email to your penpal. Describe in detail how you or your friends usually celebrate birthdays or other special events. Give examples of activities people do on their birthdays or for special events^ who celebrates with them^ and any other information about the event.",I,1,N3,I-NE,3888,4476,,,2021-06-09
CELEBRATIONS,"<p>Hola^ </p><p>Mi nombre es Jakelyn y yo te voy a decir como celebramos los cumpleaños aqui donde yo vivo. El principio en la mañana tenemos la cancion de feliz cumpleaños y luego tenemos un especial comida para el breakfeast. Despues tenemos una celebracion especial tenemos comida^ tranpolines^ bailes^ cantamos feliz cumleaños y luego pastel. <br></p><p>Escrito por Jakelyn^</p>",A1,3704358,28,M4733500,"Your penpal from Guatemala asked you to describe how people usually celebrate their birthdays or other special events where you live.Write an email to your penpal. Describe in detail how you or your friends usually celebrate birthdays or other special events. Give examples of activities people do on their birthdays or for special events^ who celebrates with them^ and any other information about the event.",I,1,I3,I-MF,4141,,,,2021-06-09
CELEBRATIONS,"<p> EN washington celebramos con una comida grade o una fiesta  y les llevamos regalos grande y les echamos una revanada del pastel ala cara del que cumple  el cumple años .</p>",A1,3704366,30,Z4733508,"Your penpal from Guatemala asked you to describe how people usually celebrate their birthdays or other special events where you live.Write an email to your penpal. Describe in detail how you or your friends usually celebrate birthdays or other special events. Give examples of activities people do on their birthdays or for special events^ who celebrates with them^ and any other information about the event.",I,1,N3,I-SE,4428,,,,2021-06-09
CELEBRATIONS,"<p>Lo que hacemos en los cumpleanos es pinata lo que significa que estamos con los ojos vendados^ luego intentamos golpear el pinata con us bate^ si lo golpeamos^ se caen caramelos y nos comenos los caramelos.</p>",A1,3656058,23,T4679451,"Your penpal from Guatemala asked you to describe how people usually celebrate their birthdays or other special events where you live.Write an email to your penpal. Describe in detail how you or your friends usually celebrate birthdays or other special events. Give examples of activities people do on their birthdays or for special events^ who celebrates with them^ and any other information about the event.",I,1,N4,I-MM,4428,,,,2021-06-09
CELEBRATIONS,"<p>Aqui en los Estados Unidos celebramos por invitar familiares y amigos a nuestra casa o a un lugar que rentamos^Tambien aqui agaramos un pastel soplamos la velas y nos cantan mañanitas y cortamos el pastel pero puede ser differente para otras familias.</p>",A1,3704318,32,U4733460,"Your penpal from Guatemala asked you to describe how people usually celebrate their birthdays or other special events where you live.Write an email to your penpal. Describe in detail how you or your friends usually celebrate birthdays or other special events. Give examples of activities people do on their birthdays or for special events^ who celebrates with them^ and any other information about the event.",I,1,I3,I-MF,4138,3964,143,4350,2021-06-09
CELEBRATIONS,"<p>Hola penpal^</p><p>Yo te voy a decir como yo y algunas de mis amigas celebran sus cumpleaños o otros fietas. Yo celebro mi cumpleaños con un pastel y muchos de mis tios^ tias^ y primas(o) y ellos cantan un cancion que se llama las mañanitas es increible. Unos de mis amigas celebran sus cumpleaños solos o no quieren celbrarlo. </p><p><br></p><p>Tu penpal^ Gabriela</p>",A1,3704386,22,F4733528,"Your penpal from Guatemala asked you to describe how people usually celebrate their birthdays or other special events where you live.Write an email to your penpal. Describe in detail how you or your friends usually celebrate birthdays or other special events. Give examples of activities people do on their birthdays or for special events^ who celebrates with them^ and any other information about the event.",I,1,I1,I-MM,4145,,,,2021-06-09
