,Topic,Response,TestVersion,TestId,TotalTime,UserName,Prompt,PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,DateOfExam,MachineScore
20,COMMUNICATIONS,<p>Los adultos y los jovenes communicance en differente maneras. Los jovenes so mas emocinales y crueles. Hay mas gossip con los jovenes y usan differentes modos a communicarce. Muchos chicos solo communicancen por sus telefonos y por los apps en sus telefonos. Los jovenes tambien tien confianza en mas cosas que no saben sobre y toman mas riesgos. Los adultos por mayor parte son mas comodos en la manera que hablan^ tambien so mas cariñosos. Tengan mas experiencia en la vida y mas perspectivas. </p><p>Una ejemplo de esto es cuando hablo con mi mama. Muchas veces soy mas emocinal que necesito hacer y no es neccesario^ tambien no se como enseñar a mis emociones. No tenia una conversacion buena y si un resultado buena. Despeues de ir de la situacion podria pensar mas claramente y necesitaba a hablar con mi mama otra vez. Esto pasa muchas veces^ y necesito apredner a enseanar y mantener a mis emociones mejor. </p>,B2,3744038,39,B4780309,In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.,A,1,I4,A-SE,2278,,,,2021-06-12,2-A-SE
21,COMMUNICATIONS,<p>La comunicacion es una de las cosas mas importantes para las personas hoy en dia. </p><p>Entre adultos y jovenes existen bastantes diferencias a la hora de la comunicacion. Los jovenes de hoy en dia hemos nacido en una epoca en la que el uso de nuevas technologias como los smartphones y las redes sociales han pasado a ser una gran parte de nuestra vida cotidiana. Redes sociales como Facebook^ Whatsapp^ Instagram y Snapchat son las mas usadas. Pero tambien existen ciertos tipos de tendencias con las personas a la hora de usar estas nuevas technologias. Las personas adultas en si no suelen usar las redes sociales tanto como los jovenes^ es mas a la hora de la comunicion prefieren usar un simple mensaje de texto o hacer una llamada^ cosas que para los jovenes nos parecen de la época de los dinosaurios. Pero los adultos que suelen usar las redes sociales tienden mas a usar Facebook o Whatsapp. En cambio los jovenes solemos mas comunicarnos con Instagram o Snapchat^ aplicaciones mas innovadoras que Facebook y Whatsapp ya que les ofrece formas de communicacion mas interesantes como communicarse atraves de fotos o de historias. Pero los usos de tales redes sociales no solo mayoritariamente por los jovenes pero tambien con los adultos tienen un efecto bastante grande en el uso de la lengua.  Los adultos cuando eran jovenes no tenian accesos a la technologia lo cual suelen tener menos problemas pero las redes sociales han hecho que los jovenes cambien el sentido de ciertas palabra o incluso haciendolas mas cortas como por ejemplo acortar la palabra |verdad| a |vrd|. Incluso se han llegado a inventar expresiones totalmente nuevas para las lenguas como por ejemplo cambiar la palabra |yo tambien| a |rt| o |rtaaa|. Las personas adultas en cambio suelen regirse por el uso correcto de la lengua y piensan mas en lo que otras personas pueden pensar si escriben algo mal formulado o incorrectamente escrito.</p><p>Como he explicado antes los jovenes y los adultos tienen distintas preferencias a la hora de comunicarse con otras personas y todo esto es devido a la época en la que nacieron. Personas adultas en entos terminos podemos no podemos considerarlas como mayores de 18 años sino como personas nacidas antes de los años 90. Esto es devido a que en esa época no existiant antas technologias y esto causaba que la comunicacion fuera mucho mas dificil aunque mas que dificil es que era de otra forma. Devidio a la falta de redes sociales como las que se han descrito arriba o a la falta de mensajes de texto las personas se veian mas obligadas a mandar cartas o hacer llamadas. Los jovenes de hoy en dia^ los que podemos consideras que han nacido despues de los años 90 aunque mas de los años 2000 se les suele considerar como mileniales por lan grandes ventajas que han tenido a la hora de las technologias y de la comunicion. Estos avances han causado que los jovenes hoy en dia hagan menos llamadas y mas aun ecribit cartas y se ven obligados a seguir tendencias como las de usar las distintas redes sociales. Los adultos distinto a los jovenes nacieron en unos años en los que no habia tantos avances y para ellos ciertas cosas son bastante nuevas aunque como los jovenes^ siguen las tendencias de su rango de edades.</p>,B2,3625623,45,E4644546,In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.,A,1,A,A-MF,4435,,,,2021-06-12,1-A-M+
22,FAMOUS PERSON,,B2,3691946,11,S4719288,Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp:an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:	Explain why you are inviting this person to come to your school to present to the students and teachers.	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.,A,1,I1,A-NE,3543,,,,2021-06-12,3-A-NE
23,COMMUNICATIONS,<p>Hay muchos diferenicas entre la comunicación de adúltos y de chicos. Uno de estas diferencias es sobre el teléfono. Los chicos utilizan el celular mucho más que los adúltos. Los chicos textan^ y utilizan los correos electrónicos y la media social. Porque los chicos utilizan el internet más^ pueden acesar más información que los adúltos más rápido. Los chicos son más polítcos^ y hablan con más personas cada día. Los adúltos usan los teléfonos para hablar con sus voces^ pero prefaran hablar cara a cara. <br></p><p>Para examplar^ la Generación Z va a más protestas políticas^ como la de George Floyd y Black Lives Matter. Los chicos tienen su lengua lejos de la lengua commún. Esta lengua toma sus palabras de la media sociál. Los chicos comunican más con más personas diferentes^ y este los hace más políticos.</p>,B2,3708797,25,F4738932,In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.,A,1,I4,A-NE,4428,4141.0,,,2021-06-12,2-A-SE
24,COMMUNICATIONS,<p>En mi comunidad^ para los jovenes y adulto^ ellos usan los telefonos para comunicar con otra gente pero los jovenes usan los telefonos mas y los adultos no usan sus telefonos mucho. La idioma los jovenes usan en su telefonos son un poco diferente de ingles. Por ejemplo: cuando tu usa el telefono para chatear con un amigo o persona^ es muy facil para dice |u r gr8| en comparasion de |you are great| y los jovenes quiere usa letras singulares porque es muy facil y rapido para chatear con su amigo con letras singulares. Mucho adultos no usan letras singulares y usan verbos completa para chatear con su amigo o persona. Cuando era nino^ mi hermano escriba con letras singulares para comunicaba con yo en el telefono para un cosa yo necesitaba hacer pero mi mama usaba verbos completas. </p>,B2,3691946,11,S4719288,In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.,A,1,I1,A-SE,3543,,,,2021-06-12,2-A-SE
25,COMMUNICATIONS,,B2,3691994,6,E4719336,In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.,A,1,Below N4,A-NE,4490,,,,2021-06-12,3-A-NE
26,FAMOUS PERSON,<p>Buenos dias Fernando Alonso^</p><p>Mi nombre es Javier Martin y soy estudiante en el Princess Anne High School en Virginia^ Estados Unidos. Siempre he admirado tu talento no solo a la hora de conducir los asombrosos coches de formula 1 sino tu esfuerzo en siempre intentar ser el mejor y consiguir grandes metas. Grandes metas como las de haber llegado a pilotar para una de las marcas mas importantes de la historia de la formula 1^ Ferrari e incluso haber sido el piloto mas joven de la historia en ganar un mundial. Devido a todo tu esfuerzo y dedicacion me gustaria invitarte a mi ciudad Virginia Beach y a mi instituto para que vengas a presentarte a los estudiantes y a las profesoras para que les puedas dar guias y charlas de motivacion y esfuerzo haciendo que ellos puedan conseguir grandes metas en el futuro.</p><p>Cuando llegues a la ciudad tendras una recivimiento de las autoridades del colegio como el director^ los consejeros y de las distintas associacions estudiantiles. Durante 3 dias estaran dando charlas y pasando el dia en en colegio con los distintos estudiantes. Tu primer dia en el instituto daras varias charlas durante distintas horas a los etudiantes y los profesores en el salón de actos. El segundo dia se hara un sorteo en el cual varios estudantes podran comer contigo. Despues de la comida firmaras autografos a los estudiantes que quiaran. El tercer dia por la mañana sera dedicado a los distintos equipos de distintos deportes de nuestro colegion como fútbol^ fútbol americano^ lacrosse^ volleyball^ baseball^ etc.. y les hablaras como deportista las distintas metas que tienen que alcanzar y como llegar a ellas. Despues de etos tres largos dias los estudiantes del club de historia te llevaran por las distintas zonas de la ciudad para que conozcas mejor la historia y tradiciones de nuestra ciudad. Tras la visite te acompañaremos al aeropuerto donde cogeras tu vuelo de vuelta a Madrid. Espero que esto te parezca una grand idea para ayudar a la comunidad y darte mas a conozer en Estados Unidos y mas especificamente en Virginia Beach. </p><p>Atentamente^</p><p>Javier Martin</p>,B2,3625623,45,E4644546,Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp:an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:	Explain why you are inviting this person to come to your school to present to the students and teachers.	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.,A,1,A,A-MF,4435,,,,2021-06-12,1-A-M+
27,FAMOUS PERSON,<p>Hola Ozuna^ quiero que vienes a mi escuela para hablar con la clase y invite a mi escuela porque nostors te gustan a su muscia. Cuando estas aqui quiero que te hablas con la clase desde tu vida y como el espanol a afectado a su vida. Su experiencias en su vida y como tu vida por un joven a afectado lo ahora. Tambien los cosas que tu hicistes para tener el succeso que tengas. Que podeamos hacer nosotros para ser felix en nuestra vida?</p><p> Esta persona va a viajar por la ciudad y ver lo. Tambien va a viajar a concierto a concierto porque es un musico haciendo autogrofias porque entiendo que eres muy popular. Quiero ensenarte a la historia de mi ciudad^ y los perscpectivos que hacialo posible. Vamos por barco en el Mississippi para ensenarte lo. Tambien tengo unos conciertos de secretos que quiere traerte a. Vamos a West Saint Paul para ensenarte la cultura latina que tenemos en Minnesota^ y la hermosa de lo.</p>,B2,3744038,39,B4780309,Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp:an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:	Explain why you are inviting this person to come to your school to present to the students and teachers.	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.,A,1,I4,A-NE,2278,,,,2021-06-12,2-A-SE
49,EDUCATION,<p>Hola^</p><p>En mi comunidad hay escuelas en diferentes lugares. Aquí los niños van a escuelas dependiendo en donde esten localizados ya que hay muchas escuelas de elementar. Para los Estudiantes de la secundaria también depende en donde esten localizados pero las opciones de escuela son limitadas. Para los estudiantes de la prepa solo hay una escuela a cual todos van. Esto es bueno porque les da las opciones a los papas para los niños mas chicos. Los mas grandes no tienen tantas opciones y todo es        limitado.</p><p>Despues que los estudiantes terminen la escuela usualmente se preparan para ir a la universidad allí estan como tres o cuatro años y estudian para su futuro trabajo. Algunos estudiantes deciden viajar otros deciden ser maestros o abogados y mucho mas...</p>,B2,3732742,53,Q4763657,The students in your partner school in Madrid want to learn more about students and education in your community.In two well-developed^ organized paragraphs^ write an email in which you address the following:	Describe the different types of schools and education options that are available in your community. Explain the pros and the cons of the different schooling options where you live.	Explain what students typically will do after they finish high school. Describe in detail the different paths students^ or someone you know^ will take after they graduate. Include as much information as possible.,A,1,A,A-MM,2278,,,,2021-06-12,2-A-SE
55,LANGUAGE ARTS,<p>Mi cuento favorito hasta el momento se llama |The Outsiders| escrito por S.E. Hinton</p><p>Dos gangas de diferentes clases sociales que siempre han sido rivales. A los pobres le llamaban |greasers| y a ricos le llamaban |socs|. En una pelea entre ambas gangas uno de los greasers termina hiriendo fatalmente a uno de los rivales empeorando todo. Ponyboy y Johnny se escapan despues de esta pelea ya que no se querian meter en problemas con la policia. Se quedan en una iglesia que esta abandonada para que no los puedan encontrar. caundo Ponyboy se cambio el color del pelo fue inesperado porque el amaba mucho a su pelo.</p><p>A mi me gusta este cuento porque es un cuento que puedes leer una y otra vez y nunca te cansaras de leerlo. Si ellos hubieran tenido un final feliz todo sería mucho mejor pero término con tragedía.</p><p><br></p>,B2,3732742,53,Q4763657,You have been asked to contribute a book review to the online school newspaper^ which will be read by students in Colombia.Write a short review in Spanish about your favorite book^ or a book you recently read for school. In two well-developed^ organized paragraphs^ be sure to do the following:	Summarize the plot. What happened in the book? Include anything that the characters did that was interesting or unexpected.	Explain what you liked about the book and what you think could be better. Provide information that will help the reader decide if this book is worth reading or not.,A,1,A,A-MM,2278,,,,2021-06-12,2-A-SE
61,POP_CULTURE,<p>Al momento en mi escuela algunas niñas usan trajes pegados o camisas y pantalones pegados. Otras niñas usan pantalones anchos y camisas pegadas o anchas también. La mayoría de las chicas usan maquillaje simple y algunas se ponen pestañas. También hay algunas que tienen el pelo pintado de diferentes colores. Algunos chicos usan pantalones anchos y se ponen otro pantalon debajo. las camisas que usan son anchas o pegadas al cuerpo. Otros chicos usan pantalones que son pegados y camisas pegadas pero es raro verlo. Algunos de los chicos se pintan las uñas y otros tienen el pelo pintado también.</p><p>Aquí estudiantes van para el parqué y pasan el tiempo juntos como amigos. Los amigos de mi hermano se pasan en una cancha jugando baloncesto con otros estudiantes. Ellos ordenan pizza y comen allí y despues regresan a jugar todos juntos. Cuando se puso oscurro todo el mundo comiensan a regresar a sus casas ya que sus madres se iban a enojar con ellos por llegar tarde a casa.                     </p>,B2,3732742,53,Q4763657,A group of exchange students from Mexico is coming to your school. They want to understand the trends that are currently popular in your school.Write a blog post in Spanish about what is popular in your school and community. In two well-developed^ organized paragraphs^ be sure to address the following topics:	Describe the current clothing trends in your school community. Write about what is popular for students to wear both in and outside of school.	Many communities have places where young people like to get together. Think of a place like this in your community. Tell a story about a time when you or someone you know spent time there and describe everything that happened from beginning to end.,A,1,A,A-MM,2278,,,,2021-06-12,2-A-SE
62,COMMUNICATIONS,<p>Donde yo vive muchas adolescentes comunican sobre su telefono en la forma de: texto^ el telefono con llamado  y medios de comunicacion social. Los adultos^ en el otro mano^ comunican para texto tambien pero tambien por e-mail y diferentes formas de el medio de comunicacion social. Entonces^ los adolescentes conocen palabras diferentes y estan mejor cuando comunicando en una manera especifica.</p><p>En el pasado yo aprendé un palabra que mi madre no le sabia. Yo dijo que aprende en la forma de snapchat pero ello no conocia porque no usas el platforma snapchat.</p>,B2,3664711,21,H4689090,In your Spanish&nbsp:class^ you have been discussing communication. Your teacher assigned you to write a brief essay comparing and contrasting the differences in the way teens and adults communicate.&nbsp: In two well-developed and organized paragraphs^ write an essay in which you:	Describe the key differences in how adults and teens communicate where you live. What means of communication do they typically use?&nbsp:Explain how these ways of communicating can affect the language and ideas expressed by the adults and teens.	Provide an example from the past that highlights the differences in communication that you identified. Describe in as much detail as you can what happened and what was the result of this communication.,A,1,I5,A-SE,2278,,,,2021-06-12,2-A-SE
85,FAMOUS PERSON,<p>Estimado Señor Martinez^</p><p>!Espero que tu estas bien! Yo pienso que usted eres el autor mas talentoso en todo el mundo. Usted eres simpatico y escribas con mucho pasion y palabras tan bonitas. Yo hablaba sobre usted cuandio leí los libros de tu vida y entonces mis amgios leí sus libros tambien.</p><p>Porfabor puedes venir a mi escuela para hablar con los estudiantes. En nuestro viaje puedes hablar sobre los libros que usted escribi el año pasado y que piensas hacer para el futuro tambien.</p>,B2,3664711,21,H4689090,Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp:an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:	Explain why you are inviting this person to come to your school to present to the students and teachers.	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.,A,1,I5,A-NE,2278,,,,2021-06-12,2-A-SE
86,FAMOUS PERSON,,B2,3636867,13,V4656929,Your Spanish teacher has given you an assignment. You must write a letter to a famous Spanish-speaking person that you find interesting and invite them to speak at your school.Think of a famous Spanish-speaking person that you find interesting. Write a letter to them using&nbsp:an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:	Explain why you are inviting this person to come to your school to present to the students and teachers.	Describe what the person will do when they visit your town and school. Describe with lots of detail^ from beginning to end^ what the person will do during their visit.,A,1,I1,A-NE,4302,,,,2021-06-12,3-A-NE
