Topic,"Response",TestVersion,TestId,TotalTime,UserName,"Prompt",PromptLevel,Ratingposition,FinalRating,Score,Rater1_Id,Rater2_Id,Rater3_Id,Rater4_Id,DateOfExam
ART,"<p>Me gusta arte mucho^ pero en mi pueblo hay nada arte o museos. En un pueblo cerca del mi pueblo^ hay muchas artes. Recomiendo que tu visite los museos porque hay muchos artes buenos. </p><p>En un museo de arte^ hay arte de estaturas^ murales^ y pintados. Me gusta arte con muchas colores y arte muy vivido. </p><p>El arte que es mi favorito es un pintado que tiene muchas colores vivos y en el fondo^ hay una iglesia. Me gusta las personas en el arte y el usa de el colores para ver mucho realidad. </p><p>Cuando visitas mi pueblo^ recomienda que visite el pueblo cerca de mi pueblo para visitar el arte. </p><p>¡Ojala que tu viajes a mi pueblo este verano!</p>",B2,3424932,23,C4428048,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,A,,4462,,,,2021-06-08
ART,"<p>Hola estudiantes^</p><p>Hay mucho arte en la escuela de THS y en el pueblo de Trumbull. En THS hay arte en las clases de español^ en las clases de arte^ y en la librería. Personalmente^ me parece que el arte en las clases de español es mejor que el arte en los otros paises. El arte de español es uniqua y interesant. Los pintados de Pablo Picasso y Frida Carlo son obras maestras. Hay muchos estillos differents^ también. Son abstractos^ realisticas^ y surrealistas. Mi pintado favorito es Guernica de Pablo Picasso. Es en el estillo famoso de Picasso^ con personas abstractos en el fondo y primer plano. El pintado está muy triste y es un pintado historica también. Es verdad que Guernica es un pintado muy importante y especial en el historia de arte. </p>",B2,3425008,25,C4428124,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,A,,4462,,,,2021-06-08
ART,"<p>Bienvenidos Estudientes de España!</p><p>La arte es una bellaza unica que es expresada en varias formas. En mi escuela el arte esta en todos lados. Especialmente en la bilioteca donde hay varias pinturas de artistas famosos como Frida Khalo o de PIcasso. Tambien en lugares como la cafeteria y los pasios hay arte de los estidientes. Personalmente me gusta la arte de Frida Khalo que me tiene mucha attencion. Me gusta como ella expressa sus sentiementos en forma de arte. Espero que cuando vengan^ que les gusten el arte que tiene mi escuela y que se quede en memoria los differentes tipos de arte. Les espero!</p>",B2,3425328,19,A4428445,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,A,,4174,,,,2021-06-08
ART,"<p><a>WWW.MIblog.com</a> </p><p>       El Arte especial </p><p>                                                                                                Arte Que nos Habla Y nos Expresa como Personas </p><p>   por Jorge Morales </p><p>   7 De Junio de 2021 a las 21:00 Horas</p><p>   El arte es algo en que nos ayuda en expresar nuestro entendimiento de la vida o como lo vemos. El arte ha existido por muchos años y captura una belleza. Halgo que puede ser admirado por mucha gente. Claro que hay diferente tipo de arte. Un artista puede pintar diferente o una comunidad puede tener una forma de como pintar. ¿Que arte tiene mi comunidad? ¿Adonde lo podemos ver? se pueden estar preguntando estas preguntas que aui los voy a responder.</p><p>En mi comundiad hay una grande cantidad de Arte. Yo vivo en una isla en Carolina de Sur. La historia y la cultura de la Isla es disincta que en unos lugares como de ciudad. Arte que se ve en mi comunidad es arte de el oceano o de los animales que se ven. Es muy comun ver pajaros en una obra de arte. El color siempre es vibrante y no tan brillante. Colores comunes que se pueden en estas pinturas son el azul. La forma en que  la pintan es muy claro y no es una obra de arte que te haga pensar de que el artista estaba pensando. Puede tener solo un animal o puede tener la playa y una torre.</p><p>Otra forma de arte que se puede ver el de la cultura de los Gullas. Es una forma de arte que es muy tradicional en mi Isla. Me recuerdo viendo arte de los Gullas por primera vez. El color es mas brillante que las obras de arte mencionado anteriormente. Las bras de arte son de mas duras de entender si no conoces la cultura en que viene. Consiste en animales y en personas. Las imagenes tienen una historia detras de ellos y es divertido en encontrar esos detalles.</p><p>Mi obra de arte que encuentro favorable es de los Gullas. Creo esto porque es una forma de arte que me enseña la cultura y tambien me enseña la historia de el pasado.</p><p>Estas obras de arte se pueden encontar en el pasillo de el Town y tambien en escuelas. Si deas comprar uno puedes comprar arte en Northride. Pondre la direcion abajo.</p><p>Espero que les gusto este blog. Si el arte los tiene loco escriben que arte es y porque los gusta.</p><p>ÍHasta la proxima! </p><p>ÌDejen Su comentario abajo!</p><p><br></p>",B2,3301772,56,M4289355,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I5,,3543,,,,2021-06-08
ART,"<p>Aque en el cuidad^ tenemos los mas bonito y creativo arte para ver. Puedes encontrar los arte en el museo de arte. En el museo de arte puedes encontrar arte de todo tipo. Algunos de los artes estaban hecho mas antes. Pero tú puedes ver mas arte en el escuela. Nosotros tenemos arte que son hecho por los estudiantes que tienen talento. Tú tambien puedes dar a nostros tú arte que heciste. Para mi yo me gusta el arte que tiene un sigificado. Aque en el cuidad^ tenemos mucho tipos de arte.</p>",B2,3684029,48,N4710374,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I2,I-MF,3617,,,,2021-06-08
ART,"<p>Querido amigos^</p><p>¿Comó están? ¡Estoy bien porque ustedes viajarán a Wisconsin! Wisconsin tiene muchos lugares para ver arte. En Milwaukee^ hay un museo de arte. El museo de arte tiene muchas cosas ver. Cada verano^ yo visitaba el museo porque es muy divertida. Me gusta dibujos porque los personas que poder dibujar son muy talentos. Al lado del museo de arte es un resturante de Mexicana. La comida en el restaurante es muy bueno. Yo iba al resturante cada tiempo yo iba al museo de arte.<br></p><p>En mi escuela^ nosotros tenemos muchos artistas. Con muchas clases de arte^ muchas personas aprendemos dibujar y pintar. El arte de los estudiantes es muy bueno. Yo prefiero los dibujos pero otros arte es bueno también. Hay arte veremos en el pueblo también.  Personas pintaron guitaras para el pueblo. Ahora^ nosotros podemos verlos cerca de la ciudad.<br></p><p>Espero verte pronto^</p><p>Joelle Harrington</p>",B2,3684596,49,W4710965,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I4,,3534,,,,2021-06-08
ART,"<p>¡Hola estudiantes de Madrid!<br></p><p>La arte en mi escuela es espectacular y muy interesante. Mi favorito tipo de arte es las pintas porque hay muchos colores. Sin embargo^ cuando yo hago arte^ yo prefiero dibujar porque es muy divertido. Las pintas en mi ciudad y escuela eran sola negro y blanco^ pero hoy tenían muchos colores. Me gusta pintas las más^ pero mis amigos de escuela le gusta los dibujos las más. </p><p>Hay muchos lugares en la ciudad donde tu puedes ver arte de los estudiantes o otro artístos de la ciudad. Mi favorite lugar ir es el museo de arte. Al museo^ estoy emocionada cuando yo vio todo la arte de differentes personas. </p><p>Hay mucho arte afuera y es muy bonita y differente. Ustedes pueden visitar la arte al todo tiempo.  ¡Tienen mucho divertida en America!</p>",B2,3684608,11,G4710977,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I4,I-MF,4141,,,,2021-06-08
ART,"<p>En mi ciudad Waukesha. hay muchos tipos de arte que pueden ver alrededor de la ciudad. Por escuelas en los pasillos hasta un lugar que se llama |Downtown Waukesha.| Durante las noches en Downtown Waukesha hay fiestas todos los viernes donde gente puede encontrar pintores en vivo haciendo su arte enfrente de fanaticos. Es increible que pueden hacer tan bellaza en poco tiempo. Para los estudiantes que quieren aprender más sobre el arte^ hay clases de escuela que pueden eligir si les dan las ganas. Me interesan mucho los artes in vivo por los pintores en Downtown Waukesha como dije antes^ y tambien me encanta el arte de fotografia. De niño me encantaba muchísimo dibujar cosas como tiburones y otros animales del oceano. Me fascinaba sus dientes bien grandes y amenazas. Al final^ la ciudad de Waukesha es un lugar fantasico para viajar si quieren ver arte.</p>",B2,3684672,51,V4711041,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I5,,140,,,,2021-06-08
ART,"<p>Pen pal^ </p><p>Yo mirar el arte mucho en mi escuela. Hay mucho arte en los hallways de my escuela. My primer ano^ yo tiene el clase de arte. Es una clase muy bien. Yo constucto arte muy bien^ y yo impressivo mi. Arte es complicado cuanda tu sabe es complicado. Arte es expression^ y es el trabajo de tu^ solamente tu. En el show de arte^ mi amigo tomar una foto de cuando yo jugar el deporte de beisbol. Es muy comico^ y es una foto muy excepionales. My hermana tomar muchos personas^ yo yo tomar una poco. Es muy divertido^ y es my tipo de arte favorito. El my primer ano^ yo tomar fotos de el ciudad de Portland^ Maine. Es muy bonita. Tomar fotos de el edificios^ y el mar. Yo tomar fotos de los calles y los personas. Es muy divertido y yo reccomondar para tu. </p>",B2,3685239,35,M4711666,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I4,,4294,4428,,,2021-06-08
ART,"<p>Ay mucho arte en el escuela de Greely pero ay una pais que es mas popular. Tiene arte de todos los personas en el escuela y es muy especial y muy bueno para ver. El pais estan en el GCA |performing arts center|. El GCA era un pais mas popular en mi escuela tiene mucho actividads para todos los estudiantes. Tiene musico a arte y mas. El arte no solomente es dibujar pero tambien tiene fotos. Arte que yo le gusta mas es arte que yo reletado con. Para exemplo ay arte de el deporte beisbol^ yo jugar beisbol para todo mi anos y yo le gusta el arte. No solomente e gusta arte de deportes era arte muy bueno tambien que yo ve y le gusta. </p>",B2,3685247,20,A4711674,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,N4,I-MM,4234,,,,2021-06-08
ART,"<p>Puedo ver a la arte en todo de mi escuela. La escuela tiene una galeria de arte mucho del tiempo^ y en la pared hay muchos pinturas. Hay muchos murales todo el tiempo^ y aparece que los personas del classes de arte pinta mas cada dia. Un dia en el semana pasado^ yo ayuda a los personas en la classe de arte pone sus trabajos en la pared afuera de la ampitheatre. En mi ciudad^ puedo ver a la arte en la centro de Portland. Muchos de los personas pone su arte en los calles y muchos son un poco estrano^ pero todos son muy bonita. </p>",B2,3685251,28,H4711678,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I4,I-MF,4566,,,,2021-06-08
ART,"<p>En mi escuela^ esta murals de montonas y el envierno. Tambien cuadros de la vida silvestre. Al lado de la clase arte^ hay un cuadro abstracte. In la ciudad de Portland^ Maine^ trenta minutos de mi casa^ hay murals muy largo. Hay arte de calle. Como graffiti pero es legal. Me prefiero arte abstracto a arte realismo. Arte abstracto necesito personas a piense de la cuadro pero arte realismo sola mira que una photografia. Pinturas que hacer cuadros realismos son muy impresivos^ pero me prefeieron la arte abstracto. </p>",B2,3685299,34,M4711726,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,A,,4138,,,,2021-06-08
ART,"<p>En mi escuela hay mucho arte. Hay arte en los clases y mucho en los hallas. Estudiantes en el pasado pintar walls de la escuela. Me gusta la arte con mucho color y que son abstracto. Es muy interesante y agarra la attencíon de los estudiantes que caminan a sus clases. Es muy divertido y unico de los estudiantes y de la escuela. En la communidad^ no hay mucha arte. Hay arte en los communidads cerca de este communidad. En Portland^ hay artes en muchos y muchos calles. Las edificios tienen mucho arte y son muy bonita. Me gusta el arte en Portland porque son unico y tiene mucho color. En todos^ no hay mucho arte en mi communidad^ pero^ la escuela tiene arte muy bonito y hay arte brillante en Portland que es muy cerca de mi communidad. </p>",B2,3685307,47,H4711734,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,A,,3282,,,,2021-06-08
ART,"<p>Hay mucho arte en ese ciudad! Para ver el arte professional^ va a un museo del arte en el ciudad. Me gusta el arte en los museos porque hay muchos tipos de arte differente. El arte tiene mucho color y es muy bonita. Tambien si tu camino en el calle del ciudad^ es possible que tu ve arte de calle. Ese tipo de arte es muy interestante y es mi favorito porque el arte es muy grande. Si tu quiere ve arte de estudiantes^ no son professionales^ va a un escuela. Hay mucho arte en los pareds y el arte es muy creativo. </p>",B2,3685315,36,Y4711742,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I4,,4138,4341,,,2021-06-08
ART,"<p>Hay muhcos lugares ve arte en Madrid. Ún lugare va a arte está la muséo de arte. Mis favorite typa de arte es la typa con muchos colores. Los colores son muy interesanté a mi. </p>",B2,3685331,11,P4711759,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I1,I-MM,3964,,,,2021-06-08
ART,"<p>En mi opinion la arte que yo le gusta es surreal. Pero yo le gusta miraban la arte de Salavador Dalí. Porque Dalí crear los mundos estrangos y confundido. No se que la messanje de la arte de Dalî es. Pero es muy triste porque en mi ciudad la exhibicion de Dalí no exsistan en el tiempo currenta. Pero en la ciudad de Portland es mucho arte abstractos y realisticos en la muesema de MECA. MECA es un edifico muy grande y contentian muchos pinturas de artistas local y no local. La arte es para el tiempo de el coloniel. Otro muesem de arte bien es La Peabody Essexs en Salem. La Peabody contenian muchos partes de arte por Asia^ y american durante la 1600's.</p>",B2,3685363,25,C4711791,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I4,I-MF,4424,,,,2021-06-08
ART,"<p>¿Tu buscando por art? ¡busando no mas porque visitart la GCA a la escula de Greely High! ¡Mira a toda la muy muy muy bein trabajo de la estuiantes! Pero otra de la GCA la commididad no teinen mas art.<br></p>",B2,3685371,18,C4711799,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,N4,I-SE,4161,,,,2021-06-08
ART,"<p>Hay muchos arte en Maine. El museo de arte en Portland es muy popular con todos de las personas en el cuidad. Tienen arte de muchos tiempos y genres. Mi favorito es la casa en el museo. Es un casa historia y es muy bonita. Mi escula tiene arte muy bien tambien. Los estudientes trabajan todo el ano por el arte en la escula. Maine es un estado muy bonito por arte tambien: tiene el mar y bosques^ que en mucho de arte de Maine.</p>",B2,3685375,20,Q4711803,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I1,I-MM,4314,,,,2021-06-08
ART,"<p>Yo prefiera la arte de photograperia. Es muy especial y los artistas estas muy talento. Los artistas es muy intellegente tambien porque los cameras es muy camplicado.</p>",B2,3685383,27,X4711811,"Your Spanish teacher asked you to write a post for your class blog about local art for exchange students coming to your town from Madrid.Write a blog entry in which you explain where you can see art in your town or school and what kind of art you prefer and why. Give as much information as you can.",I,1,I2,I-NE,4456,,,,2021-06-08
CLUBS,"<p>Una club es una buen idea. Primer^ el club favorita quiere in mi escuela es una club de vuela pescar. vuela pescar es una buena actividad y los escuelas neccesesitan. Durante el club^ los estudiantes van a los luegos que teinen pez. Es muy divertido. Habiaun numero de estudiantes quie tienen mucho experienco^ includo yo. Es un buen opportunidad para los estudiantes a mirar a el agua y estaba afuera. El club causan una effecto positivo en muchos aspectos. Era una club muy bien para los estudiantes^ y el escuela. </p>",B2,3685239,35,M4711666,"Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:		Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why.			Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students.	",A,1,I4,A-SE,4294,4428,,,2021-06-08
CLUBS,"<p>Bienvenidos señor^</p><p>Un amigo mio le gustaría decirle a usted que quiere crear una orginizacion por la escuela. Esta orginizacion sería sobre los efectos de drogos^fumando^ y los otros malos como Vape y más. Nuestra meta es que podemos tratar de parar los estudiantes que fuman y beben alcohol sin saber lo que están haciendo a sus cuerpos. Muchos no saben como estos hacen que el cuerpo esté roto. Podemos mostrarles a los estudiantes la diferencía entre un cuerpo con alguien que fuma y alguien que no. Esperamos que esto haga que paren de hacer estas cosas o al menos les enseña que no deberÍan hacer los drogos.</p><p><br></p><p><br></p><p>Algo que podemos añadir a la orginizacion es un grafico que muestra el daño de drogos y como sube sus oportunidades de morir o hacer decisiones malas que se van a arrepentir. Con esta orginizacion^ queremos que la gente hagan lo que quieren hacer en la vida y no porque otra gente les dan presión. La escuesa suya en verdad podrÍa usar esto y espero que lo condideres. </p><p>Sinceramente Tyler^</p>",B2,3684672,51,V4711041,"Your friend in Spain wrote an email asking for your help on how to start a club at school. She wants to write a letter to the principal and asked you for ideas about what to write.Write a sample letter for your penpal to a school principal about starting a club. Use an appropriate greeting and closing to your letter. In two well-developed^ organized paragraphs^ be sure to address the following:		Explain to the principal that students want to start a club. Describe in detail what kind of club they want to start and why.			Describe how this club will make a positive impact on the school. Provide lots of information and details explaining what kinds of activities and projects the members of the club will do and how they will positively affect the school and students.	",A,1,I5,A-SE,140,,,,2021-06-08
